treatment	stain	dosed_dpi	harvest_dpi	animal	mean_ihc_score
ASO 8	ASO	60	67	1	2.3333333333333335
ASO 8	ASO	60	67	2	
ASO 8	ASO	60	67	3	1.9090909090909092
ASO 8	ASO	60	67	4	1.8333333333333333
ASO 8	ASO	90	96	1	2.0833333333333335
ASO 8	ASO	90	96	2	2.4545454545454546
ASO 8	ASO	90	96	3	2.1538461538461537
ASO 8	ASO	90	96	4	2.4545454545454546
ASO 8	ASO	123	130	1	2.6923076923076925
ASO 8	ASO	123	130	2	2.769230769230769
ASO 8	ASO	123	130	3	2.6923076923076925
ASO 8	ASO	123	130	4	2.6923076923076925
ASO 8	GFAP	-14	150	1	0.6666666666666666
ASO 8	GFAP	-14	150	2	0.5
ASO 8	GFAP	-14	150	3	0.25
ASO 8	GFAP	-14	150	4	0.3333333333333333
ASO 8	GFAP	30	150	1	1.0833333333333333
ASO 8	GFAP	30	150	2	0.5833333333333334
ASO 8	GFAP	30	150	3	0.75
ASO 8	GFAP	30	150	4	0.9090909090909091
ASO 8	GFAP	60	67	1	0.25
ASO 8	GFAP	60	67	2	
ASO 8	GFAP	60	67	3	0
ASO 8	GFAP	60	67	4	0.3333333333333333
ASO 8	GFAP	90	96	1	0.5833333333333334
ASO 8	GFAP	90	96	2	1
ASO 8	GFAP	90	96	3	1.4166666666666667
ASO 8	GFAP	90	96	4	1
ASO 8	GFAP	123	130	1	1.0833333333333333
ASO 8	GFAP	123	130	2	1.0833333333333333
ASO 8	GFAP	123	130	3	1.0833333333333333
ASO 8	GFAP	123	130	4	1
ASO 8	Iba1	-14	150	1	0.3333333333333333
ASO 8	Iba1	-14	150	2	0.3333333333333333
ASO 8	Iba1	-14	150	3	0.45454545454545453
ASO 8	Iba1	-14	150	4	0.25
ASO 8	Iba1	30	150	1	1.0833333333333333
ASO 8	Iba1	30	150	2	0.5833333333333334
ASO 8	Iba1	30	150	3	0.5
ASO 8	Iba1	30	150	4	0.3333333333333333
ASO 8	Iba1	60	67	1	0.6363636363636364
ASO 8	Iba1	60	67	2	
ASO 8	Iba1	60	67	3	0.6
ASO 8	Iba1	60	67	4	0.7
ASO 8	Iba1	90	96	1	0.4166666666666667
ASO 8	Iba1	90	96	2	0.9090909090909091
ASO 8	Iba1	90	96	3	1.0833333333333333
ASO 8	Iba1	90	96	4	0.4
ASO 8	Iba1	123	130	1	1.0833333333333333
ASO 8	Iba1	123	130	2	1.1666666666666667
ASO 8	Iba1	123	130	3	1.1818181818181819
ASO 8	Iba1	123	130	4	1.0833333333333333
ASO 8	PrP	-14	150	1	0.25
ASO 8	PrP	-14	150	2	0.3333333333333333
ASO 8	PrP	-14	150	3	0.5
ASO 8	PrP	-14	150	4	0.6666666666666666
ASO 8	PrP	30	150	1	0.9166666666666666
ASO 8	PrP	30	150	2	0.3333333333333333
ASO 8	PrP	30	150	3	0.4166666666666667
ASO 8	PrP	30	150	4	0.6
ASO 8	PrP	60	67	1	0.16666666666666666
ASO 8	PrP	60	67	2	
ASO 8	PrP	60	67	3	0.08333333333333333
ASO 8	PrP	60	67	4	0.08333333333333333
ASO 8	PrP	90	96	1	0.5
ASO 8	PrP	90	96	2	0.5
ASO 8	PrP	90	96	3	0.5833333333333334
ASO 8	PrP	90	96	4	0.3333333333333333
ASO 8	PrP	123	130	1	0.8333333333333334
ASO 8	PrP	123	130	2	0.75
ASO 8	PrP	123	130	3	0.9166666666666666
ASO 8	PrP	123	130	4	0.8333333333333334
PBS	ASO	-14	150	1	0
PBS	ASO	-14	150	2	0
PBS	ASO	-14	150	3	0
PBS	ASO	-14	150	4	0
PBS	ASO	30	150	1	0
PBS	ASO	30	150	2	0
PBS	ASO	30	150	3	0
PBS	ASO	30	150	4	0
PBS	ASO	60	150	1	0
PBS	ASO	60	150	2	0
PBS	ASO	60	150	3	0
PBS	ASO	60	150	4	
PBS	ASO	90	150	1	0
PBS	ASO	90	150	2	0
PBS	ASO	90	150	3	0
PBS	ASO	90	150	4	
PBS	ASO	123	150	1	0
PBS	ASO	123	150	2	0
PBS	ASO	123	150	3	0
PBS	ASO	123	150	4	0
PBS	GFAP	-14	150	1	1.5
PBS	GFAP	-14	150	2	1.5
PBS	GFAP	-14	150	3	1.5
PBS	GFAP	-14	150	4	1.6666666666666667
PBS	GFAP	30	150	1	1.3333333333333333
PBS	GFAP	30	150	2	1.5
PBS	GFAP	30	150	3	1.4166666666666667
PBS	GFAP	30	150	4	1.5833333333333333
PBS	GFAP	60	150	1	1
PBS	GFAP	60	150	2	1.5833333333333333
PBS	GFAP	60	150	3	1.6666666666666667
PBS	GFAP	60	150	4	
PBS	GFAP	90	150	1	1.4166666666666667
PBS	GFAP	90	150	2	1.5
PBS	GFAP	90	150	3	1.4166666666666667
PBS	GFAP	90	150	4	
PBS	GFAP	123	150	1	1.5833333333333333
PBS	GFAP	123	150	2	1.6666666666666667
PBS	GFAP	123	150	3	1.5833333333333333
PBS	GFAP	123	150	4	1.75
PBS	Iba1	-14	150	1	1.5833333333333333
PBS	Iba1	-14	150	2	1.3333333333333333
PBS	Iba1	-14	150	3	1.3333333333333333
PBS	Iba1	-14	150	4	1.5
PBS	Iba1	30	150	1	1.0909090909090908
PBS	Iba1	30	150	2	1
PBS	Iba1	30	150	3	1.0833333333333333
PBS	Iba1	30	150	4	1
PBS	Iba1	60	150	1	1.1
PBS	Iba1	60	150	2	1.0833333333333333
PBS	Iba1	60	150	3	0.9166666666666666
PBS	Iba1	60	150	4	
PBS	Iba1	90	150	1	1.25
PBS	Iba1	90	150	2	0.8333333333333334
PBS	Iba1	90	150	3	1.1666666666666667
PBS	Iba1	90	150	4	
PBS	Iba1	123	150	1	1
PBS	Iba1	123	150	2	0.8333333333333334
PBS	Iba1	123	150	3	1.4545454545454546
PBS	Iba1	123	150	4	1.3333333333333333
PBS	PrP	-14	150	1	1.0833333333333333
PBS	PrP	-14	150	2	1.6666666666666667
PBS	PrP	-14	150	3	1.6363636363636365
PBS	PrP	-14	150	4	1.5833333333333333
PBS	PrP	30	150	1	1
PBS	PrP	30	150	2	1.1666666666666667
PBS	PrP	30	150	3	1.0833333333333333
PBS	PrP	30	150	4	1.0833333333333333
PBS	PrP	60	150	1	1.1
PBS	PrP	60	150	2	0.9166666666666666
PBS	PrP	60	150	3	1.1666666666666667
PBS	PrP	60	150	4	
PBS	PrP	90	150	1	1.0833333333333333
PBS	PrP	90	150	2	1.3333333333333333
PBS	PrP	90	150	3	0.9166666666666666
PBS	PrP	90	150	4	
PBS	PrP	123	150	1	1
PBS	PrP	123	150	2	1
PBS	PrP	123	150	3	1.0909090909090908
PBS	PrP	123	150	4	0.5833333333333334
