gene	dpi	dpi_label	log2fc	pval	p_bonf	celltype
Mir687	112	112 dpi	0	1	1	0_none
Mir688	112	112 dpi	0.6735	0.6967	1	0_none
Mir690	112	112 dpi	3.429	0.05326	1	0_none
Mir691	112	112 dpi	0	1	1	0_none
Mir692-1	112	112 dpi	0.1743	0.7824	1	0_none
Mir693	112	112 dpi	1.805	0.2826	1	0_none
Mir694	112	112 dpi	0	1	1	0_none
Mir695	112	112 dpi	0	1	1	0_none
Mir697	112	112 dpi	0.2886	0.6511	1	0_none
Mir698	112	112 dpi	0.4102	0.3345	1	0_none
Mir7-1	112	112 dpi	0.532	0.3741	1	0_none
Mir7-2	112	112 dpi	1.805	0.2826	1	0_none
Mir700	112	112 dpi	0.331	0.5551	1	0_none
Mir701	112	112 dpi	1.875	0.2735	1	0_none
Mir702	112	112 dpi	0.217	0.6078	1	0_none
Mir703	112	112 dpi	0.6158	0.1029	1	0_none
Mir704	112	112 dpi	0.3906	0.3443	1	0_none
Mir705	112	112 dpi	0.574	0.09555	1	0_none
Mir706	112	112 dpi	0	1	1	0_none
Mir707	112	112 dpi	-0.3381	0.5097	1	0_none
Mir708	112	112 dpi	1.801	0.283	1	0_none
Mir709	112	112 dpi	0.5049	0.346	1	0_none
Mir710	112	112 dpi	0	1	1	0_none
Mir711	112	112 dpi	-1.635	0.2229	1	0_none
Mir713	112	112 dpi	0	1	1	0_none
Mir717	112	112 dpi	0	1	1	0_none
Mir718	112	112 dpi	-0.8385	0.5987	1	0_none
Mir719	112	112 dpi	0.08502	0.7764	1	0_none
Mir720	112	112 dpi	0	1	1	0_none
Mir721	112	112 dpi	0	1	1	0_none
Mir741	112	112 dpi	0	1	1	0_none
Mir742	112	112 dpi	0	1	1	0_none
Mir743	112	112 dpi	0	1	1	0_none
Mir743b	112	112 dpi	0	1	1	0_none
Mir744	112	112 dpi	0.3845	0.7796	1	0_none
Mir758	112	112 dpi	1.801	0.283	1	0_none
Mir759	112	112 dpi	0	1	1	0_none
Mir760	112	112 dpi	-4.374	0.01303	1	0_none
Mir761	112	112 dpi	-0.01284	0.979	1	0_none
Mir762	112	112 dpi	1.805	0.2826	1	0_none
Mir764	112	112 dpi	-0.8385	0.5987	1	0_none
Mir767	112	112 dpi	0	1	1	0_none
Mir770	112	112 dpi	-1.152	7.657e-5	1	0_none
Mir7b	112	112 dpi	-0.5618	0.6029	1	0_none
Mir802	112	112 dpi	0	1	1	0_none
Mir804	112	112 dpi	-0.8823	0.4833	1	0_none
Mir871	112	112 dpi	0	1	1	0_none
Mir872	112	112 dpi	0	1	1	0_none
Mir873	112	112 dpi	3.515	0.04861	1	0_none
Mir874	112	112 dpi	-0.7861	0.2509	1	0_none
Mir875	112	112 dpi	0	1	1	0_none
Mir876	112	112 dpi	0	1	1	0_none
Mir877	112	112 dpi	1.21	0.4021	1	0_none
Mir878	112	112 dpi	0	1	1	0_none
Mir879	112	112 dpi	0	1	1	0_none
Mir880	112	112 dpi	0	1	1	0_none
Mir881	112	112 dpi	0	1	1	0_none
Mir882	112	112 dpi	0	1	1	0_none
Mir883a	112	112 dpi	0	1	1	0_none
Mir883b	112	112 dpi	0	1	1	0_none
Mir9-1	112	112 dpi	-0.8533	0.2167	1	0_none
Mir9-2	112	112 dpi	0.07403	0.853	1	0_none
Mir9-3	112	112 dpi	0.6417	0.6894	1	0_none
Mir92-1	112	112 dpi	1.801	0.283	1	0_none
Mir92-2	112	112 dpi	0	1	1	0_none
Mir92b	112	112 dpi	-1.926	0.2472	1	0_none
Mir93	112	112 dpi	-0.7703	0.6113	1	0_none
Mir96	112	112 dpi	0	1	1	0_none
Mir98	112	112 dpi	0	1	1	0_none
Mir99a	112	112 dpi	-0.5349	0.4943	1	0_none
Mir99b	112	112 dpi	-1.963	0.1098	1	0_none
Mira	112	112 dpi	5.453	2.395e-4	1	0_none
Mirg	112	112 dpi	-0.08867	0.5992	1	0_none
Mirlet7a-1	112	112 dpi	-4.692	0.01014	1	0_none
Mirlet7a-2	112	112 dpi	0	1	1	0_none
Mirlet7b	112	112 dpi	-0.6335	0.2253	1	0_none
Mirlet7c-1	112	112 dpi	1.318	0.3678	1	0_none
Mirlet7c-2	112	112 dpi	0.1403	0.741	1	0_none
Mirlet7d	112	112 dpi	0.5323	0.2741	1	0_none
Mirlet7e	112	112 dpi	-0.2123	0.7677	1	0_none
Mirlet7f-1	112	112 dpi	-0.5635	0.4242	1	0_none
Mirlet7f-2	112	112 dpi	0	1	1	0_none
Mirlet7g	112	112 dpi	0	1	1	0_none
Mirlet7i	112	112 dpi	-2.346	0.136	1	0_none
Mis12	112	112 dpi	0.2731	0.1435	1	0_none
Mis18bp1	112	112 dpi	-0.05433	0.9302	1	0_none
Mitd1	112	112 dpi	-0.1033	0.6633	1	0_none
Mitf	112	112 dpi	-0.004972	0.9794	1	0_none
Mixl1	112	112 dpi	0	1	1	0_none
Mki67	112	112 dpi	0.1247	0.7521	1	0_none
Mki67ip	112	112 dpi	0.3275	0.04495	1	0_none
Mkks	112	112 dpi	0.3497	0.07264	1	0_none
Mkl1	112	112 dpi	-0.2981	0.0169	1	0_none
Mkl2	112	112 dpi	-0.01436	0.9185	1	0_none
Mkln1	112	112 dpi	0.08654	0.5623	1	0_none
Mknk2	112	112 dpi	-0.4032	0.002292	1	0_none
Mkrn1	112	112 dpi	0.1479	0.2489	1	0_none
Mkrn2	112	112 dpi	0.1046	0.4656	1	0_none
Mkrn3	112	112 dpi	-0.02246	0.9564	1	0_none
Mks1	112	112 dpi	-0.2333	0.3764	1	0_none
Mkx	112	112 dpi	-0.2368	0.2757	1	0_none
Mlana	112	112 dpi	0	1	1	0_none
Mlec	112	112 dpi	0.2517	0.07906	1	0_none
Mlf1	112	112 dpi	-0.3153	0.4956	1	0_none
Mlf1ip	112	112 dpi	0.08338	0.8237	1	0_none
Mlf2	112	112 dpi	-0.1044	0.4638	1	0_none
Mlh1	112	112 dpi	-0.07104	0.6817	1	0_none
Mlh3	112	112 dpi	0.04983	0.7524	1	0_none
Mlkl	112	112 dpi	0.2328	0.6842	1	0_none
Mll1	112	112 dpi	-0.2341	0.1994	1	0_none
Mll2	112	112 dpi	-0.4802	1.335e-4	1	0_none
Mll3	112	112 dpi	0.04933	0.7304	1	0_none
Mll5	112	112 dpi	-0.2443	0.1268	1	0_none
Mllt1	112	112 dpi	-0.3365	0.01117	1	0_none
Mllt10	112	112 dpi	-0.02766	0.8443	1	0_none
Mllt11	112	112 dpi	0.2705	0.05666	1	0_none
Mllt3	112	112 dpi	0.07125	0.652	1	0_none
Mllt4	112	112 dpi	0.05908	0.665	1	0_none
Mllt6	112	112 dpi	-0.2956	0.01736	1	0_none
Mlph	112	112 dpi	0.7087	0.03371	1	0_none
Mlst8	112	112 dpi	0.09792	0.4543	1	0_none
Mlx	112	112 dpi	0.1792	0.2448	1	0_none
Mlxip	112	112 dpi	0.04442	0.7394	1	0_none
Mlycd	112	112 dpi	-0.08776	0.5974	1	0_none
Mmaa	112	112 dpi	0.04803	0.7675	1	0_none
Mmab	112	112 dpi	0.04074	0.7833	1	0_none
Mmachc	112	112 dpi	0.2865	0.09828	1	0_none
Mmadhc	112	112 dpi	0.2584	0.08005	1	0_none
Mmd	112	112 dpi	0.4274	0.00566	1	0_none
Mme	112	112 dpi	0.01626	0.9602	1	0_none
Mmel1	112	112 dpi	-0.3869	0.4409	1	0_none
Mmgt1	112	112 dpi	0.1875	0.2227	1	0_none
Mmgt2	112	112 dpi	-0.06004	0.765	1	0_none
Mmp10	112	112 dpi	0	1	1	0_none
Mmp11	112	112 dpi	-0.2779	0.4097	1	0_none
Mmp12	112	112 dpi	0.2709	0.8395	1	0_none
Mmp13	112	112 dpi	1.196	0.4468	1	0_none
Mmp14	112	112 dpi	-0.3408	0.08983	1	0_none
Mmp15	112	112 dpi	-0.488	0.0276	1	0_none
Mmp16	112	112 dpi	-0.3536	0.05759	1	0_none
Mmp17	112	112 dpi	-0.247	0.05011	1	0_none
Mmp19	112	112 dpi	0.4732	0.2362	1	0_none
Mmp1a	112	112 dpi	0	1	1	0_none
Mmp1b	112	112 dpi	0	1	1	0_none
Mmp2	112	112 dpi	-0.1763	0.6375	1	0_none
Mmp20	112	112 dpi	0	1	1	0_none
Mmp21	112	112 dpi	-0.04144	0.9427	1	0_none
Mmp23	112	112 dpi	-0.6346	0.06808	1	0_none
Mmp24	112	112 dpi	-0.1909	0.1427	1	0_none
Mmp25	112	112 dpi	-0.4831	0.3785	1	0_none
Mmp27	112	112 dpi	0	1	1	0_none
Mmp28	112	112 dpi	-0.04895	0.8984	1	0_none
Mmp3	112	112 dpi	1.875	0.2735	1	0_none
Mmp7	112	112 dpi	0	1	1	0_none
Mmp8	112	112 dpi	-0.1132	0.9327	1	0_none
Mmp9	112	112 dpi	-0.2463	0.463	1	0_none
Mmrn1	112	112 dpi	-0.6827	0.5808	1	0_none
Mmrn2	112	112 dpi	-0.5022	0.04989	1	0_none
Mms19	112	112 dpi	-0.01868	0.8849	1	0_none
Mms22l	112	112 dpi	0.004091	0.9904	1	0_none
Mn1	112	112 dpi	-0.4516	0.002919	1	0_none
Mnat1	112	112 dpi	0.3423	0.06375	1	0_none
Mnd1	112	112 dpi	0.7114	0.1703	1	0_none
Mnda	112	112 dpi	0.0705	0.9399	1	0_none
Mndal	112	112 dpi	0.1449	0.6327	1	0_none
Mns1	112	112 dpi	-0.1981	0.5747	1	0_none
Mnt	112	112 dpi	-0.2899	0.03344	1	0_none
Mnx1	112	112 dpi	0	1	1	0_none
Moap1	112	112 dpi	0.1885	0.1992	1	0_none
Mob1a	112	112 dpi	0.02965	0.879	1	0_none
Mob1b	112	112 dpi	0.02195	0.9094	1	0_none
Mob2	112	112 dpi	-0.04769	0.75	1	0_none
Mob3a	112	112 dpi	-0.1281	0.503	1	0_none
Mob3b	112	112 dpi	-0.1999	0.3763	1	0_none
Mob3c	112	112 dpi	0.1815	0.429	1	0_none
Mob4	112	112 dpi	0.265	0.0892	1	0_none
Mocos	112	112 dpi	-0.08203	0.7729	1	0_none
Mocs1	112	112 dpi	-0.04699	0.8493	1	0_none
Mocs2	112	112 dpi	0.3028	0.02902	1	0_none
Mocs3	112	112 dpi	0.04886	0.8371	1	0_none
Mogat1	112	112 dpi	-0.2755	0.779	1	0_none
Mogat2	112	112 dpi	1.123	0.472	1	0_none
Mogs	112	112 dpi	-0.3343	0.02369	1	0_none
Mon1a	112	112 dpi	-0.4089	0.01751	1	0_none
Mon1b	112	112 dpi	0.07429	0.5794	1	0_none
Mon2	112	112 dpi	0.04116	0.7425	1	0_none
Morc1	112	112 dpi	1.201	0.226	1	0_none
Morc2a	112	112 dpi	0.1464	0.2583	1	0_none
Morc2b	112	112 dpi	0.1055	0.7452	1	0_none
Morc3	112	112 dpi	0.1178	0.4315	1	0_none
Morc4	112	112 dpi	0.2551	0.3013	1	0_none
Morf4l1	112	112 dpi	0.3025	0.02334	1	0_none
Morf4l2	112	112 dpi	0.2404	0.08232	1	0_none
Morn1	112	112 dpi	-0.364	0.1776	1	0_none
Morn2	112	112 dpi	0.1651	0.4805	1	0_none
Morn3	112	112 dpi	-0.2262	0.689	1	0_none
Morn4	112	112 dpi	0.1018	0.4622	1	0_none
Morn5	112	112 dpi	-0.2755	0.579	1	0_none
Mos	112	112 dpi	-2.518	0.02539	1	0_none
Mosc1	112	112 dpi	-0.1346	0.8329	1	0_none
Mosc2	112	112 dpi	0.1029	0.4814	1	0_none
Mospd1	112	112 dpi	0.2341	0.2114	1	0_none
Mospd2	112	112 dpi	0.03762	0.8545	1	0_none
Mospd3	112	112 dpi	-0.6741	0.002936	1	0_none
Mospd4	112	112 dpi	-0.9529	0.5401	1	0_none
Mov10	112	112 dpi	-0.09908	0.5687	1	0_none
Mov10l1	112	112 dpi	-0.4968	0.7663	1	0_none
Moxd1	112	112 dpi	0.01671	0.9421	1	0_none
Moxd2	112	112 dpi	0	1	1	0_none
Mpdu1	112	112 dpi	0.01512	0.9181	1	0_none
Mpdz	112	112 dpi	0.06294	0.6488	1	0_none
Mpeg1	112	112 dpi	0.8228	0.005145	1	0_none
Mpg	112	112 dpi	-0.1629	0.3809	1	0_none
Mphosph10	112	112 dpi	-0.05897	0.7579	1	0_none
Mphosph6	112	112 dpi	0.3162	0.1506	1	0_none
Mphosph8	112	112 dpi	-0.02628	0.897	1	0_none
Mphosph9	112	112 dpi	-0.05454	0.6762	1	0_none
Mpi	112	112 dpi	0.1587	0.2195	1	0_none
Mpl	112	112 dpi	-1.517	0.04332	1	0_none
Mpnd	112	112 dpi	-0.2229	0.1401	1	0_none
Mpo	112	112 dpi	0.6579	0.5295	1	0_none
Mpp1	112	112 dpi	0.2096	0.1332	1	0_none
Mpp2	112	112 dpi	-0.1217	0.3166	1	0_none
Mpp3	112	112 dpi	-0.08259	0.5164	1	0_none
Mpp4	112	112 dpi	0.2172	0.3184	1	0_none
Mpp6	112	112 dpi	0.07132	0.6849	1	0_none
Mpp7	112	112 dpi	-0.2968	0.2961	1	0_none
Mppe1	112	112 dpi	0.04321	0.8134	1	0_none
Mpped1	112	112 dpi	0.1028	0.4516	1	0_none
Mpped2	112	112 dpi	0.2236	0.1102	1	0_none
Mprip	112	112 dpi	-0.0513	0.6893	1	0_none
Mpst	112	112 dpi	-0.5534	0.02992	1	0_none
Mpv17	112	112 dpi	0.2205	0.1062	1	0_none
Mpv17l	112	112 dpi	0.2448	0.06805	1	0_none
Mpv17l2	112	112 dpi	-0.02755	0.8997	1	0_none
Mpz	112	112 dpi	-3.661	0.02075	1	0_none
Mpzl2	112	112 dpi	-0.6651	0.1311	1	0_none
Mpzl3	112	112 dpi	0.08594	0.8202	1	0_none
Mr1	112	112 dpi	0.1046	0.6973	1	0_none
Mrap	112	112 dpi	-0.2735	0.6652	1	0_none
Mrap2	112	112 dpi	0.3185	0.2483	1	0_none
Mras	112	112 dpi	0.1729	0.1819	1	0_none
Mrc1	112	112 dpi	-0.2719	0.478	1	0_none
Mrc2	112	112 dpi	-0.6626	0.009703	1	0_none
Mre11a	112	112 dpi	-0.08297	0.7185	1	0_none
Mreg	112	112 dpi	0.2095	0.4372	1	0_none
Mrfap1	112	112 dpi	0.284	0.02357	1	0_none
Mrgpra1	112	112 dpi	0	1	1	0_none
Mrgpra2a	112	112 dpi	0	1	1	0_none
Mrgpra2b	112	112 dpi	0	1	1	0_none
Mrgpra3	112	112 dpi	0	1	1	0_none
Mrgpra4	112	112 dpi	0	1	1	0_none
Mrgpra6	112	112 dpi	0	1	1	0_none
Mrgpra9	112	112 dpi	0	1	1	0_none
Mrgprb1	112	112 dpi	-0.1248	0.9431	1	0_none
Mrgprb2	112	112 dpi	0	1	1	0_none
Mrgprb3	112	112 dpi	0	1	1	0_none
Mrgprb4	112	112 dpi	0	1	1	0_none
Mrgprb5	112	112 dpi	0	1	1	0_none
Mrgprb8	112	112 dpi	0	1	1	0_none
Mrgprd	112	112 dpi	0	1	1	0_none
Mrgpre	112	112 dpi	0.1942	0.4021	1	0_none
Mrgprf	112	112 dpi	-0.7852	0.1791	1	0_none
Mrgprg	112	112 dpi	0	1	1	0_none
Mrgprh	112	112 dpi	1.873	0.08927	1	0_none
Mrgprx1	112	112 dpi	0	1	1	0_none
Mrgprx2	112	112 dpi	0	1	1	0_none
Mri1	112	112 dpi	-0.2474	0.2272	1	0_none
Mrm1	112	112 dpi	0.004449	0.9821	1	0_none
Mrp63	112	112 dpi	-0.2187	0.2593	1	0_none
Mrpl1	112	112 dpi	0.2297	0.1882	1	0_none
Mrpl10	112	112 dpi	0.03366	0.8008	1	0_none
Mrpl11	112	112 dpi	0.1475	0.3006	1	0_none
Mrpl12	112	112 dpi	-0.099030000000000007	0.5071	1	0_none
Mrpl13	112	112 dpi	0.3741	0.02289	1	0_none
Mrpl14	112	112 dpi	-0.2101	0.3393	1	0_none
Mrpl15	112	112 dpi	0.2646	0.1067	1	0_none
Mrpl16	112	112 dpi	0.1432	0.4006	1	0_none
Mrpl17	112	112 dpi	0.1561	0.3018	1	0_none
Mrpl18	112	112 dpi	0.08989	0.5568	1	0_none
Mrpl19	112	112 dpi	0.1381	0.3892	1	0_none
Mrpl2	112	112 dpi	-0.228	0.1861	1	0_none
Mrpl20	112	112 dpi	0.08644	0.558	1	0_none
Mrpl21	112	112 dpi	0.1705	0.3244	1	0_none
Mrpl22	112	112 dpi	0.2997	0.1452	1	0_none
Mrpl23	112	112 dpi	0.08338	0.6881	1	0_none
Mrpl24	112	112 dpi	0.2468	0.08713	1	0_none
Mrpl27	112	112 dpi	0.1706	0.2795	1	0_none
Mrpl28	112	112 dpi	-0.119	0.4533	1	0_none
Mrpl3	112	112 dpi	0.1474	0.2834	1	0_none
Mrpl30	112	112 dpi	0.2848	0.05944	1	0_none
Mrpl32	112	112 dpi	0.1251	0.5362	1	0_none
Mrpl33	112	112 dpi	0.4136	0.03638	1	0_none
Mrpl34	112	112 dpi	-0.4124	0.1499	1	0_none
Mrpl35	112	112 dpi	0.2487	0.1774	1	0_none
Mrpl36	112	112 dpi	-0.1002	0.6075	1	0_none
Mrpl37	112	112 dpi	0.07533	0.5792	1	0_none
Mrpl38	112	112 dpi	-0.06359	0.6604	1	0_none
Mrpl39	112	112 dpi	0.1321	0.3952	1	0_none
Mrpl4	112	112 dpi	-0.2847	0.0918	1	0_none
Mrpl40	112	112 dpi	0.2023	0.2659	1	0_none
Mrpl41	112	112 dpi	0.1423	0.3108	1	0_none
Mrpl42	112	112 dpi	0.3825	0.01803	1	0_none
Mrpl43	112	112 dpi	-0.1922	0.2164	1	0_none
Mrpl44	112	112 dpi	0.1964	0.2415	1	0_none
Mrpl45	112	112 dpi	0.1947	0.1692	1	0_none
Mrpl46	112	112 dpi	0.202	0.2377	1	0_none
Mrpl47	112	112 dpi	0.1742	0.3816	1	0_none
Mrpl48	112	112 dpi	0.2269	0.1179	1	0_none
Mrpl49	112	112 dpi	0.2892	0.05311	1	0_none
Mrpl50	112	112 dpi	0.3431	0.02004	1	0_none
Mrpl51	112	112 dpi	0.2218	0.1436	1	0_none
Mrpl52	112	112 dpi	-0.3581	0.1861	1	0_none
Mrpl53	112	112 dpi	-0.5807	0.009726	1	0_none
Mrpl54	112	112 dpi	-0.1563	0.5168	1	0_none
Mrpl55	112	112 dpi	-0.1964	0.2379	1	0_none
Mrpl9	112	112 dpi	-0.02785	0.8458	1	0_none
Mrps10	112	112 dpi	-0.05827	0.7594	1	0_none
Mrps11	112	112 dpi	-0.2333	0.1964	1	0_none
Mrps12	112	112 dpi	-0.5308	0.01657	1	0_none
Mrps14	112	112 dpi	0.2826	0.07151	1	0_none
Mrps15	112	112 dpi	0.2167	0.1834	1	0_none
Mrps16	112	112 dpi	0.139	0.4347	1	0_none
Mrps17	112	112 dpi	0.1417	0.3073	1	0_none
Mrps18a	112	112 dpi	0.1262	0.3763	1	0_none
Mrps18b	112	112 dpi	0.08168	0.669	1	0_none
Mrps18c	112	112 dpi	0.452	0.01153	1	0_none
Mrps2	112	112 dpi	0.111	0.452	1	0_none
Mrps21	112	112 dpi	0.252	0.1431	1	0_none
Mrps22	112	112 dpi	0.3325	0.0804	1	0_none
Mrps23	112	112 dpi	0.05225	0.7288	1	0_none
Mrps24	112	112 dpi	0.09194	0.6647	1	0_none
Mrps25	112	112 dpi	0.2729	0.08962	1	0_none
Mrps26	112	112 dpi	-0.1054	0.547	1	0_none
Mrps27	112	112 dpi	0.08927	0.5509	1	0_none
Mrps28	112	112 dpi	-0.1086	0.7027	1	0_none
Mrps30	112	112 dpi	0.2389	0.1767	1	0_none
Mrps31	112	112 dpi	0.2662	0.15310000000000001	1	0_none
Mrps33	112	112 dpi	0.2532	0.1258	1	0_none
Mrps34	112	112 dpi	0.001127	0.9948	1	0_none
Mrps35	112	112 dpi	0.2814	0.1494	1	0_none
Mrps36	112	112 dpi	0.3196	0.152	1	0_none
Mrps5	112	112 dpi	-0.07416	0.5998	1	0_none
Mrps6	112	112 dpi	0.3796	0.0373	1	0_none
Mrps7	112	112 dpi	0.04159	0.7729	1	0_none
Mrps9	112	112 dpi	-0.03244	0.8243	1	0_none
Mrrf	112	112 dpi	0.1701	0.3561	1	0_none
Mrs2	112	112 dpi	-0.01369	0.9325	1	0_none
Mrto4	112	112 dpi	0.1716	0.3025	1	0_none
Mrvi1	112	112 dpi	-0.4746	0.1178	1	0_none
Ms4a1	112	112 dpi	-3.604	0.03754	1	0_none
Ms4a10	112	112 dpi	1.507	0.3866	1	0_none
Ms4a13	112	112 dpi	0	1	1	0_none
Ms4a18	112	112 dpi	0	1	1	0_none
Ms4a2	112	112 dpi	1.875	0.2735	1	0_none
Ms4a3	112	112 dpi	0	1	1	0_none
Ms4a4b	112	112 dpi	-0.7858	0.5515	1	0_none
Ms4a4c	112	112 dpi	0.2407	0.8168	1	0_none
Ms4a4d	112	112 dpi	1.622	0.3129	1	0_none
Ms4a5	112	112 dpi	0	1	1	0_none
Ms4a6b	112	112 dpi	0.3293	0.4124	1	0_none
Ms4a6c	112	112 dpi	0.255	0.5876	1	0_none
Ms4a6d	112	112 dpi	0.2721	0.5052	1	0_none
Ms4a7	112	112 dpi	-0.2841	0.6294	1	0_none
Ms4a8a	112	112 dpi	2.57	0.1454	1	0_none
Msc	112	112 dpi	-0.1995	0.6561	1	0_none
Msgn1	112	112 dpi	0	1	1	0_none
Msh2	112	112 dpi	0.1354	0.3909	1	0_none
Msh3	112	112 dpi	0.1765	0.2675	1	0_none
Msh4	112	112 dpi	-1.538	0.1187	1	0_none
Msh5	112	112 dpi	0.2631	0.6193	1	0_none
Msh6	112	112 dpi	0.1493	0.3876	1	0_none
Msi1	112	112 dpi	-0.414	0.05291	1	0_none
Msl1	112	112 dpi	0.09655	0.4806	1	0_none
Msl2	112	112 dpi	0.1911	0.1759	1	0_none
Msl3	112	112 dpi	0.07556	0.6559	1	0_none
Msl3l2	112	112 dpi	0.2711	0.1944	1	0_none
Msln	112	112 dpi	-0.8552	0.1527	1	0_none
Mslnl	112	112 dpi	-0.9397	0.0826	1	0_none
Msmb	112	112 dpi	0	1	1	0_none
Msmp	112	112 dpi	3.165	0.07744	1	0_none
Msn	112	112 dpi	0.2558	0.1399	1	0_none
Msr1	112	112 dpi	-0.4392	0.536	1	0_none
Msra	112	112 dpi	0.1858	0.1653	1	0_none
Msrb2	112	112 dpi	0.256	0.09205	1	0_none
Msrb3	112	112 dpi	-0.1355	0.593	1	0_none
Mst1	112	112 dpi	-1.071	0.408	1	0_none
Mst1r	112	112 dpi	-0.1091	0.7098	1	0_none
Mstn	112	112 dpi	0.9998	0.1225	1	0_none
Msto1	112	112 dpi	-0.135	0.4654	1	0_none
Msx1	112	112 dpi	-0.9983	0.02401	1	0_none
Msx1as	112	112 dpi	-0.1248	0.9431	1	0_none
Msx2	112	112 dpi	0.5702	0.3438	1	0_none
Msx3	112	112 dpi	-1.431	0.2086	1	0_none
Mt4	112	112 dpi	-0.068	0.9642	1	0_none
Mta1	112	112 dpi	-0.3022	0.02671	1	0_none
Mta2	112	112 dpi	0.09126	0.4791	1	0_none
Mta3	112	112 dpi	-0.2048	0.1331	1	0_none
Mtag2	112	112 dpi	-1.158	0.02277	1	0_none
Mtap	112	112 dpi	0.1678	0.38	1	0_none
Mtap1a	112	112 dpi	-0.07486	0.6702	1	0_none
Mtap1b	112	112 dpi	-0.008013	0.9691	1	0_none
Mtap1s	112	112 dpi	-1.044	4.69e-5	1	0_none
Mtap2	112	112 dpi	0.1821	0.2441	1	0_none
Mtap4	112	112 dpi	0.2004	0.1893	1	0_none
Mtap6	112	112 dpi	-0.1867	0.1519	1	0_none
Mtap7	112	112 dpi	-0.08542	0.4952	1	0_none
Mtap7d1	112	112 dpi	-0.4404	0.002618	1	0_none
Mtap7d2	112	112 dpi	0.2796	0.05995	1	0_none
Mtap7d3	112	112 dpi	1.979	0.1152	1	0_none
Mtap9	112	112 dpi	0.09491	0.5521	1	0_none
Mtbp	112	112 dpi	0.03021	0.9225	1	0_none
Mtch1	112	112 dpi	-0.09384	0.4889	1	0_none
Mtch2	112	112 dpi	0.2394	0.05179	1	0_none
Mtcp1	112	112 dpi	-0.1812	0.4292	1	0_none
Mtdh	112	112 dpi	0.01037	0.9426	1	0_none
Mterf	112	112 dpi	0.5541	0.07497	1	0_none
Mterfd1	112	112 dpi	0.03647	0.8369	1	0_none
Mterfd2	112	112 dpi	0.2014	0.2938	1	0_none
Mterfd3	112	112 dpi	0.3676	0.05276	1	0_none
Mtf1	112	112 dpi	-0.009727	0.9463	1	0_none
Mtf2	112	112 dpi	0.08759	0.5591	1	0_none
Mtfmt	112	112 dpi	0.1902	0.2963	1	0_none
Mtfp1	112	112 dpi	0.03314	0.8143	1	0_none
Mtfr1	112	112 dpi	-0.1238	0.5842	1	0_none
Mtg1	112	112 dpi	-0.01674	0.9235	1	0_none
Mthfd1	112	112 dpi	-0.04635	0.722	1	0_none
Mthfd1l	112	112 dpi	0.3152	0.06819	1	0_none
Mthfd2	112	112 dpi	0.1545	0.4904	1	0_none
Mthfd2l	112	112 dpi	0.2893	0.2829	1	0_none
Mthfr	112	112 dpi	-0.174	0.1883	1	0_none
Mthfs	112	112 dpi	0.1262	0.7239	1	0_none
Mthfsd	112	112 dpi	-0.3252	0.04415	1	0_none
Mtif2	112	112 dpi	0.2076	0.1769	1	0_none
Mtif3	112	112 dpi	0.07913	0.6526	1	0_none
Mtl5	112	112 dpi	0.1545	0.8382	1	0_none
Mtm1	112	112 dpi	-0.007322	0.9728	1	0_none
Mtmr1	112	112 dpi	0.2193	0.1253	1	0_none
Mtmr10	112	112 dpi	0.05631	0.7085	1	0_none
Mtmr11	112	112 dpi	0.06638	0.7544	1	0_none
Mtmr12	112	112 dpi	0.05454	0.6643	1	0_none
Mtmr14	112	112 dpi	-0.1127	0.4934	1	0_none
Mtmr3	112	112 dpi	0.04336	0.722	1	0_none
Mtmr4	112	112 dpi	0.1546	0.3652	1	0_none
Mtmr6	112	112 dpi	0.2049	0.1174	1	0_none
Mtmr7	112	112 dpi	0.1373	0.383	1	0_none
Mtmr9	112	112 dpi	0.1735	0.1914	1	0_none
Mtnr1a	112	112 dpi	-0.1242	0.9157	1	0_none
Mtnr1b	112	112 dpi	0	1	1	0_none
Mto1	112	112 dpi	0.1296	0.4344	1	0_none
Mtor	112	112 dpi	-0.03741	0.7762	1	0_none
Mtpap	112	112 dpi	0.0905	0.5641	1	0_none
Mtpn	112	112 dpi	0.2355	0.1202	1	0_none
Mtr	112	112 dpi	0.08832	0.6165	1	0_none
Mtrf1	112	112 dpi	0.2796	0.2107	1	0_none
Mtrf1l	112	112 dpi	0.2142	0.3676	1	0_none
Mtrr	112	112 dpi	0.2585	0.1623	1	0_none
Mtss1	112	112 dpi	-0.2298	0.0893	1	0_none
Mtss1l	112	112 dpi	-0.2829	0.06111	1	0_none
Mttp	112	112 dpi	0.2197	0.1985	1	0_none
Mtus2	112	112 dpi	-0.1219	0.4253	1	0_none
Mtx1	112	112 dpi	-0.15310000000000001	0.3797	1	0_none
Mtx2	112	112 dpi	0.3044	0.05036	1	0_none
Mtx3	112	112 dpi	0.1975	0.125	1	0_none
Muc1	112	112 dpi	0.3968	0.279	1	0_none
Muc13	112	112 dpi	0.7265	0.497	1	0_none
Muc15	112	112 dpi	1.17	0.4557	1	0_none
Muc19	112	112 dpi	-0.8358	0.4948	1	0_none
Muc20	112	112 dpi	-2.108	0.2247	1	0_none
Muc4	112	112 dpi	-0.5579	0.715	1	0_none
Muc5ac	112	112 dpi	0.4681	0.7561	1	0_none
Muc5b	112	112 dpi	-1.811	0.2976	1	0_none
Muc6	112	112 dpi	1.036	0.3999	1	0_none
