our_dpi	aguzzi_dpi	gene	this_study_log2fc	sorce_nuvolone_log2fc	this_study_padj	sorce_nuvolone_p_bonf	celltype
60	56	Prpf38b	0.219960775682004	0.272	0.930275805446669	1	0_none
60	56	Atxn3	0.347174355243524	0.2618	0.930275805446669	1	0_none
60	56	1700021F05Rik	-0.2227545294977799	0.1652	0.930275805446669	1	0_none
60	56	Guk1	-0.14384794718337018	-0.2216	0.930275805446669	1	0_none
60	56	Zzef1	-0.21101717358338332	0.04469	0.930275805446669	1	0_none
60	56	Hspa13	0.30141107104431303	0.2722	0.930275805446669	1	0_none
60	56	Emg1	-0.21327160087109048	0.188	0.930275805446669	1	0_none
60	56	Gnl3	0.31243289156521853	0.2131	0.930275805446669	1	0_none
60	56	Baz2b	-0.2897887730058148	0.2358	0.930275805446669	1	0_none
60	56	Hdac5	0.21753985630360864	-0.6777	0.930275805446669	0.0189151532	0_none
149	140	C1galt1c1	0.14249291528925656	-0.3249	0.9302674831880436	1	0_none
149	140	Plekhn1	-0.14639081218187738	0.04331	0.9302674831880436	1	0_none
149	140	Lrp6	0.13504540059917042	-0.04161	0.9302674831880436	1	0_none
149	140	Arl2bp	0.07103224202523123	0.09165	0.9302674831880436	1	0_none
149	140	Maz	-0.11354825171127808	0.1915	0.9302674831880436	1	0_none
149	140	Jarid2	-0.10378714836745472	-0.1317	0.9302674831880436	1	0_none
149	140	Gpr108	0.13806071769666922	0.1758	0.9302674831880436	1	0_none
149	140	Ptdss1	0.06384756164530829	-0.005239	0.9302674831880436	1	0_none
149	140	Ar	0.1198488778541026	-0.2185	0.9302674831880436	1	0_none
149	140	Ddx18	0.1369852080226467	-0.106	0.9302674831880436	1	0_none
149	140	Naa38	-0.22364500351215655	0.01251	0.9302674831880436	1	0_none
149	140	Kcnn1	-0.17982185531517053	0.2865	0.9302674831880436	1	0_none
149	140	Rnf167	0.09767811610808123	0.06455	0.9302674831880436	1	0_none
149	140	Lmbrd2	0.13279504106177817	-0.05507	0.9302674831880436	1	0_none
149	140	Naa35	0.14403115517601828	-0.0909	0.9302674831880436	1	0_none
149	140	Bnip1	-0.16285928339275432	0.03238	0.9302674831880436	1	0_none
149	140	Chd3	-0.06473592639189842	-0.00193	0.9302674831880436	1	0_none
120	126	Gabrg2	-0.13984433026133378	-0.2329	0.9299864129499124	1	0_none
120	126	Gdpd1	-0.23737717781258943	0.03979	0.9299864129499124	1	0_none
120	126	Trappc4	0.13263753091198677	0.04911	0.9299864129499124	1	0_none
120	126	Icam5	0.1821018821361869	-0.5356	0.9299864129499124	1	0_none
120	126	Plekhm3	-0.2801151189742638	-0.009921	0.9299864129499124	1	0_none
120	126	Syt13	-0.10245873222193044	-0.1683	0.9299864129499124	1	0_none
120	126	Dlg4	0.18787142036841328	-0.1808	0.9299864129499124	1	0_none
120	126	Clcn6	-0.19416810598647707	-0.1256	0.9299864129499124	1	0_none
120	126	Txlna	-0.30207615427053963	0.05866	0.9299864129499124	1	0_none
120	126	Twistnb	0.337627859794537	-0.01156	0.9299864129499124	1	0_none
120	126	Tollip	-0.1600888349553602	0.03217	0.9299864129499124	1	0_none
120	126	Nt5c	0.2879079012794218	-0.05364	0.9299864129499124	1	0_none
120	126	Myadm	0.23150245710066783	-0.09416	0.9299864129499124	1	0_none
120	126	Pde8b	0.34816303324727194	0.09095	0.9299864129499124	1	0_none
120	126	Srrm4	-0.3109397669874941	-0.1791	0.9299864129499124	1	0_none
120	126	Sdhb	0.141828164562665	-0.1405	0.9299864129499124	1	0_none
120	126	Cops2	0.19796964671069223	-0.1632	0.9299864129499124	1	0_none
120	126	Nudt3	-0.12011037326709836	-0.1207	0.9299864129499124	1	0_none
120	126	Hba-a2	-0.24946847140789932	-0.5935	0.9299864129499124	1	0_none
120	126	Irs2	-0.19251237056494283	-0.6388	0.9299864129499124	1	0_none
120	126	Nova1	-0.15222733286860718	0.06623	0.9299864129499124	1	0_none
120	126	Rpl15	0.15186822439831102	-0.01507	0.9299864129499124	1	0_none
120	126	Lmbrd1	-0.11935157569982704	-0.0315	0.9299864129499124	1	0_none
120	126	Usp9x	-0.17657777315099915	-0.1271	0.9299864129499124	1	0_none
120	126	Rnf20	0.19079729330674744	0.2276	0.9299864129499124	1	0_none
120	126	Tox	0.29335021766493724	-0.5138	0.9299864129499124	1	0_none
120	126	Ppp1r8	0.24923296364332295	-0.02744	0.9299864129499124	1	0_none
120	126	Pdia3	0.2594299703945637	0.521	0.9299864129499124	1	0_none
120	126	Mrpl44	-0.2009434747751435	-0.01968	0.9299864129499124	1	0_none
120	126	Dcn	-0.3219420406826395	0.06101	0.9299864129499124	1	0_none
120	126	Tcf25	-0.12588109505547634	-0.1211	0.9299864129499124	1	0_none
120	126	Gna11	-0.26331291113952165	-0.2486	0.9299864129499124	1	0_none
120	126	Ppp1r12c	-0.19272129829077167	-0.1547	0.9299864129499124	1	0_none
120	126	Spred1	-0.1440088158266889	0.2084	0.9299864129499124	1	0_none
120	126	Polr2j	-0.5170564993687715	-0.01866	0.9299864129499124	1	0_none
120	126	Cwc15	0.12763229939691667	0.3181	0.9299864129499124	1	0_none
120	126	Zfp113	0.33955437361012564	0.3137	0.9299864129499124	1	0_none
120	126	Cic	-0.1764324689273263	-0.3132	0.9299864129499124	1	0_none
120	126	Srp72	0.190336381333949	0.1166	0.9299864129499124	1	0_none
120	126	Tdg	0.318836238235676	-0.09971	0.9299864129499124	1	0_none
120	126	Gnptab	0.22762883469135317	0.1598	0.9299864129499124	1	0_none
120	126	Mrpl45	-0.2125901440722087	0.1751	0.9299864129499124	1	0_none
120	126	Tapbpl	0.2870745301154219	0.2987	0.9299864129499124	1	0_none
120	126	Abcf2	-0.17470902724774387	-0.04215	0.9299864129499124	1	0_none
120	126	Gatad2b	-0.2590790003191981	-0.1944	0.9299864129499124	1	0_none
120	126	Sirt7	0.2381667653110884	-0.0546	0.9299864129499124	1	0_none
120	126	Xpo4	-0.3331758781569246	0.1508	0.9299864129499124	1	0_none
120	126	Nup62	-0.227287989280147	-0.1248	0.9299864129499124	1	0_none
120	126	Zfp704	-0.23491402694339947	-0.0666	0.9299864129499124	1	0_none
120	126	Rsbn1	-0.4652571781656176	-0.08763	0.9299864129499124	1	0_none
120	126	Rasgrf1	-0.15387744209457557	-0.2753	0.9299864129499124	1	0_none
120	126	Ric3	-0.22673372728973024	-0.06892	0.9299864129499124	1	0_none
120	126	Slc9a5	-0.27331868875081516	-0.2735	0.9299864129499124	1	0_none
120	126	Trappc5	-0.2073987534765155	0.03617	0.9299864129499124	1	0_none
120	126	B3galt2	0.3281154908432573	-0.2213	0.9299864129499124	1	0_none
120	126	Mettl14	0.24738682732325948	0.02073	0.9299864129499124	1	0_none
120	126	Vcpip1	-0.2351444514640993	-0.1946	0.9299864129499124	1	0_none
120	126	Bola2	0.2970600065412603	-0.2656	0.9299864129499124	1	0_none
120	126	Cckbr	-0.2447429807016903	-0.7019	0.9299864129499124	1	0_none
120	126	1810022K09Rik	0.22101662164172836	0.2339	0.9299864129499124	1	0_none
120	126	Rps17	0.10824445818384826	0.1244	0.9299864129499124	1	0_none
120	126	Sgce	0.21991960008898148	0.2014	0.9299864129499124	1	0_none
120	126	Pigo	-0.3373213319905069	-0.0128	0.9299864129499124	1	0_none
120	126	Suv39h1	-0.371764075527162	-0.1285	0.9299864129499124	1	0_none
120	126	Spag1	0.3498021236887302	0.4389	0.9299864129499124	1	0_none
120	126	Snrpg	-0.1841303312651248	0.4089	0.9299864129499124	1	0_none
120	126	Lonrf1	-0.23656305746796383	0.07116	0.9299864129499124	1	0_none
120	126	Mmaa	0.2585148572725811	0.1097	0.9299864129499124	1	0_none
120	126	Erc2	0.1671799579262629	0.1506	0.9299864129499124	1	0_none
120	126	Mast3	-0.2681412763397144	-0.2842	0.9299864129499124	1	1_oligodendrocyte
120	126	Dbndd2	0.15113992329755385	0.3679	0.9299864129499124	1	1_oligodendrocyte
120	126	Lrrc58	-0.2344373723372728	0.192	0.9299864129499124	1	3_astrocyte
120	126	Arhgef4	-0.21192298000310053	-0.1446	0.9299864129499124	1	3_astrocyte
120	126	Cyp2d22	0.29958404264931	0.4231	0.9299864129499124	1	3_astrocyte
149	140	Rnf182	-0.11287207536950976	-0.4167	0.9299741829811228	1	0_none
149	140	Fuca2	-0.14107305029851205	0.1309	0.9299741829811228	1	0_none
149	140	Poc1a	0.161562251367004	0.09212	0.9299741829811228	1	0_none
149	140	Col4a3bp	0.11947277352835124	-0.3929	0.9299741829811228	1	0_none
149	140	Aars2	-0.14839822616662274	0.5338	0.9299741829811228	1	0_none
149	140	Mut	0.12487924039140091	-0.06429	0.9299741829811228	1	0_none
149	140	Mrpl3	0.08934412185097185	-0.0651	0.9299741829811228	1	0_none
149	140	Zfp385b	-0.09963591220708132	-0.2559	0.9299741829811228	1	0_none
149	140	Tusc2	-0.07328109824924522	-0.04472	0.9299741829811228	1	0_none
149	140	Srgap3	-0.06746007226875571	-0.1612	0.9299741829811228	1	0_none
149	140	Dad1	-0.08881206253216607	0.117	0.9299741829811228	1	0_none
149	140	Kcnd2	-0.08045370014729918	-0.5059	0.9299741829811228	1	0_none
149	140	Serpini1	-0.09004434692019696	-0.1209	0.9299741829811228	1	0_none
149	140	Zcchc18	-0.06578858351580018	-0.1784	0.9299741829811228	1	0_none
60	56	Nip7	-0.23296169370471945	0.10780000000000001	0.9297571175335172	1	0_none
60	56	Nanp	-0.3171382369674859	0.1544	0.9297571175335172	1	0_none
60	56	Cdh13	-0.18703464825959745	-0.4992	0.9297571175335172	1	0_none
60	56	Nrbf2	0.41458775675162934	-0.0867	0.9297571175335172	1	0_none
60	56	Tspan14	-0.22087589801751945	-0.08594	0.9297571175335172	1	0_none
60	56	Ptpn11	0.14511612099841686	0.1169	0.9297571175335172	1	1_oligodendrocyte
149	140	Unc5b	-0.10551985969091504	-0.3147	0.9297568529165854	1	0_none
120	126	Cdc42se2	-0.16443861192897208	-0.08102	0.9295158772707324	1	0_none
60	56	Spr	-0.2500067253530759	-0.3083	0.9294414243968002	1	0_none
149	140	Ttc1	-0.10101195895487504	0.006962	0.9293532390873064	1	0_none
149	140	Slc6a7	-0.25221419718164517	0.2644	0.9293532390873064	1	0_none
149	140	Tbc1d10b	0.07575019381155795	0.1108	0.9293532390873064	1	0_none
149	140	Ydjc	0.14162283457233926	0.4643	0.9293532390873064	1	0_none
149	140	Mrpl44	-0.10829622661885709	0.05754	0.9293532390873064	1	0_none
149	140	Gas2l1	0.1005021666600629	0.5978	0.9293532390873064	1	0_none
149	140	Tmtc1	-0.13383070942787348	-0.03841	0.9293532390873064	1	0_none
149	140	Ddx41	0.19921877889879935	0.3352	0.9293532390873064	1	0_none
149	140	Mlst8	0.1118107774500134	0.03257	0.9293532390873064	1	0_none
149	140	Smarca4	0.14925631798223887	0.1946	0.9293532390873064	1	0_none
149	140	Tob2	0.138412856409273	-0.0976	0.9293532390873064	1	0_none
149	140	Ttc17	-0.14092268741675845	2.576e-4	0.9293532390873064	1	0_none
149	140	Gnao1	-0.04820611505960322	0.01308	0.9293532390873064	1	3_astrocyte
149	140	Fndc5	0.0727854427679951	-0.3903	0.9290492868652448	1	0_none
149	140	Ddx1	0.06985213182012211	-0.2176	0.9290023373193927	1	0_none
120	126	Vstm2a	-0.1750412618376736	-0.1172	0.928900513885918	1	0_none
120	126	Etv6	-0.3482289073498197	0.3987	0.928900513885918	1	0_none
120	126	Hilpda	-0.2696887703437694	-0.1566	0.928900513885918	1	0_none
120	126	Rab11a	0.1689635002117124	0.05379	0.928900513885918	1	0_none
120	126	Trpc3	-0.29816913650417054	-0.04055	0.928900513885918	1	0_none
120	126	Homer2	-0.2039118501337598	-0.03763	0.928749823923116	1	0_none
120	126	Tbl1xr1	-0.181913928776522	0.1017	0.928558009720934	1	0_none
120	126	Ppp1r11	0.16090065220319105	-0.007723	0.928558009720934	1	0_none
120	126	Vcp	-0.11782899660486584	0.0203	0.928558009720934	1	0_none
120	126	Sptlc2	0.25757367516201934	-0.08341	0.928558009720934	1	0_none
120	126	Shc2	-0.2827145646321228	-0.193	0.928558009720934	1	0_none
120	126	Ipo7	-0.17556127816299782	0.007352	0.928558009720934	1	0_none
120	126	Setx	0.26866588374006445	-0.1186	0.928558009720934	1	0_none
120	126	Sos1	-0.22958261963681875	-0.1276	0.928558009720934	1	0_none
120	126	Gas7	0.13090936392793073	-0.153	0.928558009720934	1	0_none
120	126	Slc25a27	-0.26045367011747295	0.1413	0.928558009720934	1	0_none
120	126	Habp4	-0.11818019865338276	-0.1137	0.928558009720934	1	0_none
120	126	Ric8b	-0.19295909590811816	0.08185	0.928558009720934	1	0_none
120	126	D030056L22Rik	0.2073742247044288	0.2842	0.928558009720934	1	0_none
120	126	Rabif	-0.34083180809485236	0.07359	0.928558009720934	1	0_none
120	126	Capzb	0.18221763128398671	0.06718	0.928558009720934	1	0_none
120	126	Mtfmt	0.3433181546176952	-0.1054	0.928558009720934	1	0_none
120	126	Zfp598	-0.2527552569701243	-0.2502	0.928558009720934	1	0_none
120	126	Rplp0	0.1713166455905561	0.06443	0.928558009720934	1	0_none
120	126	Lhfp	0.26545354703679624	0.328	0.928558009720934	1	0_none
120	126	Rchy1	0.18118473736071009	-0.03703	0.928558009720934	1	0_none
120	126	Dhrs3	0.34427445199436385	0.394	0.928558009720934	1	0_none
120	126	Rhou	0.2671671710880027	-0.03732	0.928558009720934	1	1_oligodendrocyte
120	126	Mt3	0.187138456951908	0.2178	0.928558009720934	1	3_astrocyte
120	126	Trp53bp2	-0.345196470593287	0.09267	0.928558009720934	1	3_astrocyte
120	126	Gpr37l1	0.12180405522131778	0.4542	0.928558009720934	1	3_astrocyte
149	140	Mtmr2	-0.1289675432006189	-0.364	0.9285266945434852	1	1_oligodendrocyte
120	126	Rfx1	-0.2891067634513548	-0.5092	0.9284145916262274	1	0_none
149	140	Commd1	0.16450246226020906	0.1551	0.9283243410851306	1	0_none
149	140	Slc6a15	0.1702673461434297	-0.3056	0.9283243410851306	1	0_none
149	140	Prep	-0.1279243312222409	-0.07368	0.928144166632959	1	0_none
149	140	Tln2	-0.10149468610871595	0.03133	0.928144166632959	1	0_none
149	140	Rabgap1	0.09221563296045102	-0.1855	0.928144166632959	1	0_none
149	140	Apbb2	0.12265399751947534	-0.2999	0.928144166632959	1	0_none
149	140	Tmem101	0.1656647726317431	0.1521	0.928144166632959	1	0_none
149	140	Usp49	-0.16061665704755976	0.07833	0.928144166632959	1	0_none
149	140	Syt11	0.05873258194711103	-0.09139	0.928144166632959	1	0_none
149	140	Ap3m1	-0.14349479180081948	-0.1199	0.928144166632959	1	0_none
149	140	Dnajb5	0.11003044069547052	0.2713	0.928144166632959	1	0_none
149	140	Elf2	0.12703505118530656	-0.1661	0.928144166632959	1	0_none
149	140	Clip1	-0.09422309618568248	-0.1789	0.928144166632959	1	0_none
149	140	Ttc9	-0.11846913580124974	-0.1374	0.928144166632959	1	0_none
149	140	Rnf150	-0.11560279494067194	-0.1896	0.928144166632959	1	0_none
149	140	Laptm4b	0.07728428400956014	-0.173	0.928144166632959	1	0_none
149	140	Zdhhc6	-0.16004322996689932	0.0349	0.928144166632959	1	0_none
149	140	Ephb2	0.1349686620724107	-0.04351	0.928144166632959	1	0_none
149	140	Lrfn3	0.17688676933885283	0.2897	0.928144166632959	1	0_none
149	140	Taf11	0.10315936615643258	0.1591	0.928144166632959	1	0_none
149	140	Pcbd1	0.1762288126414893	-0.6417	0.928144166632959	1	0_none
149	140	Smpdl3a	-0.16625049538766576	-0.05249	0.928144166632959	1	0_none
149	140	Blcap	0.06755538408054758	0.06015	0.928144166632959	1	0_none
149	140	Pbx1	0.09055581087109268	-0.152	0.928144166632959	1	0_none
149	140	Lage3	0.1040675213820632	0.04009	0.928144166632959	1	0_none
149	140	Myt1	0.18541361755755556	-0.04044	0.928144166632959	1	0_none
149	140	Entpd6	-0.14118663147803923	-0.06314	0.928144166632959	1	0_none
149	140	Ankra2	0.0896262569815197	-0.08609	0.928144166632959	1	0_none
149	140	Eef1g	0.05822638049653501	0.0681	0.928144166632959	1	0_none
149	140	Snx15	0.1025372727503479	0.2612	0.928144166632959	1	0_none
149	140	Ndufb8	-0.0596901948692619	0.0703	0.928144166632959	1	0_none
149	140	Hsdl1	0.11190776647368156	0.0741	0.928144166632959	1	0_none
149	140	Ppp2r3d	0.15487923315054736	-0.117	0.928144166632959	1	0_none
149	140	Sema4d	0.1282283562068225	0.2357	0.9279580067703178	1	0_none
149	140	Baz2b	0.1286676394693168	-0.08765	0.9279580067703178	1	0_none
149	140	Zfp420	0.1611686196735946	-0.251	0.9279580067703178	1	0_none
60	56	Cyb5b	-0.13422826928502116	0.1534	0.9278596070230556	1	0_none
60	56	Mapt	-0.15770595869688206	-0.04558	0.9275630824364464	1	0_none
149	140	Fkrp	0.13739994509339576	-0.08298	0.9274681973963488	1	0_none
149	140	Tsen15	-0.11481975725665082	-0.1452	0.9274681973963488	1	0_none
149	140	Mtmr1	-0.1924455570791208	-0.1391	0.9274681973963488	1	0_none
149	140	Lrpap1	0.06865266715366006	0.158	0.9274681973963488	1	0_none
149	140	Clip4	-0.12459676294810536	-0.2705	0.9273906251406312	1	0_none
149	140	Meaf6	0.08411510866885424	0.02415	0.9273906251406312	1	0_none
149	140	Sae1	0.08393141908288058	0.01874	0.9273906251406312	1	0_none
149	140	Herc2	-0.1029595997809315	0.02835	0.92738181118675	1	0_none
149	140	Ythdf2	0.15131576884932843	-0.2232	0.92738181118675	1	0_none
149	140	Wasl	-0.11152150543666638	-0.2808	0.92738181118675	1	0_none
149	140	Add2	-0.07062679355704989	-0.05442	0.92738181118675	1	0_none
149	140	Igf1r	0.12425919618007296	-0.03444	0.92738181118675	1	0_none
149	140	Usp54	-0.1364668848107887	-0.02307	0.92738181118675	1	1_oligodendrocyte
60	56	Hspa5	-0.13042209294621887	0.7502	0.927284670829001	0.0046961277	0_none
60	56	Stag2	0.2321841696363076	0.2614	0.927284670829001	1	0_none
60	56	Rnf215	0.39602453725036113	-0.1468	0.927284670829001	1	0_none
60	56	Pou5f2	-0.3550436128774361	-0.2697	0.927284670829001	1	0_none
149	140	Tatdn2	-0.0943903733416442	-0.1074	0.926862642477687	1	0_none
149	140	Ciapin1	0.08463799535585799	0.006019	0.9267534896093405	1	0_none
149	140	Lasp1	0.05969287000451611	0.3001	0.9267534896093405	1	0_none
149	140	Hmbox1	0.13414996803481327	0.1736	0.9267534896093405	1	0_none
149	140	Rhot1	0.07903137788589135	-0.06518	0.9264357972631362	1	0_none
149	140	Naa20	0.12863839150805373	-0.1411	0.9263928639911626	1	0_none
60	56	Mkrn1	-0.14579978471195196	0.1673	0.9263905395624744	1	0_none
60	56	Ocrl	0.23933740932373548	0.1493	0.9263905395624744	1	0_none
149	140	Lysmd1	-0.13164879295402923	0.3314	0.9262658021635404	1	0_none
149	140	Gnaq	0.09682816955509917	-0.4715	0.9262658021635404	1	0_none
149	140	Calr	-0.083415131690635	0.1905	0.9262146541062436	1	0_none
149	140	Suds3	0.08705227066356093	0.06354	0.9262146541062436	1	0_none
149	140	Rilpl1	-0.11947115343027952	0.2042	0.9262146541062436	1	0_none
149	140	Sdha	-0.05279212153738674	-0.06756	0.9262146541062436	1	0_none
120	126	Rsl24d1	0.2662969592426431	0.1221	0.9261207110893384	1	0_none
120	126	Actr1b	-0.1417232275626316	-0.1893	0.9261207110893384	1	0_none
149	140	Wdr18	-0.12201221443414638	0.2702	0.9260531501439448	1	0_none
149	140	Zkscan1	0.1369386775710506	-0.1823	0.9260531501439448	1	0_none
149	140	Bcat1	-0.09796057494662597	-0.1876	0.9260531501439448	1	0_none
149	140	Myg1	-0.20168421864290795	0.3123	0.9260531501439448	1	0_none
149	140	Taok1	0.09152917027154456	-0.2093	0.9260531501439448	1	0_none
149	140	Mrpl45	0.1042245877270998	0.1116	0.9260531501439448	1	0_none
149	140	Dpysl2	0.09510115540451626	0.03021	0.9260531501439448	1	0_none
149	140	Fbxo45	0.08050488114493709	-0.31	0.9260531501439448	1	0_none
149	140	Aamp	0.08717242398583218	0.2371	0.9260531501439448	1	0_none
149	140	Thumpd1	-0.11162220934997406	-0.2582	0.9260531501439448	1	0_none
149	140	Chst11	0.14322734135128168	-0.002951	0.9260531501439448	1	0_none
149	140	Mbd1	-0.11332394898090072	0.08604	0.9260531501439448	1	0_none
149	140	Echs1	0.10542576961358022	0.05056	0.9260531501439448	1	0_none
149	140	Arhgap1	-0.12001601748650444	0.1186	0.9260531501439448	1	0_none
149	140	Snph	-0.08099205006223378	0.2234	0.9260531501439448	1	0_none
149	140	Rplp1	0.07930464225287338	0.6821	0.9260531501439448	1	0_none
149	140	Clcn3	-0.07207947033268436	-0.1328	0.9260531501439448	1	0_none
149	140	Tmem128	-0.1839465811818828	0.05763	0.9260531501439448	1	0_none
149	140	Rnft2	-0.17825690750797976	0.1051	0.9260531501439448	1	0_none
149	140	Eif4ebp2	-0.1135725943157052	-0.01758	0.9260531501439448	1	0_none
149	140	Grk6	-0.13182475481928654	0.1137	0.9260531501439448	1	0_none
149	140	Mgrn1	-0.07982711496377982	0.07832	0.9260531501439448	1	0_none
149	140	Cds1	-0.05967263861410016	0.002212	0.9259581235217148	1	0_none
149	140	Cyth3	-0.168242370956667	-0.1173	0.9259581235217148	1	0_none
149	140	Nt5m	0.12692627666316544	0.01975	0.9259581235217148	1	0_none
149	140	D1Ertd622e	-0.1120419772075615	-0.03032	0.9259581235217148	1	0_none
149	140	Dld	-0.10228243510465417	-0.257	0.9259581235217148	1	0_none
149	140	Prpsap2	0.13217246741526056	-0.1252	0.9259581235217148	1	0_none
149	140	Med19	-0.15702772992795183	-0.04618	0.9259581235217148	1	0_none
149	140	Fahd1	-0.14705515967011093	-0.106	0.9259581235217148	1	0_none
149	140	Smoc2	0.16534754008750469	-0.1635	0.9259581235217148	1	0_none
149	140	Sfr1	0.07049216969742957	-0.1212	0.9259581235217148	1	0_none
149	140	Zfp715	-0.15113536712312578	-0.1711	0.9259581235217148	1	0_none
149	140	Ehbp1	-0.17965484904715723	-0.1454	0.9259581235217148	1	0_none
149	140	Apoa2	0.3623368445569583	0.23	0.9259581235217148	1	0_none
149	140	Plrg1	0.10944437813480964	-0.07998	0.9259581235217148	1	0_none
149	140	Ak5	-0.16803351335704692	-0.2555	0.9259581235217148	1	0_none
149	140	Abcc8	-0.17335674051995276	0.02509	0.9259581235217148	1	0_none
149	140	Exoc3	0.10233918289155396	-0.1538	0.9259581235217148	1	0_none
149	140	Zfp704	-0.12282535342871535	-0.07783	0.9259581235217148	1	0_none
149	140	Ppm1a	-0.05741719234553871	-0.15310000000000001	0.9259581235217148	1	0_none
149	140	Dhx9	0.19977505543502697	-0.2852	0.9259581235217148	1	0_none
149	140	Ube2e3	0.08290685138710174	-0.0208	0.9259581235217148	1	0_none
149	140	Eif2ak1	-0.11072962631973551	-0.01897	0.9259581235217148	1	0_none
149	140	Dirc2	-0.08725346754114571	0.07781	0.9259581235217148	1	0_none
149	140	Cacng2	0.11210289859505158	-0.328	0.9259581235217148	1	0_none
149	140	Gpi1	-0.0911918729254601	-0.00737	0.9259581235217148	1	0_none
149	140	Zfp207	0.08466574702236523	-0.1051	0.9259581235217148	1	0_none
149	140	Cntn1	-0.08180240743795852	-0.2664	0.9259581235217148	1	0_none
149	140	Hsf1	-0.1553906666757687	0.1099	0.9259581235217148	1	0_none
149	140	Lxn	0.12063751218783568	0.3749	0.9259581235217148	1	0_none
149	140	Cyp46a1	-0.16418604066873657	0.5449	0.9259581235217148	1	0_none
149	140	Me3	0.1302654883401132	-5.619e-4	0.9259581235217148	1	0_none
149	140	Foxk2	-0.0961550309922717	0.03098	0.9259581235217148	1	0_none
149	140	Erlin2	0.117587065650346	-0.02009	0.9259581235217148	1	0_none
149	140	Ica1l	-0.1416589718345829	-0.03891	0.9259581235217148	1	0_none
149	140	Nsmce1	0.16548330454651275	-0.01726	0.9259581235217148	1	0_none
149	140	Plxna3	0.15009088481834185	0.1715	0.9259581235217148	1	0_none
149	140	Gnptg	0.15028126698532196	0.1777	0.9259581235217148	1	0_none
149	140	Taf2	0.186103875452932	0.02867	0.9259581235217148	1	0_none
149	140	Cdc27	0.12893698685739957	-0.3013	0.9259581235217148	1	0_none
149	140	Pcdh7	-0.1083488145442207	0.04566	0.9259581235217148	1	0_none
149	140	Sub1	-0.07686608941111968	-0.2545	0.9259581235217148	1	0_none
149	140	Apoo	-0.12302932766044428	-0.3088	0.9259581235217148	1	0_none
149	140	Nek4	0.1408385135597517	-0.2345	0.9259581235217148	1	0_none
149	140	Pde4a	-0.10344640094737918	0.2337	0.9259581235217148	1	0_none
149	140	Alkbh5	0.09862781012097556	-0.1323	0.9258467225900262	1	0_none
60	56	Vps4b	0.2526111919764049	0.3263	0.9257995202563564	1	0_none
60	56	Fbxo33	0.23714491864232207	0.3065	0.9255471910476776	1	0_none
60	56	Exosc7	-0.26245175093387074	-0.02352	0.9255375098622468	1	0_none
60	56	Cdk9	0.15617077417921538	-0.1978	0.9255375098622468	1	0_none
60	56	Ywhab	0.1508998724076	0.1734	0.9255375098622468	1	0_none
60	56	Peli2	-0.27285560862949354	-0.03892	0.9255375098622468	1	2_microglia
120	126	Ap4s1	0.19971463736162537	0.04918	0.9255037814783365	1	0_none
60	56	Gfap	0.3410098662322698	-0.2119	0.9254734295213548	1	3_astrocyte
149	140	Arntl	-0.16425312067101142	-0.3696	0.9253559419532694	1	0_none
149	140	Nudc	0.08353880458040372	0.08207	0.9253559419532694	1	0_none
149	140	Plaa	0.11634272631914404	-0.2593	0.9253559419532694	1	0_none
149	140	Ring1	-0.16915997171813477	0.4038	0.9252935396834042	1	0_none
149	140	Slc30a1	-0.1280343247598359	-0.3686	0.9252276769568908	1	0_none
149	140	Dlg5	0.12153161602316176	0.08895	0.925213430494936	1	3_astrocyte
60	56	Ndufa6	0.10511888276206896	-0.09224	0.9251889225214964	1	0_none
149	140	Fads3	-0.1964288363040967	0.008249	0.925135606308688	1	0_none
120	126	Cdv3	-0.15707163196397136	0.07566	0.9251217901342323	1	0_none
120	126	Pkig	-0.1861494560270191	-0.2363	0.9251217901342323	1	0_none
120	126	Vtn	0.21129463724215397	0.1615	0.925114443897702	1	0_none
120	126	Ssh1	-0.28040738585059727	-0.1437	0.9251005055673316	1	0_none
120	126	Slc25a19	0.22014264306631065	-0.0894	0.9251005055673316	1	0_none
120	126	Oaz1	-0.19224580151850024	-0.2042	0.9251005055673316	1	0_none
120	126	Mcrs1	-0.30357577983007245	-0.3649	0.9251005055673316	1	0_none
120	126	Ccng2	0.2849088711170001	0.201	0.9251005055673316	1	0_none
120	126	Ell2	-0.3415732012801944	-0.1069	0.9251005055673316	1	0_none
120	126	Camta2	-0.21260804151778048	-0.2442	0.9251005055673316	1	0_none
120	126	Cdr2	-0.3642304240901908	0.3471	0.9251005055673316	1	0_none
120	126	Cpne9	-0.25566824273620836	-0.08543	0.9251005055673316	1	0_none
120	126	Slc7a1	-0.23187767172884435	-0.1205	0.9251005055673316	1	0_none
120	126	Cxxc1	-0.1946973710172654	-0.06402	0.9251005055673316	1	0_none
120	126	Ppid	-0.18329632840143467	0.0669	0.9251005055673316	1	0_none
120	126	Strap	0.1397992969723441	0.01365	0.9251005055673316	1	0_none
120	126	Cacna2d1	-0.23172006018159036	-0.3109	0.9251005055673316	1	0_none
120	126	Prdx4	-0.2945829292325339	-0.1828	0.9251005055673316	1	0_none
120	126	Nsf	-0.107728622177981	-0.1359	0.9251005055673316	1	0_none
120	126	Nefh	-0.2464005813386896	0.008045	0.9251005055673316	1	0_none
120	126	Ntm	-0.16328151360545218	-0.1918	0.9251005055673316	1	0_none
