our_dpi	aguzzi_dpi	gene	this_study_log2fc	sorce_nuvolone_log2fc	this_study_padj	sorce_nuvolone_p_bonf	celltype
89	84	Nap1l2	-0.0931575947700566	-0.105	0.999662388620542	1	0_none
89	84	Asxl2	-0.1162982504830778	-0.218	0.999662388620542	1	0_none
89	84	Pikfyve	0.07692062288810492	-0.1687	0.999662388620542	1	0_none
89	84	Dnajc7	0.03923710698008612	-0.03758	0.999662388620542	1	0_none
89	84	Smarcb1	0.06967646296344909	0.03813	0.999662388620542	1	0_none
89	84	Eif3h	0.04456091298626472	0.01318	0.999662388620542	1	0_none
89	84	Mrpl32	0.09178920027567078	0.003085	0.999662388620542	1	0_none
89	84	Napg	0.05718030229586851	0.03214	0.999662388620542	1	0_none
89	84	Mphosph9	0.12544914646026523	-0.02915	0.999662388620542	1	0_none
89	84	Pgd	0.08092348160882619	0.207	0.999662388620542	1	0_none
89	84	Cse1l	-0.07046594149348259	-0.1644	0.999662388620542	1	0_none
89	84	Prnp	-0.03242883089548006	0.09062	0.999662388620542	1	0_none
89	84	Psmd9	-0.09574808636318384	0.1337	0.999662388620542	1	0_none
89	84	Ppt2	0.10136182278870244	0.05205	0.999662388620542	1	0_none
89	84	Ppp3r1	-0.05596522265029438	-0.1202	0.999662388620542	1	0_none
89	84	Ncdn	-0.0516391301392549	0.2731	0.999662388620542	1	0_none
89	84	Klf6	0.1065604001308179	-0.2315	0.999662388620542	1	0_none
89	84	Taf5l	0.122317693962442	-0.1134	0.999662388620542	1	0_none
89	84	D630045J12Rik	0.08044117127821963	0.03379	0.999662388620542	1	0_none
89	84	Slc25a38	-0.10858309412702764	0.1833	0.999662388620542	1	0_none
89	84	Hbs1l	-0.08220686554028024	-0.1082	0.999662388620542	1	0_none
89	84	Mrpl42	0.05896203332843892	-0.05272	0.999662388620542	1	0_none
89	84	Braf	-0.09697347660997845	-0.1052	0.999662388620542	1	0_none
89	84	Mtmr6	0.0566620954718483	-0.02144	0.999662388620542	1	0_none
89	84	Timm10	-0.0712257403374766	0.1022	0.999662388620542	1	0_none
89	84	Cbx6	-0.03463996780537725	0.2632	0.999662388620542	1	0_none
89	84	Hadha	0.06830718492315829	-0.03118	0.999662388620542	1	0_none
89	84	Arf5	-0.05564908811852603	0.4364	0.999662388620542	0.9851836700000001	0_none
89	84	Impa1	0.05627960643299899	-0.06238	0.999662388620542	1	0_none
89	84	Parvb	-0.13232749420918205	-0.1484	0.999662388620542	1	0_none
89	84	Gtf3c2	0.08661539140352696	-7.902e-4	0.999662388620542	1	0_none
89	84	Plcg1	-0.09503705760767228	-0.05516	0.999662388620542	1	0_none
89	84	Phb2	-0.05632635381687069	0.112	0.999662388620542	1	0_none
89	84	Rbm25	0.07941147620333207	-0.143	0.999662388620542	1	0_none
89	84	Isca2	0.08435912668223836	-0.03198	0.999662388620542	1	0_none
89	84	Nol10	0.12398817591755998	-0.02967	0.999662388620542	1	0_none
89	84	Phpt1	0.10078847705877128	0.06553	0.999662388620542	1	0_none
89	84	Acsl1	0.10588466480842557	-0.07442	0.999662388620542	1	0_none
89	84	Herc3	0.08483533460257313	-0.06817	0.999662388620542	1	0_none
89	84	Nt5m	0.09444797544270209	0.2122	0.999662388620542	1	0_none
89	84	Gigyf1	-0.11832685235393818	0.2491	0.999662388620542	1	0_none
89	84	Fam174a	0.08265391452576407	0.04292	0.999662388620542	1	0_none
89	84	Heca	0.06866266950451354	-0.2198	0.999662388620542	1	0_none
89	84	Uba6	0.10555536225967448	-0.2949	0.999662388620542	1	0_none
89	84	Gm5113	-0.11927784243379402	0.07669	0.999662388620542	1	0_none
89	84	Fbxw5	-0.08602318716355706	0.1496	0.999662388620542	1	0_none
89	84	Tcea1	-0.07443884271995013	-0.1448	0.999662388620542	1	0_none
89	84	Cbx1	-0.07681496806289334	-0.05824	0.999662388620542	1	0_none
89	84	Zer1	-0.08230831090705774	0.2284	0.999662388620542	1	0_none
89	84	Atp5f1	0.07747324497421035	0.03594	0.999662388620542	1	0_none
89	84	Gabarapl1	-0.03430358617037412	0.03624	0.999662388620542	1	0_none
89	84	Cbl	-0.0999387569206344	0.3243	0.999662388620542	1	0_none
89	84	Rian	-0.07518037682510811	-0.05132	0.999662388620542	1	0_none
89	84	Fbxl16	0.06086662052188428	0.3749	0.999662388620542	1	0_none
89	84	1110038F14Rik	0.07567505225217691	0.2791	0.999662388620542	1	0_none
89	84	St6galnac5	-0.0657750716192954	0.05446	0.999662388620542	1	0_none
89	84	Tmem134	-0.06785095396460701	0.1747	0.999662388620542	1	0_none
89	84	Ipmk	0.09921265319881913	-0.1432	0.999662388620542	1	0_none
89	84	Lsm14b	-0.06666007473629926	0.04526	0.999662388620542	1	0_none
89	84	Ell2	-0.11285611967045683	-0.07408	0.999662388620542	1	0_none
89	84	Pld3	-0.10379225375160955	0.355	0.999662388620542	1	0_none
89	84	Ncaph2	-0.094916979983295	0.1101	0.999662388620542	1	0_none
89	84	Thsd7a	0.06930218048758041	-0.3994	0.999662388620542	1	0_none
89	84	Etfb	0.08712968948406248	0.2782	0.999662388620542	1	0_none
89	84	Dbr1	0.11839489582034736	-0.05999	0.999662388620542	1	0_none
89	84	Unc119	0.11765902877565453	0.2795	0.999662388620542	1	0_none
89	84	Flt1	0.0660724128697434	-0.236	0.999662388620542	1	0_none
89	84	Mfap3	0.13346540734011625	-0.2303	0.999662388620542	1	0_none
89	84	Sae1	0.05719687525256745	0.01913	0.999662388620542	1	0_none
89	84	Ogdh	0.05877340983236982	0.04665	0.999662388620542	1	0_none
89	84	Nrsn2	0.11774149641219528	0.1823	0.999662388620542	1	0_none
89	84	Slc4a7	0.12583459348816442	-0.0928	0.999662388620542	1	0_none
89	84	Arhgap33	0.08442692030597836	0.5607	0.999662388620542	2.496203e-5	0_none
89	84	Ddx21	-0.12287707174517784	-0.1157	0.999662388620542	1	0_none
89	84	Mtmr1	-0.12327315673185953	-0.06285	0.999662388620542	1	0_none
89	84	Rps14	0.0888512548654984	0.0716	0.999662388620542	1	0_none
89	84	Dut	-0.09638417016582564	-0.02612	0.999662388620542	1	0_none
89	84	Phyhipl	-0.08169052293820796	-0.04345	0.999662388620542	1	0_none
89	84	Med22	-0.1012861862619506	0.1692	0.999662388620542	1	0_none
89	84	Chmp7	0.08410866681449922	-0.004152	0.999662388620542	1	0_none
89	84	Rabgap1	0.06599805294974419	-0.04504	0.999662388620542	1	0_none
89	84	Pfn1	0.14652601300331172	0.1363	0.999662388620542	1	0_none
89	84	Vps45	0.08094639413988547	-0.0512	0.999662388620542	1	0_none
89	84	Nudt4	-0.04951296952576274	-0.172	0.999662388620542	1	0_none
89	84	Ppp1r9b	-0.04723018394052214	0.2963	0.999662388620542	1	0_none
89	84	Ccnh	0.0953227155325242	-0.1712	0.999662388620542	1	0_none
89	84	Gadd45g	-0.10375460955066262	0.5147	0.999662388620542	1	0_none
89	84	Nln	-0.11255917084493083	-0.08746	0.999662388620542	1	0_none
89	84	G2e3	0.10847877119164658	-0.201	0.999662388620542	1	0_none
89	84	Pgk1	0.04617074904799812	0.02492	0.999662388620542	1	0_none
89	84	Samd4b	0.06368049223512634	0.2792	0.999662388620542	1	0_none
89	84	Unc5a	-0.11600628401087124	0.5587	0.999662388620542	0.139670723	0_none
89	84	Col6a1	-0.1353920510020844	0.8571	0.999662388620542	1	0_none
89	84	Ubxn8	0.06153957956129031	-0.04119	0.999662388620542	1	0_none
89	84	Utp20	-0.1274781854559824	0.004434	0.999662388620542	1	0_none
89	84	Lig4	-0.11673784653719052	-0.2033	0.999662388620542	1	0_none
89	84	Pgm2l1	0.06045706428072343	0.02958	0.999662388620542	1	0_none
89	84	Fam49a	0.0570845443985269	-0.2148	0.999662388620542	1	0_none
89	84	Snx25	-0.11762865352252568	-0.1563	0.999662388620542	1	0_none
89	84	Ndrg4	0.03139587458874286	0.1201	0.999662388620542	1	0_none
89	84	Immp1l	0.14265898734673033	-0.2552	0.999662388620542	1	0_none
89	84	Cat	-0.11798912314105572	-0.01914	0.999662388620542	1	0_none
89	84	Smpdl3a	0.14289319737834136	-0.2398	0.999662388620542	1	0_none
89	84	Ctns	-0.0813456053531528	-0.0386	0.999662388620542	1	0_none
89	84	Haus1	0.11032980833158286	-0.2414	0.999662388620542	1	0_none
89	84	Foxp1	-0.06360511859009693	-0.08354	0.999662388620542	1	0_none
89	84	Prdx5	0.08543896231125059	0.2873	0.999662388620542	1	0_none
89	84	Senp3	-0.16282216444117717	0.1189	0.999662388620542	1	0_none
89	84	Celf5	-0.05568299669094414	0.2132	0.999662388620542	1	0_none
89	84	2310009B15Rik	-0.09544422315251896	0.5219	0.999662388620542	1	0_none
89	84	Hsd17b7	0.10843097050186298	-0.09054	0.999662388620542	1	0_none
89	84	Sephs1	0.10188403310603254	0.05733	0.999662388620542	1	0_none
89	84	Psenen	-0.09140339397366104	-0.01257	0.999662388620542	1	0_none
89	84	Lamtor2	-0.08025635357327757	0.06846	0.999662388620542	1	0_none
89	84	Mfap1a	-0.1125315207146642	-0.1498	0.999662388620542	1	0_none
89	84	Ppm1e	-0.07408221079944213	0.003842	0.999662388620542	1	0_none
89	84	Tox4	-0.08212888900606959	-0.09551	0.999662388620542	1	0_none
89	84	Mtch1	-0.04287085626274403	0.1818	0.999662388620542	1	0_none
89	84	Bahcc1	-0.1352338224774487	0.5104	0.999662388620542	1	0_none
89	84	Prpf38a	-0.13224586893964702	-0.02068	0.999662388620542	1	0_none
89	84	Rabgap1l	0.05755178651635637	-0.101	0.999662388620542	1	0_none
89	84	Atp5l	-0.0779115446994629	0.1201	0.999662388620542	1	0_none
89	84	Apbb2	0.08644966656922351	0.0119	0.999662388620542	1	0_none
89	84	Rps20	0.0575890983755026	0.2138	0.999662388620542	1	0_none
89	84	Tln2	-0.07784292123660436	0.2794	0.999662388620542	1	0_none
89	84	Acp1	0.06516921913070785	0.05457	0.999662388620542	1	0_none
89	84	Cdr2l	-0.11756564543475444	0.03193	0.999662388620542	1	0_none
89	84	Trim37	-0.03636544370567396	-0.07879	0.999662388620542	1	0_none
89	84	Zdhhc22	0.08677189839932474	-0.06162	0.999662388620542	1	0_none
89	84	Ldhb	0.06197842386839324	0.0089	0.999662388620542	1	0_none
89	84	Syn2	-0.03752585365375081	0.2594	0.999662388620542	1	0_none
89	84	Snapc4	-0.11593835630235358	0.1871	0.999662388620542	1	0_none
89	84	Ppp4r4	0.10425801666695296	0.01246	0.999662388620542	1	0_none
89	84	Chrd	-0.11542340613070616	0.446	0.999662388620542	0.08118492000000001	0_none
89	84	Chchd6	0.0819556494321248	0.2626	0.999662388620542	1	0_none
89	84	Exoc6	0.08323769139095946	-0.08327	0.999662388620542	1	0_none
89	84	Nptx1	-0.06148146605953551	0.1813	0.999662388620542	1	0_none
89	84	Impad1	0.05042923790074453	-0.2192	0.999662388620542	1	0_none
89	84	Wdr3	0.09694510430779224	-0.229	0.999662388620542	1	0_none
89	84	Neto1	-0.0782770356590964	0.4228	0.999662388620542	1	0_none
89	84	Zfp212	-0.109369837074839	-0.07847	0.999662388620542	1	0_none
89	84	Svop	-0.06258202341424611	0.2779	0.999662388620542	1	0_none
89	84	Tsen34	-0.06127440520184564	0.283	0.999662388620542	1	0_none
89	84	Pigt	-0.08970769736279507	0.1815	0.999662388620542	1	0_none
89	84	Vasp	-0.09596394334659523	0.03215	0.999662388620542	1	0_none
89	84	Mrps15	-0.05120573910561845	-0.006924	0.999662388620542	1	0_none
89	84	Plaa	0.08731769354111132	-0.05492	0.999662388620542	1	0_none
89	84	Zfp580	0.11002519365484122	0.3998	0.999662388620542	1	0_none
89	84	Ankrd13c	0.08669848210175907	-0.06633	0.999662388620542	1	0_none
89	84	Snx3	-0.08437065686479436	0.04664	0.999662388620542	1	0_none
89	84	Dlg2	-0.06062238565147435	0.09056	0.999662388620542	1	0_none
89	84	Yipf1	-0.0726527592719247	-0.09142	0.999662388620542	1	0_none
89	84	Usp31	0.06879511873297972	-0.08471	0.999662388620542	1	0_none
89	84	Amz1	0.1175764000791318	0.8691	0.999662388620542	1	0_none
89	84	Arcn1	0.08167484119079581	-0.1338	0.999662388620542	1	0_none
89	84	Map2k5	-0.13355662042603994	0.1753	0.999662388620542	1	0_none
89	84	Zfp334	-0.1287506549839921	-0.01528	0.999662388620542	1	0_none
89	84	Srp14	0.04295324360196736	0.05764	0.999662388620542	1	0_none
89	84	Fibp	-0.15344582455095693	0.202	0.999662388620542	1	0_none
89	84	B3galnt1	0.09089107879058492	-0.0698	0.999662388620542	1	0_none
89	84	Usf2	0.05760778075542393	0.1899	0.999662388620542	1	0_none
89	84	1500009L16Rik	-0.10752321576314744	0.1349	0.999662388620542	1	0_none
89	84	Med21	-0.10682402776135488	-0.08778	0.999662388620542	1	0_none
89	84	Tmed9	0.05712382147366479	0.1407	0.999662388620542	1	0_none
89	84	Slc25a5	0.10345011803876224	0.01084	0.999662388620542	1	0_none
89	84	Mrpl36	0.10206928120358884	0.1839	0.999662388620542	1	0_none
89	84	Tmtc2	-0.11832684854834032	-0.05305	0.999662388620542	1	0_none
89	84	Elmod1	0.05875584604926309	-0.1565	0.999662388620542	1	0_none
89	84	Psma2	0.03530386000546445	-0.02915	0.999662388620542	1	0_none
89	84	Pcgf3	-0.0868946736757274	-0.06304	0.999662388620542	1	0_none
89	84	Uckl1	-0.11422590711803156	0.05407	0.999662388620542	1	0_none
89	84	Csnk1d	-0.05140586140346319	0.145	0.999662388620542	1	0_none
89	84	Gspt2	-0.07629111839869701	-0.006352	0.999662388620542	1	0_none
89	84	Rab39b	0.11674743748608445	-0.05989	0.999662388620542	1	0_none
89	84	Amn1	-0.11857821693068792	-0.06925	0.999662388620542	1	0_none
89	84	Stag1	0.0993437709830607	-0.2085	0.999662388620542	1	0_none
89	84	Hif1an	-0.08023734330875003	-0.003898	0.999662388620542	1	0_none
89	84	Spcs3	0.1478395993055229	-0.1027	0.999662388620542	1	0_none
89	84	B230219D22Rik	-0.06528643217987136	-0.09628	0.999662388620542	1	0_none
89	84	Tmem229a	0.08928255075670306	-0.05424	0.999662388620542	1	0_none
89	84	Cyb5b	-0.05018329249509508	0.02209	0.999662388620542	1	0_none
89	84	Anapc5	0.05498885547401916	0.1099	0.999662388620542	1	0_none
89	84	Sdccag8	-0.08330634436746198	0.01564	0.999662388620542	1	0_none
89	84	Cnpy2	0.07004798604095144	0.01877	0.999662388620542	1	0_none
89	84	B3galt6	-0.11421402466512191	-0.07722	0.999662388620542	1	0_none
89	84	Arpc3	-0.08107003429729526	0.06527	0.999662388620542	1	0_none
89	84	Poldip2	-0.06917423042094896	0.1216	0.999662388620542	1	0_none
89	84	Cdc42ep3	0.1379613032682488	-0.2196	0.999662388620542	1	0_none
89	84	Cyld	0.04787284465033534	-0.1906	0.999662388620542	1	0_none
89	84	Gpd1l	0.06491588912640062	0.04784	0.999662388620542	1	0_none
89	84	Rps4x	-0.05279845690335651	-0.1027	0.999662388620542	1	0_none
89	84	Kit	-0.12731999047426965	0.5126	0.999662388620542	1	0_none
89	84	Supt7l	-0.10202515600969464	-0.02625	0.999662388620542	1	0_none
89	84	Zfyve28	-0.07877835741988226	0.03446	0.999662388620542	1	0_none
89	84	Itm2c	-0.05590724348626254	0.2715	0.999662388620542	1	0_none
89	84	Zdhhc9	0.0815658121195718	0.1009	0.999662388620542	1	0_none
89	84	Rpn1	-0.03866976233248917	-0.01779	0.999662388620542	1	0_none
89	84	Ryk	-0.07189798567385779	-0.2055	0.999662388620542	1	0_none
89	84	Ankrd24	0.075859803040229	0.2608	0.999662388620542	1	0_none
89	84	Dpm1	-0.12395943785825447	-0.2072	0.999662388620542	1	0_none
89	84	Tdp2	0.12302307610768272	-0.2474	0.999662388620542	1	0_none
89	84	Aldoa	0.03926686774465898	0.3182	0.999662388620542	1	0_none
89	84	Ube2j1	-0.05352153180745166	0.03001	0.999662388620542	1	0_none
89	84	Ehd3	-0.06706871239285075	0.1116	0.999662388620542	1	0_none
89	84	Med20	0.12176771950416188	-0.0295	0.999662388620542	1	0_none
89	84	Seh1l	0.1089143719412002	-0.1196	0.999662388620542	1	0_none
89	84	Banp	0.11258790333536987	-0.124	0.999662388620542	1	0_none
89	84	Ttc19	-0.04930711647948002	0.04763	0.999662388620542	1	0_none
89	84	Nup35	0.16415641838221426	-0.0919	0.999662388620542	1	0_none
89	84	Mllt6	-0.06092655903363941	0.1409	0.999662388620542	1	0_none
89	84	Eif4g2	-0.0363348841965781	-0.1122	0.999662388620542	1	0_none
89	84	Wdr73	-0.0945418660767202	0.1158	0.999662388620542	1	0_none
89	84	Tnip1	-0.11435821822092632	0.09699	0.999662388620542	1	0_none
89	84	Ranbp6	0.11772739060781769	-0.1082	0.999662388620542	1	0_none
89	84	Bnip3	0.1131254173189924	0.0336	0.999662388620542	1	0_none
89	84	Mrpl37	0.08904887659912951	0.08252	0.999662388620542	1	0_none
89	84	Ptprf	0.07059074797336655	0.3394	0.999662388620542	1	0_none
89	84	Ankrd13a	-0.10160261565561574	-0.05795	0.999662388620542	1	0_none
89	84	Tmem59l	-0.04981211468964738	0.2547	0.999662388620542	1	0_none
89	84	Ube2a	-0.09041452266927472	-0.1019	0.999662388620542	1	0_none
89	84	Tcf4	-0.06037105551609001	-0.1101	0.999662388620542	1	0_none
89	84	Gga1	-0.08830730474768256	0.393	0.999662388620542	1	0_none
89	84	Dst	-0.07411649160163686	0.1742	0.999662388620542	1	0_none
89	84	Scaf8	-0.10275204242324489	-0.2153	0.999662388620542	1	0_none
89	84	Myo5a	0.05021402831289205	0.006457	0.999662388620542	1	0_none
89	84	Rgs3	-0.10330150723725054	0.08093	0.999662388620542	1	0_none
89	84	Gfpt1	-0.066143439516273	-0.0228	0.999662388620542	1	0_none
89	84	Cbr4	0.12761681066678662	0.003803	0.999662388620542	1	0_none
89	84	Tbp	-0.1274600000622371	-0.01087	0.999662388620542	1	0_none
89	84	Usp34	0.12146947818900164	-0.1371	0.999662388620542	1	0_none
89	84	Rnf152	0.07924429021961688	-0.5919	0.999662388620542	1	0_none
89	84	Plekhg5	-0.08898183916178933	0.1312	0.999662388620542	1	0_none
89	84	Mtf2	0.1118270679936508	-0.037	0.999662388620542	1	0_none
89	84	Galnt9	0.08846588925404107	0.5096	0.999662388620542	0.0045351576	0_none
89	84	Slc12a6	0.11008574963416136	-0.04103	0.999662388620542	1	0_none
89	84	Bclaf1	-0.0683543586562373	-0.159	0.999662388620542	1	0_none
89	84	Efr3b	-0.05167201746820635	0.381	0.999662388620542	1	0_none
89	84	Mrpl55	-0.0868050204778175	0.2359	0.999662388620542	1	0_none
89	84	Pdk1	0.08726505698740407	0.1134	0.999662388620542	1	0_none
89	84	Mrpl49	0.08281728758980389	0.04822	0.999662388620542	1	0_none
89	84	Cbs	-0.12287793300042912	0.1135	0.999662388620542	1	0_none
89	84	Fam136a	-0.132882491100181	-0.03325	0.999662388620542	1	0_none
89	84	Cux2	-0.1019135604732792	0.3386	0.999662388620542	1	0_none
89	84	Dynll1	0.05256254761423246	0.05229	0.999662388620542	1	0_none
89	84	Prkab2	-0.08187145645330911	0.008634	0.999662388620542	1	0_none
89	84	Cox7c	-0.08783062101422558	0.1964	0.999662388620542	1	0_none
89	84	P4hb	0.08429144746688429	-0.04636	0.999662388620542	1	0_none
89	84	Map3k13	-0.09341074836356245	-0.01302	0.999662388620542	1	0_none
89	84	Zfp68	-0.1374758278226429	-0.2822	0.999662388620542	1	0_none
89	84	Clta	0.04591962450487388	0.127	0.999662388620542	1	0_none
89	84	Vps13c	0.101710858626517	-0.08713	0.999662388620542	1	0_none
89	84	Fam192a	-0.07969131021246982	0.1226	0.999662388620542	1	0_none
89	84	Kcnc3	-0.09501509315932902	0.08655	0.999662388620542	1	0_none
89	84	Hunk	-0.11740608118473772	-0.2147	0.999662388620542	1	0_none
89	84	Socs7	-0.06274102923406615	0.04896	0.999662388620542	1	0_none
89	84	Rab11fip2	0.10994458444888304	-0.1778	0.999662388620542	1	0_none
89	84	Ptpra	0.06600651268444478	0.02341	0.999662388620542	1	0_none
89	84	Bdp1	0.12230642686530538	-0.1506	0.999662388620542	1	0_none
89	84	Yipf6	-0.10497439249463272	-0.1047	0.999662388620542	1	0_none
89	84	Fasn	-0.07548503933426078	0.1794	0.999662388620542	1	0_none
89	84	Snrnp200	0.06077144333627512	-0.0674	0.999662388620542	1	0_none
89	84	Crim1	-0.10628790152242966	0.03547	0.999662388620542	1	0_none
89	84	Ostf1	-0.11142038799003116	0.1468	0.999662388620542	1	0_none
89	84	Twsg1	0.12444426030191516	-0.1375	0.999662388620542	1	0_none
89	84	Atp6v1e1	-0.05515324871485722	0.1552	0.999662388620542	1	0_none
89	84	Pex7	-0.1125437415418848	-0.0673	0.999662388620542	1	0_none
89	84	Slc35b4	-0.09052799135596708	-0.03024	0.999662388620542	1	0_none
89	84	Gorasp2	0.06907070634910667	0.03117	0.999662388620542	1	0_none
89	84	Rpl22l1	0.11270760785787434	-0.03707	0.999662388620542	1	0_none
89	84	BC005624	0.07121570286911162	-0.02944	0.999662388620542	1	0_none
89	84	Sel1l	0.05855944040818368	-0.07149	0.999662388620542	1	0_none
89	84	Rxra	-0.1626612642187469	0.2731	0.999662388620542	1	0_none
89	84	Ephb6	0.08661227858893296	0.4062	0.999662388620542	1	0_none
89	84	Gabrb1	0.06565165874906276	-0.03225	0.999662388620542	1	0_none
89	84	Scamp3	0.0915737271711196	0.2569	0.999662388620542	1	0_none
89	84	Wbp1	-0.11576890825497364	0.2315	0.999662388620542	1	0_none
89	84	Ndufaf3	-0.07217499705236266	0.2455	0.999662388620542	1	0_none
89	84	Cox4i1	-0.0919457388357984	0.2763	0.999662388620542	1	0_none
89	84	Psmd8	-0.04822117708386149	0.009084	0.999662388620542	1	0_none
89	84	Ahnak	-0.12179971894240613	-0.3462	0.999662388620542	1	0_none
89	84	Ildr2	-0.06735499599977893	-0.03818	0.999662388620542	1	0_none
89	84	Erf	-0.07459355315040846	0.2972	0.999662388620542	1	0_none
89	84	Gabarapl2	-0.05515006858449947	0.01047	0.999662388620542	1	0_none
89	84	Thy1	0.04156032632734647	0.1283	0.999662388620542	1	0_none
89	84	Sppl3	0.11023813947386914	0.08816	0.999662388620542	1	0_none
89	84	Crkl	0.10774372330133929	-0.1343	0.999662388620542	1	0_none
89	84	Larp4	-0.11445124977054986	-0.2229	0.999662388620542	1	0_none
89	84	Hsd17b11	0.08367159100371241	-0.1395	0.999662388620542	1	0_none
89	84	Use1	0.06574276837144225	0.2075	0.999662388620542	1	0_none
89	84	Sprn	-0.1166426648139738	0.02856	0.999662388620542	1	0_none
89	84	Glrx5	-0.05732329811633258	0.3995	0.999662388620542	1	0_none
89	84	Oat	0.07933754813279324	-0.1646	0.999662388620542	1	0_none
89	84	Pfdn4	-0.1345255582264328	0.07179	0.999662388620542	1	0_none
89	84	Sumo3	-0.04139192113634801	-0.03485	0.999662388620542	1	0_none
89	84	Trub1	-0.10503276133553094	-0.02697	0.999662388620542	1	0_none
89	84	Dcaf12	-0.07516468991603764	-0.03983	0.999662388620542	1	0_none
89	84	Rchy1	-0.07522584434210144	-0.1235	0.999662388620542	1	0_none
89	84	Chga	-0.06790706687533297	0.3372	0.999662388620542	1	0_none
89	84	Lrrc17	0.1385972077923741	-0.5973	0.999662388620542	1	0_none
89	84	Qrsl1	-0.12990172306811695	0.05472	0.999662388620542	1	0_none
89	84	Jph4	0.09803120429680756	0.2515	0.999662388620542	1	0_none
89	84	Rheb	0.092812021166075	0.01365	0.999662388620542	1	0_none
89	84	Pomgnt1	-0.10960682143521724	0.08168	0.999662388620542	1	0_none
89	84	Emb	-0.11268464265913754	-0.4563	0.999662388620542	1	0_none
89	84	Smndc1	-0.09881369001135738	-0.1687	0.999662388620542	1	0_none
89	84	Kcna6	0.06278344713305926	0.01435	0.999662388620542	1	0_none
89	84	Tpm1	-0.05303687038979385	0.04789	0.999662388620542	1	0_none
89	84	Polr2i	-0.13875798384206706	0.3883	0.999662388620542	1	0_none
89	84	Ccdc107	-0.10410981517333372	0.004973	0.999662388620542	1	0_none
89	84	Hpcal1	-0.0692279568815219	0.4527	0.999662388620542	1	0_none
89	84	Arfip2	-0.06945632319082348	0.143	0.999662388620542	1	0_none
89	84	Mtss1	0.0834991581799623	0.07825	0.999662388620542	1	0_none
89	84	Arhgef3	-0.07236239067724676	-0.02366	0.999662388620542	1	0_none
89	84	Wdr82	0.07565751920249247	-0.08389	0.999662388620542	1	0_none
89	84	Elovl2	0.12417334198234256	0.02187	0.999662388620542	1	0_none
89	84	Rnf26	0.20018376667507437	0.1755	0.999662388620542	1	0_none
89	84	Rbm27	0.11556105306218815	-0.2089	0.999662388620542	1	0_none
89	84	Arc	-0.1003539586064034	-0.1961	0.999662388620542	1	0_none
89	84	Med28	-0.06559366215709068	0.05827	0.999662388620542	1	0_none
89	84	Rgs7bp	-0.1056436843219388	-0.2283	0.999662388620542	1	0_none
89	84	Psmd1	0.10064807107070996	0.008823	0.999662388620542	1	0_none
89	84	Cebpa	-0.12719432280445103	-0.1479	0.999662388620542	1	0_none
89	84	Bbip1	0.09714288472967518	-0.0201	0.999662388620542	1	0_none
89	84	Dusp5	-0.143889796773623	0.08416	0.999662388620542	1	0_none
89	84	Aqp6	0.15161511495534524	-1.751	0.999662388620542	1	0_none
89	84	Gpr162	0.06877460335722653	0.2979	0.999662388620542	1	0_none
89	84	Zfp511	0.123834673320649	0.04396	0.999662388620542	1	0_none
89	84	Ppp5c	-0.0925492300973792	0.2326	0.999662388620542	1	0_none
89	84	Ppp2ca	0.03790845493486362	-0.05017	0.999662388620542	1	0_none
89	84	Ddx39b	0.06809363082879143	0.08636	0.999662388620542	1	0_none
89	84	Pqlc1	0.09224563324563605	0.1581	0.999662388620542	1	0_none
89	84	Rps3	-0.10377056044276747	-0.05335	0.999662388620542	1	0_none
89	84	Hdac3	0.12231776459681208	0.1255	0.999662388620542	1	0_none
89	84	Tbc1d8	-0.1367403576825752	-0.01665	0.999662388620542	1	0_none
89	84	Ptdss1	-0.05492521231705519	-0.006555	0.999662388620542	1	0_none
89	84	Nckap1	-0.05187066932884359	-0.1037	0.999662388620542	1	0_none
89	84	Ubfd1	-0.11851027133019693	-0.1464	0.999662388620542	1	0_none
89	84	Spty2d1	0.1376189125059216	-0.2206	0.999662388620542	1	0_none
89	84	Neurl1a	-0.066559678368155	0.3022	0.999662388620542	1	0_none
89	84	Hmgb3	-0.08467069768973198	-0.1303	0.999662388620542	1	0_none
89	84	Slc23a2	0.1083569373441044	-0.08446	0.999662388620542	1	0_none
89	84	Fastk	0.08983009712554861	0.3445	0.999662388620542	1	0_none
89	84	Polr1a	0.14518084577804044	0.03892	0.999662388620542	1	0_none
89	84	Nsdhl	-0.12078476279817374	-0.1145	0.999662388620542	1	0_none
89	84	Kcnj4	-0.08425833591098855	0.1748	0.999662388620542	1	0_none
89	84	Iscu	-0.06231128422750084	0.2646	0.999662388620542	1	0_none
89	84	Rbp4	-0.1499943188173045	-0.4869	0.999662388620542	1	0_none
89	84	Psme4	-0.09092466800618804	-0.2734	0.999662388620542	1	0_none
89	84	Chst8	-0.13802795082752894	0.3705	0.999662388620542	1	0_none
89	84	Stat5b	-0.09795312428888456	-0.1453	0.999662388620542	1	0_none
89	84	Rasgrp2	0.10374686961245076	0.2981	0.999662388620542	1	0_none
89	84	Prpf18	0.09875557815011211	-0.1035	0.999662388620542	1	0_none
89	84	Golph3	0.06924164552406371	-0.04382	0.999662388620542	1	0_none
89	84	Ppp2cb	-0.14557734177216855	-0.06074	0.999662388620542	1	0_none
89	84	Sh3bgrl	-0.10199845448853788	-0.2349	0.999662388620542	1	0_none
89	84	Snapc5	-0.0808571834167868	0.03056	0.999662388620542	1	0_none
