gene	log2fold_change	base_mean	pvalue	padj	celltype
Snx19	-0.08719658380496095	66.91854558156355	0.2623217025264865	0.66347356623495	0_none
Erp29	0.06746691654920292	254.1761669615572	0.2622220344600991	0.6634193996277888	0_none
Inmt	-0.2390434937527139	10.869461271328246	0.2621478559196568	0.6633307036223998	0_none
Tcirg1	0.1810010905182713	13.586623900877894	0.2620607539459999	0.6632092752102052	0_none
Higd1b	-0.20048652671207493	12.099830776554182	0.26190933704824865	0.6630019697781784	0_none
Tmem216	-0.16911679307556512	19.184315645769857	0.26193973788299224	0.6630019697781784	0_none
Tada1	-0.6591922603772477	0.9011009010805754	0.26181590605835753	0.6628864421570121	0_none
Ncald	-0.05954145269570203	543.6656051306855	0.26174378609671506	0.6628612834458957	0_none
Pkn3	-0.6479894323877865	1.2158520434836064	0.2617668762652582	0.6628612834458957	0_none
Copz2	0.23254402542432143	11.41425031993708	0.2616240486067365	0.6627140216252738	0_none
Nbn	0.1410670349285427	22.251511551309836	0.2616305532413059	0.6627140216252738	0_none
2210406O10Rik	0.3119088961010848	5.852529119537228	0.2613390131223533	0.6621883312088707	0_none
Npc1	-0.12061316977849676	44.17007645574816	0.26134491109045543	0.6621883312088707	0_none
Efcab7	0.6261598186765939	1.4900831044628395	0.2611971183943459	0.6621864617063841	0_none
Map3k14	0.3406506559908941	7.116482368696871	0.2611448849641551	0.6621864617063841	0_none
Mitf	-0.1934811791295016	11.46691683193554	0.261266066809136	0.6621864617063841	0_none
Topbp1	0.20774988378904777	13.656132557186217	0.26123170433487686	0.6621864617063841	0_none
Tsr1	0.14451691687866433	24.28078872123889	0.2612357943455182	0.6621864617063841	0_none
Pcgf3	0.1097489337450898	56.95287024960425	0.26097126854801284	0.662052359961353	0_none
Rnf14	0.0441432602688754	619.9633558554222	0.2610179303103117	0.662052359961353	0_none
Cyth1	0.15425354635517746	35.557880437753674	0.2609817182676116	0.662052359961353	1_oligodendrocyte
Exoc3l2	-0.6857834281675104	1.0756400675506173	0.26080633810171083	0.661889114257534	0_none
Isoc2b	0.16909407236590576	22.379203204056665	0.260600654989297	0.661889114257534	0_none
Pcdhga12	0.23843017478443895	9.816308753418673	0.2607888325769488	0.661889114257534	0_none
Stag2	-0.09853318093507536	59.47597945255827	0.2608297924370513	0.661889114257534	0_none
Tcf20	-0.08089517338622525	71.00601023158323	0.2607285539763232	0.661889114257534	0_none
Wsb1	-0.10757431666863998	55.01124928986876	0.2607094787048428	0.661889114257534	0_none
Heg1	0.08975091340274838	53.45705278742178	0.26073142375087194	0.661889114257534	1_oligodendrocyte
Traf6	0.17315401766953575	18.486366794743347	0.26083646269573263	0.661889114257534	1_oligodendrocyte
Acsl5	0.08008303483917693	72.0136921423834	0.26049157864688083	0.6618062942068492	0_none
Casp4	0.4971642034524976	1.7299988182599713	0.26046186536431715	0.6618062942068492	0_none
Sbk3	0.34129070594363564	4.74759354573638	0.2602576305503133	0.6614101294381164	0_none
Dpyd	-0.3437245677124837	3.547795026489996	0.26024056074428925	0.6614101294381164	1_oligodendrocyte
Gm10108	0.339590825666388	39.289588135650575	0.26009914713124976	0.6612055680296058	0_none
Tnfrsf22	0.46707162679605224	3.13052526079659	0.26005764729914865	0.6611992004205075	0_none
Flot2	-0.10782907646832836	62.54925497882556	0.259964627886884	0.6610618222030602	0_none
Gm26614	-0.698925525884877	0.8072310076651008	0.2599238140688355	0.6610571758438841	0_none
Nt5dc1	-0.484372142652404	1.807313920003229	0.2598870974230853	0.6610571758438841	0_none
6530401F13Rik	0.6640723738793773	1.4156670470875143	0.259793809933799	0.6609248073874714	0_none
