gene	meanexp	l2fc	pval	celltype	color
Galnt5	1.0034311359400063	8.737122995513596	6.2254617653478875e-292	1_oligodendrocyte	#37FDFC
Galnt6	1.20045791553922	7.775514240834121	3.8102779017784056e-243	1_oligodendrocyte	#37FDFC
Garem1	2.225576527788084	2.599994239010909	2.5625834250473962e-20	3_astrocyte	#F0A804
Gatm	6.736565691707167	5.71573894414481	4.2661458088258964e-91	1_oligodendrocyte	#37FDFC
Gfap	1.827596407919439	6.620842240062134	2.2703197960509262e-254	3_astrocyte	#F0A804
Ghr	1.9954157903139385	2.655466120033344	2.0292607057682227e-21	3_astrocyte	#F0A804
Git2	1.6417533350676894	2.315825691281546	0.00252096862660546	2_microglia	#CD00CD
Gja1	4.904383570704975	6.615484317468594	1.4751666753712977e-267	3_astrocyte	#F0A804
Gjb1	1.3219091471091255	7.622163293930943	9.231797984552894e-230	1_oligodendrocyte	#37FDFC
Gjb6	2.2719632232738882	6.370749747680023	9.88963532072608e-241	3_astrocyte	#F0A804
Gjc3	7.037541997016867	7.1753021638568235	2.886702852488964e-196	1_oligodendrocyte	#37FDFC
Gk	1.1802508677322066	2.5312103868356814	5.983574009808105e-19	3_astrocyte	#F0A804
Gldc	1.2240769388387511	5.981465313096939	5.084590200964327e-201	3_astrocyte	#F0A804
Gli2	1.5176623724760765	6.783482415399936	1.757984134024187e-282	3_astrocyte	#F0A804
Gli3	3.5834953332196315	6.925804667892425	1.1410696691803232e-291	3_astrocyte	#F0A804
Glis3	3.053150630053916	5.175065998284273	4.5882625582956797e-135	3_astrocyte	#F0A804
Glud1	5.822367410669251	3.834181484178776	9.838255085051892e-58	3_astrocyte	#F0A804
Glul	9.435605380909504	4.779130530163785	2.4624066054580066e-108	3_astrocyte	#F0A804
Gm10790	4.3566501259536485	9.44000663010605	2.03787240636e-296	2_microglia	#CD00CD
Gm11149	2.5260795457094343	2.5304386767763254	1.152284283959883e-7	1_oligodendrocyte	#37FDFC
Gm11266	1.323941289629844	4.280276412700486	4.5395194804970995e-78	3_astrocyte	#F0A804
Gm12239	1.2089101636692952	4.806201575674402	6.069345953789819e-107	3_astrocyte	#F0A804
Gm14858	1.3114336243926954	2.334519632633405	1.5411289610361268e-15	3_astrocyte	#F0A804
Gm14964	1.6976939634485793	5.357107486599202	1.2323925252544947e-147	3_astrocyte	#F0A804
Gm16168	4.452858254414531	4.149459577522079	1.8345549143480392e-31	1_oligodendrocyte	#37FDFC
Gm16337	1.1996806922042675	4.080112618038453	1.4591916723489119e-15	2_microglia	#CD00CD
Gm19500	2.1161153448206265	8.695109585659498	0	1_oligodendrocyte	#37FDFC
Gm20713	10.031344491299368	5.771742703781385	1.471519375045353e-184	3_astrocyte	#F0A804
Gm2629	3.644272407916734	10.577286047779754	0	2_microglia	#CD00CD
Gm26512	2.4590857740658763	6.175750154477832	4.795778771345203e-221	3_astrocyte	#F0A804
Gm26542	1.816751640707899	3.0979642593696948	5.607453161171054e-7	2_microglia	#CD00CD
Gm31356	1.4136616284569503	3.0987713383771363	5.589612510312574e-32	3_astrocyte	#F0A804
Gm32036	1.251910955733807	4.542579952381151	5.460577995712632e-22	2_microglia	#CD00CD
Gm35188	7.644842569830173	2.393653529139092	1.4227501081684299e-16	3_astrocyte	#F0A804
Gm35552	1.4060782408722223	7.335107046677688	0	3_astrocyte	#F0A804
Gm36855	1.2656915464697809	8.545371020693013	0	1_oligodendrocyte	#37FDFC
Gm37459	3.1057572579623027	2.170482155933158	2.9373602243826957e-5	1_oligodendrocyte	#37FDFC
Gm37494	1.0562014308797687	2.6090314402879353	2.898042857332433e-8	1_oligodendrocyte	#37FDFC
Gm3764	10.625409347287407	3.2359233449030333	3.5841020144436e-36	3_astrocyte	#F0A804
Gm40578	1.455616474055575	4.3973172002021155	2.1156199512235966e-84	3_astrocyte	#F0A804
Gm42413	1.9159064368833365	4.483081311265059	5.710828381726067e-40	1_oligodendrocyte	#37FDFC
Gm50035	1.1323736515734175	10.24008817307748	8.648539505698166e-292	2_microglia	#CD00CD
Gm5089	1.881664976543019	3.572689384119553	3.4593245061708343e-47	3_astrocyte	#F0A804
Gm6145	5.238742023304344	5.994066475164454	4.419291970238297e-205	3_astrocyte	#F0A804
Gm973	1.417207108366693	5.448178364018787	3.4046082486485463e-155	3_astrocyte	#F0A804
Gm9925	2.0948861988928376	3.091546752302728	7.234614912181984e-32	3_astrocyte	#F0A804
Gna12	1.9551526863862752	3.191503638301924	2.4980146965328535e-14	1_oligodendrocyte	#37FDFC
Gna13	1.1804478388383033	3.1917266064405077	1.3393096811324159e-34	3_astrocyte	#F0A804
Gna15	1.0451437269158363	7.935462844814352	9.050267992999547e-159	2_microglia	#CD00CD
Gnao1	7.357067783822704	2.2569534582263913	2.2194074169479918e-14	3_astrocyte	#F0A804
Gng11	1.3272126943392524	5.419160597471081	3.894676615324759e-74	1_oligodendrocyte	#37FDFC
Gng12	1.578526444259997	2.503956190252641	1.8823923757732452e-18	3_astrocyte	#F0A804
Gns	2.563052107222762	2.2693094069172752	0.00354024169386396	2_microglia	#CD00CD
Golm1	1.979903907197079	4.268762128441219	3.922079298723112e-18	2_microglia	#CD00CD
Gpam	2.137234986703656	3.679112163079279	2.966779097272055e-51	3_astrocyte	#F0A804
Gpc5	58.344220423623774	5.855524527344484	8.6078530053911885e-193	3_astrocyte	#F0A804
Gpd2	1.0003177623127522	2.538899596566787	4.673645372968386e-19	3_astrocyte	#F0A804
Gpld1	1.4348360223623595	3.6685774320039712	1.0784095072868498e-50	3_astrocyte	#F0A804
Gpr183	1.243834110858105	5.774963082907022	5.404791774468665e-50	2_microglia	#CD00CD
Gpr34	4.013653446898838	7.03027117428597	7.546258526409676e-108	2_microglia	#CD00CD
Gpr37	1.892570829070778	6.642989985288248	3.1731840319855174e-149	1_oligodendrocyte	#37FDFC
Gpr37l1	5.381447589671497	6.243033088664163	3.25833591551985e-229	3_astrocyte	#F0A804
Gprc5b	1.6061792786439264	3.839120073855978	1.2707709546766035e-24	1_oligodendrocyte	#37FDFC
Gramd3	1.7003530733808865	5.900258347952165	5.6426742559480086e-195	3_astrocyte	#F0A804
Grb14	3.5804247350586587	3.452805714536369	5.3733784459187315e-18	1_oligodendrocyte	#37FDFC
Grin2c	1.7814066835397322	7.12765349358095	0	3_astrocyte	#F0A804
Grk3	2.315592323274336	2.25756595536783	2.3084009636631436e-14	3_astrocyte	#F0A804
Gsn	1.817525635764483	4.8212324383501075	1.3983028608057e-50	1_oligodendrocyte	#37FDFC
Gstm1	1.8132175171743703	4.502265477576039	2.7152045697243878e-90	3_astrocyte	#F0A804
Gstm5	1.862263322592481	2.9515179483381004	3.798848163131245e-28	3_astrocyte	#F0A804
Gtf2h2	1.5453696528843124	2.7222993858407554	5.976506909555338e-5	2_microglia	#CD00CD
Gulp1	1.009082976534061	4.577031413511728	1.0412788861523663e-93	3_astrocyte	#F0A804
H2-D1	1.04622063956593	2.9202698794706285	6.919013593648938e-6	2_microglia	#CD00CD
Hacd2	3.6266320054548378	3.2880314418654706	1.1352038638047373e-37	3_astrocyte	#F0A804
Hapln2	2.8612637306534534	7.6209234166638975	1.0088968381647357e-234	1_oligodendrocyte	#37FDFC
Havcr2	1.579292401362261	8.436888376187067	3.4587790734750435e-203	2_microglia	#CD00CD
Hck	1.0413745326405088	3.4078380161434834	4.859704303183045e-9	2_microglia	#CD00CD
Hcn2	2.069709306557016	2.362704825258989	1.926035397200694e-6	1_oligodendrocyte	#37FDFC
Hdac8	5.91445140276952	2.3855767906077823	1.9398025809855134e-16	3_astrocyte	#F0A804
Heatr5a	1.2082959934050164	3.330179110590921	1.6346978248829812e-8	2_microglia	#CD00CD
Heg1	1.275503108845515	2.778264619822969	1.047321555692971e-9	1_oligodendrocyte	#37FDFC
Hepacam	4.187310258959465	5.365157354976869	1.6634491588890977e-150	3_astrocyte	#F0A804
Hes5	1.674155916270008	4.783973740662087	1.3597181246930066e-106	3_astrocyte	#F0A804
Hexb	12.231035423438032	4.86088388626561	1.7713044304421167e-28	2_microglia	#CD00CD
Hif3a	1.8471950329760731	5.971222835424015	5.428072200985684e-201	3_astrocyte	#F0A804
Hipk2	3.807946911231102	2.7523069338838844	1.4269290835637923e-9	1_oligodendrocyte	#37FDFC
Hk2	2.5323600966950948	8.345993051625921	3.4587790734750435e-203	2_microglia	#CD00CD
Hmgcs1	1.3674719040772436	2.03971585269202	2.6300286250626377e-11	3_astrocyte	#F0A804
Hmox2	1.3232350339166572	2.102926756076288	6.845532764357158e-5	1_oligodendrocyte	#37FDFC
Hpgd	1.3929865128960683	6.049505063151808	4.959380878399586e-59	2_microglia	#CD00CD
Hpgds	3.130585073822088	3.7071084109073262	9.469314842665156e-12	2_microglia	#CD00CD
Htra1	7.568023838452409	5.699189005859888	1.085873733008006e-178	3_astrocyte	#F0A804
Ick	1.049306819480604	2.498966959113425	2.1490983299731193e-7	1_oligodendrocyte	#37FDFC
Id2	2.0160977564541054	2.113180757017354	2.7650836744848453e-12	3_astrocyte	#F0A804
Id3	3.100325209964107	5.298985649208311	6.00108357744036e-143	3_astrocyte	#F0A804
Id4	2.5117755449467785	6.036303747749254	1.3955498666234084e-207	3_astrocyte	#F0A804
Ifitm10	3.4628126263759627	5.003264160846153	4.977244975594777e-31	2_microglia	#CD00CD
Ifnar2	1.1216045250724818	2.598069797392198	2.2099591425995e-4	2_microglia	#CD00CD
Ifngr1	1.5270621378327214	4.662704252436123	2.888949366068992e-24	2_microglia	#CD00CD
Igfbp5	1.2315618408704307	3.0958767995555077	1.3706232130790426e-31	3_astrocyte	#F0A804
Igsf11	1.4375264767258915	2.309324350714487	4.450546103516485e-6	1_oligodendrocyte	#37FDFC
Ikzf1	3.7072717979472096	10.622932285179044	0	2_microglia	#CD00CD
Ikzf2	1.459271020369412	3.4648736333367465	4.4969564481502216e-18	1_oligodendrocyte	#37FDFC
Il10ra	1.5453696528843124	7.9081966999489834	2.1932401211953856e-162	2_microglia	#CD00CD
Il18	2.3763579095052076	4.8723670591422295	6.266847993124938e-114	3_astrocyte	#F0A804
Il33	5.133833718762823	6.766328092299165	9.079906570151127e-161	1_oligodendrocyte	#37FDFC
Il6ra	1.404294095722051	6.021254144603239	3.0899088646438927e-59	2_microglia	#CD00CD
Inf2	1.3388804982455316	2.096166130180351	7.39682344400962e-5	1_oligodendrocyte	#37FDFC
Inpp4b	4.279650871471956	3.2490740334996193	5.629968409693319e-8	2_microglia	#CD00CD
Inpp5d	7.972922804967949	8.420084416980828	9.545888860749972e-215	2_microglia	#CD00CD
Inpp5f	1.6276586449259405	2.009296704043764	1.9734787147972e-4	1_oligodendrocyte	#37FDFC
Irak2	2.4455932532982434	4.887657014961082	1.138091755519035e-114	3_astrocyte	#F0A804
Itga6	1.0284846304845987	3.6093775074653904	3.496144117827987e-48	3_astrocyte	#F0A804
Itga9	1.214757469305578	4.187149356388675	6.840746584857167e-17	2_microglia	#CD00CD
Itgam	1.559907973660576	9.34398996587616	5.5238812303214455e-263	2_microglia	#CD00CD
Itgb5	3.5031968507544726	6.558969529808051	1.092283908043202e-84	2_microglia	#CD00CD
Itpk1	2.5610829574282716	3.6981987539251673	5.021526887922253e-22	1_oligodendrocyte	#37FDFC
Itpr2	1.7546186131105632	4.239032546249719	3.7032898788866854e-76	3_astrocyte	#F0A804
Ivd	1.8884604797033593	2.5937009183762987	3.3413852635839323e-20	3_astrocyte	#F0A804
Ivns1abp	3.5005045691292387	3.17961003181426	1.5780228624749917e-7	2_microglia	#CD00CD
Jam3	2.085089593524384	2.5064438754556115	1.7662015777747097e-7	1_oligodendrocyte	#37FDFC
Josd2	2.17604542852106	3.4351226697012907	1.0815536247677683e-17	1_oligodendrocyte	#37FDFC
Kank1	2.031264531623562	5.494182444903432	1.0410016434491219e-159	3_astrocyte	#F0A804
Kat2b	1.0410863212739072	3.316884800005015	6.857635464199991e-16	1_oligodendrocyte	#37FDFC
Kazn	1.3752097967719008	2.9396773451875085	2.269538710337193e-11	1_oligodendrocyte	#37FDFC
Kcna1	4.550708700810372	2.6979346328337352	4.497842131556779e-9	1_oligodendrocyte	#37FDFC
Kcnk1	2.4109263386252016	2.330689739029349	1.6470005570413141e-15	3_astrocyte	#F0A804
Kcnk13	1.3675196532882168	4.087480521659458	1.2333975690434394e-29	1_oligodendrocyte	#37FDFC
Kctd13	3.357410574031823	4.123426859734577	7.435083784943312e-31	1_oligodendrocyte	#37FDFC
Kctd3	1.733729589528478	2.7760146314248333	9.335708960163623e-10	1_oligodendrocyte	#37FDFC
Kif13a	3.4107112236945984	3.3528483606464565	1.5397504163571526e-16	1_oligodendrocyte	#37FDFC
Kif13b	5.306994535826465	3.292461124495028	1.0260776678223821e-15	1_oligodendrocyte	#37FDFC
Kif6	1.1238216580638865	4.101685002601099	8.734934939286431e-30	1_oligodendrocyte	#37FDFC
Klf13	3.1855756437757123	2.3577310984966497	2.0290204323080307e-6	1_oligodendrocyte	#37FDFC
Klhl2	5.115271303457378	2.0757421921229575	9.061106964280482e-5	1_oligodendrocyte	#37FDFC
Kndc1	2.0885368992239663	3.2857503004210074	1.5053555017030701e-15	1_oligodendrocyte	#37FDFC
Krcc1	1.12698908832295	2.471552876455785	7.0236094730497e-4	2_microglia	#CD00CD
Lair1	2.9582790498071123	6.217380300956094	3.0826379942218064e-68	2_microglia	#CD00CD
Lama2	4.431062002754292	4.907584277301502	1.5957117262599234e-116	3_astrocyte	#F0A804
Lamp1	5.131712299870772	2.778686478722536	7.996736252800687e-10	1_oligodendrocyte	#37FDFC
Lap3	1.1678411000739397	4.423892839676964	3.770831478249947e-38	1_oligodendrocyte	#37FDFC
Laptm5	1.990134577372968	8.173602745690133	6.969669946236809e-185	2_microglia	#CD00CD
Lgi3	1.865522738197131	3.3849507998483883	6.322205275630635e-17	1_oligodendrocyte	#37FDFC
Lgmn	4.277497046171769	4.183638148078174	3.613654982719663e-17	2_microglia	#CD00CD
Lhfpl2	1.7090603756985392	4.8418481297757445	1.4598491635800671e-27	2_microglia	#CD00CD
Limch1	5.264035803262438	2.2247072930136658	1.3991121635823364e-5	1_oligodendrocyte	#37FDFC
Litaf	3.367487313769064	5.916632976301335	8.63946970353097e-102	1_oligodendrocyte	#37FDFC
Lix1	1.883930144263132	3.023153276957052	5.4576230607444304e-30	3_astrocyte	#F0A804
Lpar1	1.34842688325976	4.317586397548367	3.1394774173478506e-35	1_oligodendrocyte	#37FDFC
Lpcat2	3.552196376333731	4.850904617324572	5.104292552517757e-28	2_microglia	#CD00CD
Lpp	2.4738586070231388	2.8940598386312013	8.915228155831123e-27	3_astrocyte	#F0A804
Lrch1	2.683127867708198	2.281415401940035	0.00323828786989079	2_microglia	#CD00CD
Lrig1	1.2292966731503172	3.4202440523400486	9.911806535783506e-42	3_astrocyte	#F0A804
Lrmda	5.418485998945936	4.843831267447193	5.242876190536611e-28	2_microglia	#CD00CD
Lrp4	1.287107692789737	4.148742288221888	2.1772613781834428e-71	3_astrocyte	#F0A804
Lrrc58	1.873884617852194	2.0323230691953187	3.097532914606355e-11	3_astrocyte	#F0A804
Lrrk1	1.096835534120329	5.437795836979973	1.281151046662878e-40	2_microglia	#CD00CD
Lrrn1	1.177387485088168	2.6179347876624277	2.4574270372520586e-8	1_oligodendrocyte	#37FDFC
Lsamp	82.48834769565494	2.2286119581984547	5.804988174016888e-14	3_astrocyte	#F0A804
Ltc4s	1.6923682296220883	8.501478916652028	2.0750912095044745e-209	2_microglia	#CD00CD
Luzp2	21.866550372233505	4.034504154637702	1.316113643162353e-66	3_astrocyte	#F0A804
Ly86	5.1126428063193545	8.855189534531533	3.00336012573596e-252	2_microglia	#CD00CD
Lyn	5.451870291098837	4.037385530983768	2.431249040547453e-15	2_microglia	#CD00CD
Lypd6	1.0454241456089262	3.8487234229092855	1.1403132332250378e-57	3_astrocyte	#F0A804
Lysmd4	3.2549684849078986	2.429771641333208	9.7202573105305e-4	2_microglia	#CD00CD
Lzts2	1.3505483021518108	3.6397237100505695	6.4607660593510515e-21	1_oligodendrocyte	#37FDFC
Mad1l1	1.0336613551517295	2.7197790764628462	3.3460230322386134e-9	1_oligodendrocyte	#37FDFC
Maf	2.9017411356771987	2.8171145912254816	2.0962523211658677e-5	2_microglia	#CD00CD
Mafb	1.5270621378327214	4.462061225393973	8.050421620562891e-21	2_microglia	#CD00CD
Mag	12.757417684708711	8.327979398530374	7.24193402e-299	1_oligodendrocyte	#37FDFC
Mal	17.631377589195317	7.66410863425822	1.8965655982720306e-243	1_oligodendrocyte	#37FDFC
Maml2	5.337720004118001	4.5346866110689765	6.603712322076177e-93	3_astrocyte	#F0A804
Maml3	5.272025878533206	2.368696107686058	0.00161951200130131	2_microglia	#CD00CD
Man2b1	1.3601406770682136	2.8921495179787007	8.624052735355132e-6	2_microglia	#CD00CD
Map2k6	2.005559802277925	2.137695993957551	1.272919741749671e-12	3_astrocyte	#F0A804
Map4k4	2.6440834715797576	2.146202318111982	3.913836935666451e-5	1_oligodendrocyte	#37FDFC
Map7	11.14063131160453	3.178992755096894	3.03954673301735e-14	1_oligodendrocyte	#37FDFC
March8	1.3980150498614463	2.444938651554225	5.215301601602639e-7	1_oligodendrocyte	#37FDFC
Marcks	1.8065209705320096	2.491785650255706	5.7681982735929e-4	2_microglia	#CD00CD
Mast3	7.441937473314042	2.4135253045240437	8.221494460650827e-7	1_oligodendrocyte	#37FDFC
Mast4	16.863423950272942	2.0901230125963237	7.563782945294678e-5	1_oligodendrocyte	#37FDFC
Mbnl1	5.954250042367501	2.8284553484966732	1.701479616166959e-5	2_microglia	#CD00CD
Mbp	38.38044541762072	6.38763899797871	9.884945189342895e-134	1_oligodendrocyte	#37FDFC
Mcc	2.544472748558852	2.3027566866615614	4.642339097383551e-15	3_astrocyte	#F0A804
Mef2a	9.76059780412332	2.9702741225037776	2.9181704690286524e-6	2_microglia	#CD00CD
Megf10	1.321577636356682	5.162550206328083	2.1283174590208268e-133	3_astrocyte	#F0A804
Meis2	3.731716090557496	2.3508510931272752	7.789418519156155e-16	3_astrocyte	#F0A804
Mertk	9.526507546373193	6.376432892792412	4.512145114675764e-243	3_astrocyte	#F0A804
Mettl7a1	2.076073563233168	2.2828389650503267	6.363638972715729e-6	1_oligodendrocyte	#37FDFC
Mfge8	3.31078883682857	6.251913618099132	3.33009983671913e-229	3_astrocyte	#F0A804
Mfn1	2.070363296183782	2.18416110396426	2.783039119495821e-13	3_astrocyte	#F0A804
Mgat4a	1.8097517084822907	2.3745183167079973	0.00157530306192405	2_microglia	#CD00CD
Mir142hg	2.1581329507875693	7.938046813861407	3.919453695261241e-166	2_microglia	#CD00CD
Mir99ahg	14.32383732091454	2.2163825415536644	8.800973870303501e-14	3_astrocyte	#F0A804
Mknk1	1.2056037117797824	3.063759344573142	9.361164315496288e-7	2_microglia	#CD00CD
Mlc1	1.4063736975313674	6.130410830881273	4.5007461670690625e-215	3_astrocyte	#F0A804
Mlxipl	1.251910955733807	7.665256024169598	2.021365544149593e-143	2_microglia	#CD00CD
Mmd2	2.80870948738775	4.242144649578326	1.1524867316425119e-76	3_astrocyte	#F0A804
Mobp	10.849996923393578	6.91081337188597	2.4055291837740428e-173	1_oligodendrocyte	#37FDFC
Mog	11.593023890334354	8.243376711683252	2.2602532708438628e-291	1_oligodendrocyte	#37FDFC
Mpp5	1.074763846185213	2.374688140412174	1.6718520723558534e-6	1_oligodendrocyte	#37FDFC
Mpzl1	1.091204842598606	2.9764747044222553	9.923630821262904e-12	1_oligodendrocyte	#37FDFC
Mro	1.2415088817283206	4.717593977422617	3.6681749258986726e-103	3_astrocyte	#F0A804
Msi2	12.349201982293817	3.6033287430640386	1.401061723531538e-48	3_astrocyte	#F0A804
Msmo1	4.35227356031556	3.764238718567524	8.840782957930962e-55	3_astrocyte	#F0A804
Mt1	10.242497517035169	4.304637324311977	3.692815949865574e-80	3_astrocyte	#F0A804
Mt2	2.2605388991202715	4.987973451737714	3.0019101624041347e-121	3_astrocyte	#F0A804
Mt3	6.173172950627706	2.6134301913960916	1.264421479714542e-20	3_astrocyte	#F0A804
Mtmr2	1.7687330012473157	3.3829362923804327	6.654552115619302e-17	1_oligodendrocyte	#37FDFC
Mtss2	1.708527374283905	3.5167936444158587	3.7283032142216596e-45	3_astrocyte	#F0A804
Mtus1	1.0844510386442527	3.254346391695792	5.651175457630073e-8	2_microglia	#CD00CD
Mylip	1.3579868517680265	3.3332377323090907	1.5647504292308317e-8	2_microglia	#CD00CD
Myo10	2.4530781553299232	4.150675442216157	6.038491677654468e-72	3_astrocyte	#F0A804
Myo1d	2.3327652491713096	3.055259630814259	1.104099301370607e-12	1_oligodendrocyte	#37FDFC
Myo1f	2.2022863694414068	8.58116835007777	4.2405557969166445e-220	2_microglia	#CD00CD
Myo6	4.888231940005035	3.3951282159903977	3.443382800252488e-41	3_astrocyte	#F0A804
Myoc	3.6449503183218424	7.021046542819077	7.76719095729309e-286	3_astrocyte	#F0A804
Myrf	1.177387485088168	7.073592679217637	1.5609550821658424e-180	1_oligodendrocyte	#37FDFC
Nat8f3	1.1928570185224037	6.259458500251012	4.112691768463123e-226	3_astrocyte	#F0A804
Nbas	3.365100717515507	2.516347862085585	1.448823519344231e-7	1_oligodendrocyte	#37FDFC
Nckap1l	1.2675261891601644	7.134146325304154	1.6315180991176526e-109	2_microglia	#CD00CD
Nckap5	4.30253835602611	4.431951485980904	8.439709406388187e-87	3_astrocyte	#F0A804
Ndrg1	1.754413423725973	5.481496081404906	4.1268413150121136e-77	1_oligodendrocyte	#37FDFC
Ndrg2	4.085574682660452	4.519980409752229	7.128756163305989e-92	3_astrocyte	#F0A804
Neat1	13.655838585492203	6.455032885992023	4.356855373420816e-138	1_oligodendrocyte	#37FDFC
Nek7	1.7090603756985392	3.331660632461935	1.4920701926158903e-8	2_microglia	#CD00CD
Nfasc	7.083948035280478	2.620473678621522	2.0540041571044887e-8	1_oligodendrocyte	#37FDFC
Nfia	9.317028775039212	3.511479894050445	3.1228322360172125e-45	3_astrocyte	#F0A804
Nhsl1	3.263318800259234	5.661843070514214	2.051561255693371e-174	3_astrocyte	#F0A804
Nim1k	1.9988627846706328	2.5236004624446764	7.502802401450512e-19	3_astrocyte	#F0A804
Ninj2	2.1330866959570325	6.8649588626455484	3.065886624399894e-166	1_oligodendrocyte	#37FDFC
Nkain1	1.6494031885694609	4.846636010088134	1.978466078574428e-51	1_oligodendrocyte	#37FDFC
Nkain4	1.0290755438028891	3.689113892611984	3.0951727292887675e-51	3_astrocyte	#F0A804
Nkx6-2	1.3264171622547334	7.293446541590283	1.6778788210588201e-199	1_oligodendrocyte	#37FDFC
Nnat	1.0341967925614068	2.0864053672239646	9.873098533471255e-12	3_astrocyte	#F0A804
Npas3	17.329813371058265	3.5052100145450344	5.930231737526768e-45	3_astrocyte	#F0A804
Npc2	1.203640043877296	3.061226149245786	1.0415094593339805e-12	1_oligodendrocyte	#37FDFC
Nr6a1os	1.0941432524950951	2.2259917720701896	0.00500901964315027	2_microglia	#CD00CD
Nrbp2	1.2253845875208162	2.282152857928144	6.622911553746806e-6	1_oligodendrocyte	#37FDFC
Nrip1	2.886664358575888	2.4731034784493016	6.6554360774886e-4	2_microglia	#CD00CD
Nrros	1.3235256469650314	4.16801725410641	9.355176194249917e-17	2_microglia	#CD00CD
Ntpcr	1.0548359407666787	4.37661051335025	1.9933146131188998e-19	2_microglia	#CD00CD
Ntsr2	5.093771289217077	6.068308572303963	3.331712198024032e-212	3_astrocyte	#F0A804
Nwd1	3.090772111318411	6.199422496061159	3.07686483330302e-224	3_astrocyte	#F0A804
Nxn	1.9138697523898505	5.192811902099836	1.3547154950161914e-135	3_astrocyte	#F0A804
Olfml1	1.3945677441618638	6.221070897040882	3.620430799648578e-119	1_oligodendrocyte	#37FDFC
Olfml3	1.5717540128116056	7.456917633786292	1.939648661861252e-130	2_microglia	#CD00CD
Olig1	2.425046970975518	5.654910677170037	8.091030665403517e-87	1_oligodendrocyte	#37FDFC
Opalin	3.9726220527265417	7.9240192039979185	6.576700012820538e-267	1_oligodendrocyte	#37FDFC
Ophn1	4.155267460386146	2.8311893101391505	1.6663976753546337e-5	2_microglia	#CD00CD
Osbpl11	1.2642954512098834	2.4844157273093552	6.2305428305689e-4	2_microglia	#CD00CD
Otud7b	4.063843065084724	2.9911210668365324	5.277889305277733e-12	1_oligodendrocyte	#37FDFC
Otulinl	3.4229668583224995	3.479133206769016	1.0009472379064655e-9	2_microglia	#CD00CD
P2rx7	1.3579868517680265	4.52267800691757	1.3996859099551617e-21	2_microglia	#CD00CD
P2ry12	5.776559455102057	4.172221289015336	5.1485416339351334e-17	2_microglia	#CD00CD
P2ry6	1.90236619639034	7.400890517400333	2.610349942824055e-128	2_microglia	#CD00CD
P3h2	1.6035229359893668	3.1671502240119644	2.13222354424608e-7	2_microglia	#CD00CD
Pacrg	6.369029868659374	3.5681949199686764	7.619736115414402e-20	1_oligodendrocyte	#37FDFC
Pacs2	1.4696129374681592	3.8427609978669697	1.2195307928259082e-24	1_oligodendrocyte	#37FDFC
Pag1	5.746405900899436	4.184502644459412	3.5053854388141246e-17	2_microglia	#CD00CD
Pakap	7.213089410334067	3.1725075122819657	4.0036419154774516e-14	1_oligodendrocyte	#37FDFC
Pantr2	1.1678416880481062	2.534279550413709	5.126920248105133e-19	3_astrocyte	#F0A804
Paqr8	4.168105576115024	4.453079488637811	3.5155026264541584e-88	3_astrocyte	#F0A804
Pard3	2.21449614593948	2.1715001172307784	2.8577516350546055e-5	1_oligodendrocyte	#37FDFC
Pard3b	2.2987512937030568	4.7956993347467245	1.5199742708847013e-108	3_astrocyte	#F0A804
Pax6	1.4998364873743135	6.5285042631166625	1.7690916045930045e-255	3_astrocyte	#F0A804
Pbxip1	1.0726061582502888	5.922982026499167	2.777388456293632e-195	3_astrocyte	#F0A804
Pcbp4	1.1246171901484054	2.491118718909305	2.506501934365654e-7	1_oligodendrocyte	#37FDFC
Pcolce2	1.2418255839342096	3.027725299347423	2.594773648488012e-12	1_oligodendrocyte	#37FDFC
Pcyt2	2.5231625947328644	2.0036134817613225	2.0771302263257e-4	1_oligodendrocyte	#37FDFC
Pde1c	1.0713165404856304	3.309027297700614	1.0582293442221853e-15	1_oligodendrocyte	#37FDFC
Pde3b	4.592493996324147	3.8426313258930382	4.0957794108780233e-13	2_microglia	#CD00CD
Pde4b	36.119278056056125	3.3036678488802513	6.731539823279625e-16	1_oligodendrocyte	#37FDFC
Pde8a	4.074715336906484	5.972583315028013	1.8070117692552503e-105	1_oligodendrocyte	#37FDFC
Pdgfrb	1.0667955106204323	4.846351133443479	8.074109182322105e-109	3_astrocyte	#F0A804
Pdlim5	1.8473920040821703	5.1260859231829485	5.81035317590978e-131	3_astrocyte	#F0A804
Peli2	1.0796049317188314	2.9908354354968303	2.5633015681841393e-6	2_microglia	#CD00CD
Phactr4	1.432488106857271	3.935032659540446	1.652185496286536e-26	1_oligodendrocyte	#37FDFC
Phgdh	1.1479476063323264	4.671325251159139	5.351928419706895e-100	3_astrocyte	#F0A804
Phka1	3.213977538181978	4.463245177567998	1.2583504896155408e-88	3_astrocyte	#F0A804
Phkb	2.4194945817404134	2.154255409498028	7.360508524455149e-13	3_astrocyte	#F0A804
Phkg1	3.091756966848895	4.891180831320078	4.117746395518987e-115	3_astrocyte	#F0A804
Phldb1	2.6019202711002487	5.281847787654176	4.3442053870949407e-69	1_oligodendrocyte	#37FDFC
Phlpp1	12.395715763614056	3.6508418549102974	2.5063763895618328e-21	1_oligodendrocyte	#37FDFC
Phyhd1	1.9513657219695988	3.3528391876347583	1.010253848987441e-8	2_microglia	#CD00CD
Picalm	3.315814049638187	2.6832087942535052	8.727802913550389e-5	2_microglia	#CD00CD
