gene	meanexp	l2fc	pval	celltype	color
Pigz	1.121965416533342	3.9447809837633128	1.4922391308937783e-26	1_oligodendrocyte	#37FDFC
Pik3ap1	1.051605202816398	7.979578599674527	4.906663927701976e-163	2_microglia	#CD00CD
Pik3c2b	1.1389367676697482	3.2167564132819675	1.4296196497908897e-14	1_oligodendrocyte	#37FDFC
Pip4k2a	4.154003367996881	2.742314299300419	1.789914050762276e-9	1_oligodendrocyte	#37FDFC
Pitpnc1	6.79619255921198	3.546629565148126	2.0069166381452017e-46	3_astrocyte	#F0A804
Pla2g3	1.0596487365793512	2.132373125821499	4.891948541556969e-5	1_oligodendrocyte	#37FDFC
Pla2g7	6.30593147613697	5.947076861940834	1.0088154809984692e-200	3_astrocyte	#F0A804
Plaat3	1.4441559107635502	5.7826893579911465	3.919937557479038e-93	1_oligodendrocyte	#37FDFC
Plcd4	1.50377590949625	5.2994884103792215	1.1366850595871738e-143	3_astrocyte	#F0A804
Plcg2	1.2680646454852111	7.864754843985834	1.1255114348068338e-157	2_microglia	#CD00CD
Plcl1	22.204096011010716	4.5269198984610775	9.024702669242442e-42	1_oligodendrocyte	#37FDFC
Pld1	1.321910277989891	4.53063587213323	4.730052054609509e-22	2_microglia	#CD00CD
Pld4	1.541062002283938	9.244414845014164	1.810909097877202e-249	2_microglia	#CD00CD
Plek	1.0801433880438782	3.2754396676050277	4.1684423045442296e-8	2_microglia	#CD00CD
Plekha1	3.2874037505941485	2.2835220998607886	6.167425466920392e-6	1_oligodendrocyte	#37FDFC
Plekhg1	3.703647707938698	5.477197185972786	3.448638665282848e-159	3_astrocyte	#F0A804
Plekhg3	1.4698781148296656	7.051944015678946	9.074448954222294e-181	1_oligodendrocyte	#37FDFC
Plekhh1	3.628952192214319	6.490350794095927	1.6599865887234352e-139	1_oligodendrocyte	#37FDFC
Plekho1	2.1193640953842	2.4994007270246525	5.3266108284673e-4	2_microglia	#CD00CD
Plgrkt	1.5900615278631969	2.4803517902321257	6.3764556813379e-4	2_microglia	#CD00CD
Pllp	3.3003974413079593	6.586052644012141	1.889446727105973e-146	1_oligodendrocyte	#37FDFC
Plp1	55.84794339740512	7.956207881938084	5.944765316612463e-275	1_oligodendrocyte	#37FDFC
Plpp3	13.75518173761299	6.3989599385988605	7.794821515603894e-246	3_astrocyte	#F0A804
Pls1	2.6578726943780873	3.7450455940243392	7.372848122482452e-23	1_oligodendrocyte	#37FDFC
Plxdc2	13.573407041779705	4.161689635525295	6.271559542562512e-17	2_microglia	#CD00CD
Plxnb3	1.058588027133326	7.443516437129047	1.1562520851164762e-211	1_oligodendrocyte	#37FDFC
Pmp22	1.194358836224574	4.486649804269599	5.077431799957709e-40	1_oligodendrocyte	#37FDFC
Pnpla7	2.0267341961833343	4.117452582617286	3.190302743419576e-70	3_astrocyte	#F0A804
Polr3e	2.9731685772091305	3.5348271730833662	2.995445573831442e-19	1_oligodendrocyte	#37FDFC
Pou3f3	1.267410582180054	2.155854105149472	7.481267241678928e-13	3_astrocyte	#F0A804
Ppcdc	1.498523952605241	2.817521823066739	2.0697386604162222e-5	2_microglia	#CD00CD
Ppfibp2	1.7440715066272254	5.12338921326944	3.5488794255464433e-62	1_oligodendrocyte	#37FDFC
Ppp1r14a	3.5846675728427604	7.0225629136864915	1.430978945126845e-181	1_oligodendrocyte	#37FDFC
Ppp1r16b	5.581983459708544	3.86114409197273	3.3198637865366927e-25	1_oligodendrocyte	#37FDFC
Ppp2r3a	6.3045917698133325	2.462627177547707	3.623546249580097e-7	1_oligodendrocyte	#37FDFC
Prdm16	1.8699451957302573	6.6518990311713315	7.371458662143754e-269	3_astrocyte	#F0A804
Prdx1	2.7891354883237276	2.892152560469176	6.3772536157477e-11	1_oligodendrocyte	#37FDFC
Prdx6	7.060724754700023	4.130940781534967	2.881230683093526e-71	3_astrocyte	#F0A804
Prex2	13.45706596853544	6.088955162492973	1.1900444884024423e-214	3_astrocyte	#F0A804
Prima1	1.188790111632941	7.852718240263671	2.5364327188926067e-250	1_oligodendrocyte	#37FDFC
Prkcq	1.3595643324430264	5.768397958189619	1.1401030271670177e-91	1_oligodendrocyte	#37FDFC
Prkd1	3.95951317475848	3.7023045769099494	3.073811605559407e-52	3_astrocyte	#F0A804
Prodh	1.4728514458390476	2.2703754763593507	1.5277210085545578e-14	3_astrocyte	#F0A804
Pros1	1.1754501575771616	4.244513371586548	1.1107200795282235e-17	2_microglia	#CD00CD
Prr5l	11.534154516079946	8.69459068418324	0	1_oligodendrocyte	#37FDFC
Prxl2a	1.728913883764927	2.4302219755057353	3.7607378240124875e-17	3_astrocyte	#F0A804
Psat1	1.153521522552597	4.617501165910201	7.761224566788657e-44	1_oligodendrocyte	#37FDFC
Psd2	1.254410489177663	4.081553526793064	2.8347942979828378e-68	3_astrocyte	#F0A804
Pstpip2	3.322407162312986	4.709007036675269	3.935743883991688e-47	1_oligodendrocyte	#37FDFC
Ptbp3	1.7909057371056527	2.127222951960994	0.0097288295578923	2_microglia	#CD00CD
Ptch1	1.6546557767664218	2.9183610855587574	2.479070874010932e-27	3_astrocyte	#F0A804
Ptgds	47.2827146207502	4.691294146545706	2.3931683961467248e-45	1_oligodendrocyte	#37FDFC
Ptgs1	1.3046796755883934	5.1431213619250356	1.5434070737168638e-33	2_microglia	#CD00CD
Ptma	5.222402957505942	2.638005221775381	1.47648257748293e-8	1_oligodendrocyte	#37FDFC
Ptn	11.777493346847766	2.402162522533914	1.0361806628262091e-16	3_astrocyte	#F0A804
Ptpn11	2.1662338661453253	2.1150810133984637	5.776362396086156e-5	1_oligodendrocyte	#37FDFC
Ptprc	2.129594765560089	7.685892096959154	5.510679454301835e-146	2_microglia	#CD00CD
Ptprz1	13.621930784338485	5.1018301957961345	1.8872316168747662e-130	3_astrocyte	#F0A804
Pts	1.1452884964000192	3.053567301528807	1.0572996533773485e-30	3_astrocyte	#F0A804
Pygb	2.333516693929147	2.82661253262557	3.4701147210619904e-25	3_astrocyte	#F0A804
Qdpr	4.0683510802303315	5.021131489010275	1.8458073091314473e-58	1_oligodendrocyte	#37FDFC
Qk	24.04973044709487	4.1521089350941995	9.7110325503085e-32	1_oligodendrocyte	#37FDFC
Rab31	7.593088569372658	3.814426266609519	2.6514613838662763e-24	1_oligodendrocyte	#37FDFC
Rap1a	2.5210411758408138	2.456538856368287	4.133006021164646e-7	1_oligodendrocyte	#37FDFC
Rapgef3	1.6062008846666018	5.633617700356785	2.933278964664259e-171	3_astrocyte	#F0A804
Rasgrp3	1.634214946517034	5.962801201810614	1.4925430320056231e-58	2_microglia	#CD00CD
Rassf2	1.0930663398450016	3.814683788708813	1.0790429852661977e-12	2_microglia	#CD00CD
Rbm47	1.591676896838337	8.725088971284057	4.181147039214725e-224	2_microglia	#CD00CD
Rcbtb1	3.437228959845233	3.859396322660346	3.700127961516877e-25	1_oligodendrocyte	#37FDFC
Rcbtb2	1.2131421003304377	3.045647494836009	1.201012074111251e-6	2_microglia	#CD00CD
Rcsd1	1.1350659331986517	6.677915387724643	2.5924373604691798e-86	2_microglia	#CD00CD
Rdx	1.8697655759812328	2.3056331656908977	4.564457884877545e-6	1_oligodendrocyte	#37FDFC
Retreg1	1.600345376690787	2.0345826584590654	1.4886322048073e-4	1_oligodendrocyte	#37FDFC
Rffl	2.081907465186308	3.723886926268889	1.8072683019821436e-22	1_oligodendrocyte	#37FDFC
Rfx4	1.7204441262027632	4.632576364636228	3.743473962149225e-98	3_astrocyte	#F0A804
Rgma	1.551935344936925	4.3414581012543865	1.4560139514160083e-81	3_astrocyte	#F0A804
Rgs10	1.517369923981879	4.4823605240533775	3.388496601932738e-21	2_microglia	#CD00CD
Rgs20	7.2920673188107505	3.958903579412357	4.0040066016470905e-63	3_astrocyte	#F0A804
Rhob	1.2155730251450816	2.5835501378059176	4.649595415934492e-8	1_oligodendrocyte	#37FDFC
Rhobtb1	1.070451174193036	2.741566132072889	5.0494595817721015e-5	2_microglia	#CD00CD
Rhog	1.195949900393612	5.653974522714506	1.959998698979748e-85	1_oligodendrocyte	#37FDFC
Rhou	3.681457309792576	2.9825423533909974	6.736487939932396e-12	1_oligodendrocyte	#37FDFC
Rin2	1.0305528270986155	3.1603477235085298	1.3092022314539704e-33	3_astrocyte	#F0A804
Rmst	5.178271893732617	4.0677108416867	5.018026692303346e-68	3_astrocyte	#F0A804
Rnf13	4.282084033604446	2.7146328030098257	3.131358543499707e-9	1_oligodendrocyte	#37FDFC
Rnf180	1.8232131166084609	2.3058741959972604	0.00270764212623885	2_microglia	#CD00CD
Rnf220	7.636842834021205	4.259974944351421	2.641049190678007e-34	1_oligodendrocyte	#37FDFC
Rnf7	1.0721120725701494	2.479365733678738	3.0924840933565125e-7	1_oligodendrocyte	#37FDFC
Rorb	11.040427467833428	2.3747793161709376	3.026517540476858e-16	3_astrocyte	#F0A804
Rrbp1	3.452043499875027	3.0892492592846095	5.883819386310015e-7	2_microglia	#CD00CD
Rreb1	3.5871960374617733	4.374840568698737	8.206525023887031e-20	2_microglia	#CD00CD
Rtkn2	1.0137730530387536	4.667511823279213	1.3098668873197593e-44	1_oligodendrocyte	#37FDFC
Runx1	2.841972483597004	9.800269674073885	0	2_microglia	#CD00CD
S100a16	1.0644219290864654	4.154533066613854	2.926546329416487e-31	1_oligodendrocyte	#37FDFC
S1pr1	4.87365607815387	6.329067997954991	1.125293538168628e-237	3_astrocyte	#F0A804
Sash1	3.56557096256482	4.278980168984708	1.2024718008886656e-78	3_astrocyte	#F0A804
Sat1	5.79075354814071	4.380991412398846	3.3860956147600703e-84	3_astrocyte	#F0A804
Scamp2	1.1765270702272552	2.981849837730276	2.8369838994448e-6	2_microglia	#CD00CD
Sccpdh	1.291944105258909	3.122465650959895	1.9651154548904045e-13	1_oligodendrocyte	#37FDFC
Scd2	10.457269251002682	3.770252053121248	1.723941631005925e-23	1_oligodendrocyte	#37FDFC
Scg3	4.78039025941702	2.907720880769843	3.5834910717272854e-27	3_astrocyte	#F0A804
Scrg1	1.029764942674228	4.8140790831425875	9.029402393146122e-109	3_astrocyte	#F0A804
Sdc4	2.060810197538086	6.462444963149761	1.5887261633318326e-249	3_astrocyte	#F0A804
Sec11c	3.5470123875088593	3.541830541124527	2.091999442128819e-19	1_oligodendrocyte	#37FDFC
Sec14l5	5.03757433653602	8.1578431589971	3.168490871033624e-292	1_oligodendrocyte	#37FDFC
Selenop	1.3924872345515409	4.005017733403078	1.0912004131638608e-64	3_astrocyte	#F0A804
Selplg	4.041114719476225	9.485234271687176	1.275065e-301	2_microglia	#CD00CD
Sema6a	2.3401902152934873	3.197828419090481	2.0779975025026838e-14	1_oligodendrocyte	#37FDFC
Sept4	8.235878493664037	4.114899891460085	8.88393879527332e-31	1_oligodendrocyte	#37FDFC
Sept7	11.782625703811387	2.6255959892829086	1.8240368816462266e-8	1_oligodendrocyte	#37FDFC
Serinc3	3.459581888425682	2.9557637314074077	3.6371727330794866e-6	2_microglia	#CD00CD
Serpinb1a	1.499577979318376	7.45816595966392	2.4159313323642667e-214	1_oligodendrocyte	#37FDFC
Serpine2	2.8094973718121374	3.238723692575391	4.092489046310631e-36	3_astrocyte	#F0A804
Sft2d1	1.7192910458744284	2.338757025300933	0.00209387710522827	2_microglia	#CD00CD
Sfxn5	4.294167084016995	2.8590741070310046	5.372399331777166e-26	3_astrocyte	#F0A804
Sgk1	4.327164185060524	2.6870766004057884	5.712707120178692e-9	1_oligodendrocyte	#37FDFC
Sgk3	2.7156813591864704	2.6877725352195956	5.892246450909477e-9	1_oligodendrocyte	#37FDFC
Sh3d19	3.1617096812401413	3.03566142995526	1.759537816392424e-12	1_oligodendrocyte	#37FDFC
Sh3gl3	1.431692574772752	2.267869400917765	8.04090450348168e-6	1_oligodendrocyte	#37FDFC
Shisa4	3.904471470819411	2.03045653157711	1.5227334229924e-4	1_oligodendrocyte	#37FDFC
Siglech	4.320035095850466	9.716221896270635	0	2_microglia	#CD00CD
Sipa1	1.335371686116061	5.274804590277512	5.749264640098299e-37	2_microglia	#CD00CD
Sipa1l2	1.201296061179408	2.6689609808845023	1.0730197942535e-4	2_microglia	#CD00CD
Sirpa	3.04281669283946	2.196663338529575	0.00601500352403822	2_microglia	#CD00CD
Sirt2	2.891759127226683	3.2538625528865612	3.673185585006683e-15	1_oligodendrocyte	#37FDFC
Skap2	2.096748929732234	3.60954343071428	8.303802702146558e-11	2_microglia	#CD00CD
Slain1	2.9209286369923806	3.5999778958202153	2.3564786175453734e-20	1_oligodendrocyte	#37FDFC
Slc12a2	4.324777588806967	3.74938167256317	4.8857570737205965e-23	1_oligodendrocyte	#37FDFC
Slc13a1	1.1182529334722533	7.660031505061736	8.839902965668105e-226	1_oligodendrocyte	#37FDFC
Slc15a2	1.3927826912106862	5.771903495262574	8.50796224299178e-183	3_astrocyte	#F0A804
Slc1a2	52.99379578316253	4.107709368640219	2.650976352841586e-70	3_astrocyte	#F0A804
Slc1a3	15.50330030422236	6.590311997259944	4.831862525425277e-266	3_astrocyte	#F0A804
Slc20a2	1.5213225229618963	2.0117464640619276	1.9201341480892e-4	1_oligodendrocyte	#37FDFC
Slc24a2	25.532867429999857	2.178956059363755	2.5152537813640077e-5	1_oligodendrocyte	#37FDFC
Slc25a13	3.1633007454091793	5.690839277022986	2.8640355187249536e-88	1_oligodendrocyte	#37FDFC
Slc25a18	1.054878758701574	5.152385898841063	8.858055741612579e-132	3_astrocyte	#F0A804
Slc27a1	2.2712738244025488	3.634929810909923	1.3630679132820314e-49	3_astrocyte	#F0A804
Slc30a10	1.2177738634436526	5.01319509114325	4.3467197198791785e-122	3_astrocyte	#F0A804
Slc38a2	4.898886576468202	2.1406692530415117	4.289963196144233e-5	1_oligodendrocyte	#37FDFC
Slc38a3	1.0731970715685792	6.239638629219906	2.0697525151787556e-225	3_astrocyte	#F0A804
Slc39a12	4.278409395529248	6.882562666323799	4.5981745287419586e-291	3_astrocyte	#F0A804
Slc44a1	5.112884707203822	2.2032306995386377	1.8546269710348675e-5	1_oligodendrocyte	#37FDFC
Slc48a1	2.4178871822148458	2.6570244350862247	1.0502514109062724e-8	1_oligodendrocyte	#37FDFC
Slc4a4	10.231073192881553	3.770440156066384	4.272443120034449e-55	3_astrocyte	#F0A804
Slc6a1	3.4215850840080373	3.074568269386762	1.916270935878344e-31	3_astrocyte	#F0A804
Slc6a11	1.8659072880552725	4.569529153511739	1.7805401897714024e-94	3_astrocyte	#F0A804
Slc7a10	2.8494825063497937	6.835742034397662	3.373554248495718e-290	3_astrocyte	#F0A804
Slc7a11	2.3988126156002463	5.2932823763754655	7.111610333249196e-139	3_astrocyte	#F0A804
Slco1c1	4.125067389432866	6.156160017809485	1.5629791931217194e-219	3_astrocyte	#F0A804
Slco2b1	3.208122784628827	8.773625713284641	2.0468092424208633e-243	2_microglia	#CD00CD
Slco3a1	2.577523953841665	2.254455685095617	9.581041168752323e-6	1_oligodendrocyte	#37FDFC
Smad7	2.6939368155429504	3.434319337700721	1.0585707512999714e-17	1_oligodendrocyte	#37FDFC
Smap2	3.058970382590864	2.1747357513469505	0.00699084460894326	2_microglia	#CD00CD
Snx29	3.899500705988917	2.6854433247353446	8.466789778751827e-5	2_microglia	#CD00CD
Snx30	2.1354732922105892	2.3837688009190927	1.3684176520246637e-6	1_oligodendrocyte	#37FDFC
Soat1	1.5840416352307083	3.366837902037022	4.4508606245252356e-40	3_astrocyte	#F0A804
Soga1	1.268603101810258	4.216322209134988	2.2369843454159187e-17	2_microglia	#CD00CD
Sox10	3.22853437633974	6.5770232943618065	1.1286657916359759e-145	1_oligodendrocyte	#37FDFC
Sox2	1.1916751918858226	4.3797593587139305	2.3583205346203387e-83	3_astrocyte	#F0A804
Sox2ot	8.87469075753282	3.441327947311506	7.949654825173929e-18	1_oligodendrocyte	#37FDFC
Sox6	3.702170424642971	2.751462601522848	1.9494246444741967e-23	3_astrocyte	#F0A804
Sox8	1.8490817417837375	3.171870816998156	4.463121893551795e-14	1_oligodendrocyte	#37FDFC
Sox9	1.490972787599956	4.97928735199421	4.028130108919038e-120	3_astrocyte	#F0A804
Sparc	2.3961306464582544	4.939626539090453	9.432423078430735e-30	2_microglia	#CD00CD
Sparcl1	19.45651040358574	3.7106324074820902	1.0624401724974796e-52	3_astrocyte	#F0A804
Spi1	1.161450293125945	8.794660590069723	1.9133943879627363e-211	2_microglia	#CD00CD
Srgap1	1.35929915508152	3.0888703892664418	4.969799925680748e-13	1_oligodendrocyte	#37FDFC
Srgap2	11.547734346953646	3.0645869130644594	8.072193314408172e-7	2_microglia	#CD00CD
Ssh2	7.132392481569896	2.1332037819914333	0.00921371368604353	2_microglia	#CD00CD
St18	21.456295851562825	8.509289125786506	0	1_oligodendrocyte	#37FDFC
St3gal4	2.4875480988968683	4.87813544889744	3.425495500225406e-114	3_astrocyte	#F0A804
St3gal6	3.335736933664918	3.634272029461048	4.5339072071322165e-11	2_microglia	#CD00CD
St6gal1	2.613588075006528	3.499264477659771	1.0989144719112162e-18	1_oligodendrocyte	#37FDFC
St6galnac3	13.069001084478664	3.2139123156556657	1.1346541587198988e-14	1_oligodendrocyte	#37FDFC
Stab1	1.2158343819556716	8.079603333344467	1.3468541012779055e-164	2_microglia	#CD00CD
Stard13	3.1102652731079106	4.560299434979212	1.5495543428551236e-42	1_oligodendrocyte	#37FDFC
Stard9	1.2680646454852111	2.426165758335758	0.00103601300865419	2_microglia	#CD00CD
Stmn4	6.2083323875865295	3.0391521486418074	1.4944109382573386e-12	1_oligodendrocyte	#37FDFC
Ston2	1.112591292787945	5.716149031858503	2.4613908166329606e-177	3_astrocyte	#F0A804
Stox2	5.411190226692119	2.4464485762974317	1.7470425320805695e-17	3_astrocyte	#F0A804
Stxbp3	2.9097911878091143	3.931998863313315	1.3098489857817352e-26	1_oligodendrocyte	#37FDFC
Sugct	1.013416340868191	4.127802303253648	4.251824279475866e-70	3_astrocyte	#F0A804
Sulf2	1.5451884854974671	2.0619990404834945	1.1053399863198e-4	1_oligodendrocyte	#37FDFC
Synj2	1.7257742686832878	2.882670026890087	8.446153291104334e-11	1_oligodendrocyte	#37FDFC
Sypl	1.759982148317606	2.758935124086765	1.3345095860097976e-9	1_oligodendrocyte	#37FDFC
Sytl2	2.6509780829789222	2.1076289997198145	6.311243161762282e-5	1_oligodendrocyte	#37FDFC
Taldo1	2.6740485134299745	3.703626274126865	3.7456403575250666e-22	1_oligodendrocyte	#37FDFC
Tanc1	1.215042670422069	2.6729153256251252	8.508596823030411e-9	1_oligodendrocyte	#37FDFC
Tank	1.0922047833069233	2.031445561886181	3.36560638657929e-11	3_astrocyte	#F0A804
Tbc1d16	1.1679117690265064	4.153717641290569	1.5621878016419154e-16	2_microglia	#CD00CD
Tbc1d5	7.478531949201917	2.3908413623575413	1.1854570329599377e-6	1_oligodendrocyte	#37FDFC
Tbxas1	1.8226746602834136	6.336372592744256	2.7945793850108437e-72	2_microglia	#CD00CD
Tcf7l2	2.033726670449772	5.304041568072446	1.934190406537555e-144	3_astrocyte	#F0A804
Tead1	2.1447198887353354	3.133440387913702	4.9956476110353885e-33	3_astrocyte	#F0A804
Tgfbr1	12.344649708022908	6.5489380417476575	1.809323282213991e-84	2_microglia	#CD00CD
Tgfbr2	1.8210592913082737	5.461132976763038	3.6650051828178944e-42	2_microglia	#CD00CD
Tiparp	2.0631738508112476	3.094335355252698	6.617160500532432e-32	3_astrocyte	#F0A804
Tjp2	1.3195225508555686	3.4001934624353063	4.0818660298213295e-17	1_oligodendrocyte	#37FDFC
Tkt	1.823094360356116	2.836359892615347	2.3957797199069883e-10	1_oligodendrocyte	#37FDFC
Tlcd1	1.2286072742789782	5.92560270272986	7.697328698932423e-196	3_astrocyte	#F0A804
Tlr3	1.16262195373654	6.485100757569773	7.52596392704646e-250	3_astrocyte	#F0A804
Tlr7	1.0402976199904153	8.373634010426002	9.99728890798988e-188	2_microglia	#CD00CD
Tm7sf3	1.3250912754472015	2.9193870154953387	3.647342894970428e-11	1_oligodendrocyte	#37FDFC
Tmbim1	1.582578493469862	3.746039375734306	7.372848122482452e-23	1_oligodendrocyte	#37FDFC
Tmcc3	6.50778314451561	4.850825941734074	2.901606678000479e-28	2_microglia	#CD00CD
Tmeff1	2.906343882109532	2.8646384184783993	1.2168654608980804e-10	1_oligodendrocyte	#37FDFC
Tmeff2	22.696000016604984	3.1138648893321688	1.9189489424540059e-13	1_oligodendrocyte	#37FDFC
Tmem119	1.396217250846349	8.578657824061992	1.519330956618413e-215	2_microglia	#CD00CD
Tmem151a	2.0047408529879616	2.023419359180207	1.6793494499765e-4	1_oligodendrocyte	#37FDFC
Tmem163	1.3945677441618638	3.140179538206723	1.555323631010918e-13	1_oligodendrocyte	#37FDFC
Tmem164	2.4984799952852423	3.2534294508350845	1.4656370819485876e-36	3_astrocyte	#F0A804
Tmem47	3.617866791233528	4.345442024492295	5.660282853789012e-82	3_astrocyte	#F0A804
Tmem63a	1.3301296453158222	7.551007986470465	3.4948083737605495e-225	1_oligodendrocyte	#37FDFC
Tmod2	5.4188993823821425	2.5971843164897392	3.20632045937431e-8	1_oligodendrocyte	#37FDFC
Tnfaip6	2.7310616461538384	5.7982861840687185	5.396545552398314e-94	1_oligodendrocyte	#37FDFC
Tnfrsf19	1.4168131661544996	2.181826858099308	3.1451085840509123e-13	3_astrocyte	#F0A804
Tnni1	1.5213225229618963	8.01275545935254	1.5780253620712235e-269	1_oligodendrocyte	#37FDFC
Tns3	1.8379442926004712	4.926577286014698	2.0952556966368574e-54	1_oligodendrocyte	#37FDFC
Tprkb	2.8128458806157832	4.128943785641648	7.44850751052862e-71	3_astrocyte	#F0A804
Traf6	1.0355175966822738	2.0426036192426884	1.3843969235169e-4	1_oligodendrocyte	#37FDFC
Trem2	2.0962104734071874	7.5715725748428095	9.830838000247516e-140	2_microglia	#CD00CD
Trf	17.819388338503312	6.805183563865494	4.2617345843256915e-165	1_oligodendrocyte	#37FDFC
Tril	1.0931896388374076	6.272134801069585	1.6563676307414155e-228	3_astrocyte	#F0A804
Trim59	2.2182086290005687	6.171770789144456	4.3831775087237186e-116	1_oligodendrocyte	#37FDFC
Trp53bp2	1.3387141225871064	4.185463745177134	2.2197776550065942e-73	3_astrocyte	#F0A804
Trpm3	14.803954392025563	3.0557544650622597	7.6212989334160795e-31	3_astrocyte	#F0A804
Trps1	6.91673887614324	2.6554331325099003	1.72464967558656e-21	3_astrocyte	#F0A804
Tsc22d3	1.4816166600603566	3.9433216051768967	5.790751629000249e-62	3_astrocyte	#F0A804
Tsc22d4	2.5459500318545785	3.408473949252203	1.557802823309948e-41	3_astrocyte	#F0A804
Tspan2	6.12559705079655	7.007362553603091	5.632391216814384e-181	1_oligodendrocyte	#37FDFC
Tspan7	15.315291383452934	2.381390252146218	2.2132668125600806e-16	3_astrocyte	#F0A804
Ttc28	1.9109814975910888	2.5073343801358683	5.0023884495929e-4	2_microglia	#CD00CD
Ttll7	7.182859191122344	2.358944084951362	1.944274637192472e-6	1_oligodendrocyte	#37FDFC
Ttyh1	5.753329037982313	2.359270647882207	5.339009720071205e-16	3_astrocyte	#F0A804
Ttyh2	2.4383058390508343	6.268309054159246	1.0991894108842704e-123	1_oligodendrocyte	#37FDFC
Ttyh3	2.370251805216206	2.764976083581238	8.649546472274987e-24	3_astrocyte	#F0A804
Tuba1a	6.519385432633471	2.174361956184451	2.69938512277547e-5	1_oligodendrocyte	#37FDFC
Tubb4a	10.42173548456083	3.94830595126158	4.4963360476057475e-27	1_oligodendrocyte	#37FDFC
Tulp3	1.390123581278379	2.311430488211108	3.59512590010627e-15	3_astrocyte	#F0A804
Tulp4	5.170693372012204	2.2987215348972425	4.85420249408615e-6	1_oligodendrocyte	#37FDFC
Tyrobp	1.3768328231446645	6.804247619269591	2.468625627228095e-92	2_microglia	#CD00CD
Ubash3b	2.111287250508498	2.8027060635993246	2.4736515180823605e-5	2_microglia	#CD00CD
Ubc	2.6456745357487956	2.2660307898312704	8.013274985260891e-6	1_oligodendrocyte	#37FDFC
Ube2d1	2.1903650060424025	2.407934151528182	9.338067649299184e-7	1_oligodendrocyte	#37FDFC
Ugp2	2.056870775416149	3.229121136629993	8.018182328912763e-36	3_astrocyte	#F0A804
Ugt8a	4.70822405354514	6.38813375014829	1.8630343968249718e-132	1_oligodendrocyte	#37FDFC
Unc13c	4.062332092141026	3.813146217524144	1.6546377255044797e-56	3_astrocyte	#F0A804
Unc93b1	3.307198748437438	7.50345704674271	1.0300998725652875e-139	2_microglia	#CD00CD
Usp53	2.346221330272393	2.574381532443088	8.10327027787471e-20	3_astrocyte	#F0A804
Usp54	2.7140902950174324	3.123848397786043	1.6104520839999677e-13	1_oligodendrocyte	#37FDFC
Ust	1.0230542606914756	2.1783096303727065	2.9583830574357e-5	1_oligodendrocyte	#37FDFC
Vav3	1.8369525354590384	2.9938823870837252	3.1162263611910886e-29	3_astrocyte	#F0A804
Vcl	3.0814159837788115	3.1667533596250523	4.865760020850182e-34	3_astrocyte	#F0A804
Vegfa	2.020825063000429	3.9548543551311752	1.0664092191997706e-62	3_astrocyte	#F0A804
Vmp1	7.215741183949131	2.220746750530665	1.455200660825496e-5	1_oligodendrocyte	#37FDFC
Vrk2	1.1969884105790336	3.649996964123734	4.4681819143799686e-11	2_microglia	#CD00CD
Vsir	2.1495176495868207	7.993967306405138	5.877783961515938e-174	2_microglia	#CD00CD
Wasf2	2.039134102952227	3.81384857302308	9.16384449796827e-13	2_microglia	#CD00CD
Wasf3	2.917732994612346	2.401531802038096	1.081322352554913e-16	3_astrocyte	#F0A804
Washc2	1.1908873074614352	2.4095930224322393	9.13400187209868e-17	3_astrocyte	#F0A804
Wdfy2	1.1883731093782848	2.126951691676859	0.00988051290643709	2_microglia	#CD00CD
Wdr17	21.51761605778297	3.373087962221419	1.6829142757994386e-40	3_astrocyte	#F0A804
Wipf1	2.020916672039849	4.429025253399883	1.5861147072856651e-38	1_oligodendrocyte	#37FDFC
Wscd1	1.5417411797978848	4.61620438084683	5.227357043163585e-44	1_oligodendrocyte	#37FDFC
Wwc1	1.5929053350050657	2.0062696457920244	6.786252309138831e-11	3_astrocyte	#F0A804
Ypel2	3.6329298526369143	2.9599127961479024	1.180023407303468e-11	1_oligodendrocyte	#37FDFC
Ywhaq	4.495286632255546	2.776688045432505	8.448579271664985e-10	1_oligodendrocyte	#37FDFC
Zbtb20	19.228220891619515	4.245466036054059	3.2472907259373407e-77	3_astrocyte	#F0A804
Zdhhc20	3.5881148785423425	2.1721009329981067	2.793456630133928e-5	1_oligodendrocyte	#37FDFC
Zeb1	4.158552477469327	2.0551413727314243	1.576143946807391e-11	3_astrocyte	#F0A804
Zeb2	12.39836753722912	2.0508204196377147	1.1987896065405e-4	1_oligodendrocyte	#37FDFC
Zfhx3	6.7990880163659275	6.2061436308780795	4.3687800757348877e-69	2_microglia	#CD00CD
Zfp36l1	1.051530249897928	4.792902873956844	1.7268047718807442e-107	3_astrocyte	#F0A804
Zfp521	1.3580172909845958	4.824153500936664	5.743609855006792e-110	3_astrocyte	#F0A804
Zfp536	12.242178071301884	4.226734134615923	1.958509025912154e-33	1_oligodendrocyte	#37FDFC
Zfp710	2.9098179805529005	3.949837560494191	2.8601485918665673e-14	2_microglia	#CD00CD
Zhx2	1.002484444479817	2.854534352191493	1.013010611344294e-25	3_astrocyte	#F0A804
Zhx3	1.891415046294812	2.289763325354567	7.535251203836685e-15	3_astrocyte	#F0A804
Znrf3	2.054014694377745	2.1963856210111468	1.8580922949042362e-13	3_astrocyte	#F0A804
