gene	gene_length_bp	base_mean	log2fold_change	padj
Pomk	13529	24.994682315800254	0.03408048588405941	0.9456394042134952
Nphp1	48165	13.613671522088044	0.04593237951602497	0.9456275774901516
Sepsecs	29621	30.82955293567528	0.03406048959189081	0.9455570283056692
Clec1a	27228	1.1955556425427447	-0.14490604139145055	0.9453882904956152
Pold4	1735	17.554806967073436	0.04691856594787261	0.9453843918061262
Frmpd3	93204	8.315722000643612	0.06333544557524624	0.9452609321866052
Tmppe	6171	1.9495281805495623	0.13760898956184953	0.945231114732716
Zfp541	34520	0.8712536363897473	0.21103816073870696	0.945231114732716
Fgr	27815	2.709432177931099	-0.09392242651834674	0.9451428041992704
Tspyl1	3085	183.05623452764695	-0.01586127044504494	0.9451428041992704
Pcdhb5	3534	10.325566840446731	-0.05195918307097402	0.944968517023339
Gm45311	1329	9.541899175012889	0.06283210361525783	0.9449270212119067
Cpeb3	187309	28.780252239961634	-0.03273596273022447	0.9448933817523748
Foxf2	5587	4.52502390249251	-0.07801101289134423	0.9448933817523748
Gas2l3	35144	2.6400683034722814	-0.11077760920905076	0.9448933817523748
3300002I08Rik	51830	2.3095922544871668	0.12344969278597198	0.9448431179051002
Bccip	11812	15.925082111864317	-0.04998112020909753	0.9448431179051002
Gm27199	12108	3.3654563031911544	0.0966451938562641	0.9448431179051002
Rpl36a-ps1	448	58.177293775559114	0.10406310258805825	0.9448257837469816
Timm10b	3581	53.40040366253079	0.02401153385256877	0.9448257837469816
Zfp180	25789	94.98122355299816	-0.02280718505244856	0.9448257837469816
1700001L05Rik	13435	2.221874503563328	-0.13364508148798634	0.9447085143263956
Ctxn2	11208	26.123029611177575	0.0347967716756832	0.9447085143263956
Smim18	5658	22.94035093205599	-0.03854997691190354	0.9446933078497493
Lyrm9	20286	43.762830507110714	0.02748298072062922	0.944616619886444
Pptc7	39916	4.504289184751149	0.08340650157734922	0.944616619886444
Slc16a10	108726	2.8640863035676056	-0.09651647988343232	0.944616619886444
Vps35	39410	86.34597608442576	0.02268638123406619	0.944616619886444
Rexo4	10823	34.405257299973506	0.03507942631174398	0.9444800041218188
Mettl2	13969	3.984362356072477	0.08938043344939026	0.9444780742416766
Mmp11	13274	5.943179856904007	-0.0732259095041795	0.9444780742416766
Thoc1	37583	6.244800006365351	-0.07206198947681423	0.9444780742416766
2900052L18Rik	1783	5.368997801622981	-0.07212122737277814	0.944473870048544
Crebl2	28777	55.42393788487427	-0.0233306840384255	0.944473870048544
Dok4	12502	2.5945713074928936	-0.1092906510104831	0.944473870048544
Nrsn1	18462	341.8158044411566	0.01606407617110927	0.944473870048544
Acad8	25431	50.32903849195717	0.02486406281966905	0.9444715402118714
Baat	17135	1.2095551226518857	-0.1697278676328346	0.9444715402118714
Cd55	23717	3.8384397464062134	-0.0883073155932306	0.9444715402118714
Sst	1385	468.0785969267781	0.01251404351851293	0.9444681481372058
A630052C17Rik	2649	1.297915143469197	-0.14412169147089976	0.9444462143986538
Junos	115784	2.5091845759187885	-0.11434642947374858	0.9443331075624084
Tmem150c	81936	26.531358667476223	-0.03576683803507224	0.9442555550017452
2310015A10Rik	12298	14.478172707426976	0.04534016352334613	0.9442482941304982
Exosc9	13121	4.948196574293397	-0.09060144895383708	0.9442482941304982
Hcn1	385098	60.92652703047337	0.02701558630045755	0.9442482941304982
Man1c1	142600	125.06364902386744	0.01750721286492807	0.9442482941304982
Rbp4	8652	59.684476191775154	0.0477706522466023	0.9442482941304982
Txn2	13959	131.12103819439338	-0.01884195873418996	0.9442482941304982
Capn9	42620	1.3357797556554212	0.16777508986209771	0.944012566678978
Ccdc125	27523	12.892189424176053	0.04901658604834889	0.944012566678978
Gm14845	305	6.940702190485874	-0.12812672243766343	0.944012566678978
Plcb2	20921	2.471437971548705	-0.1284340514219885	0.944012566678978
Tbc1d13	18267	36.60400044591465	0.04166510665959999	0.944012566678978
1700081N11Rik	1020	1.1472095997743372	-0.15973573516904538	0.9439559276115632
Cdc42se1	7677	161.5805294755978	0.02586400666076797	0.9439559276115632
Cacng2	128280	290.38502103154667	0.01884379045118711	0.9439021022810936
Cd93	6923	10.139175968401318	0.06234524374918864	0.9439021022810936
Osbpl10	253656	3.39215633290026	-0.09779473242745824	0.943867101786132
Capsl	30010	3.661329562953592	0.09323481708160455	0.9438438294433936
Selenok-ps1	784	1.3011995690654274	-0.16405820194390006	0.9438438294433936
Tspan8	33061	2.368231818770305	0.10863149556448834	0.9438401426465164
Osbpl7	18276	46.21854029788614	0.03089207733132618	0.9437575657071148
Tfpi	43920	8.99168123689992	0.05545720426467686	0.9437575657071148
Chrnb2	18437	56.93895875054584	0.02528266144504888	0.9434622734927888
S100a3	18043	1.2386736433056311	0.1620383331683413	0.9434622734927888
Aars2	14002	27.988822755679124	-0.03340667907101469	0.9434063565786558
Ppp2r2c	86565	1359.2792794847535	-0.01554184433755751	0.943031759720196
Aktip	88192	185.50338869070325	0.01921278387138971	0.9428606193414976
Ddx41	6248	29.16802027058856	-0.047731311829163	0.9428606193414976
Dld	20176	75.57854861933986	0.02394173075333146	0.9428606193414976
Ppp6r3	120821	150.07256304631915	-0.01950763472623115	0.9428606193414976
Smo	25862	34.57257377620335	-0.03722086025875312	0.9428606193414976
Zdhhc6	44741	32.650081407216945	-0.03044683403789851	0.9428606193414976
Gm16099	1756	0.938144419409294	-0.16819149135641	0.9428170729264906
Coq10b	19932	40.81841412865429	-0.02984507403112086	0.9427874064781702
Gm10244	1407	3.1913452422720066	-0.10162179391745572	0.9427874064781702
Ccdc18	100753	0.8260235977720757	-0.19871236630418265	0.9427790902718046
Ces1e	28401	3.5111309511034237	0.09504871487595488	0.9427790902718046
Ccdc146	131716	1.1681308764975646	0.16799406549775675	0.9427046349998098
Gm8226	797	58.898943177742765	0.10243931995247169	0.9427046349998098
Synj1	75216	337.1633325142392	0.01789484496931102	0.9427046349998098
Atp6v0d1	41582	207.7203418999807	0.01369000992327934	0.9424530987374594
Ldhd	6589	10.013592428312313	-0.05298289492797078	0.9422224265485344
Mau2	26611	7.10121073600702	0.06899585427891265	0.9422224265485344
Slc38a9	77998	42.94473289199853	0.02739315398531247	0.9422224265485344
Tmem238	5099	11.504557502482884	-0.04934219934618004	0.9422224265485344
Wapl	74055	20.62841434909194	0.04043213161479402	0.9420211391943324
8430432A02Rik	1247	1.080308237776016	0.1712298119427043	0.9420148352981872
Cd4	23529	5.757861163808099	0.07952989418067169	0.9420148352981872
Ep300	66726	30.641196473334418	0.03206608846624212	0.9420148352981872
Gm24265	140	1.4490830586368255	-0.1595666076708616	0.9420148352981872
Gm8451	446	12.606560829838315	0.14909344415098802	0.9420148352981872
Gss	29629	22.477185679116516	-0.042467561937649743	0.9420148352981872
Masp2	12945	2.0999313256565797	-0.12704348115842423	0.9420148352981872
Lsr	15694	3.4923577872687037	-0.0904021085679758	0.9419675198127168
Rnft2	54380	32.22880395521518	0.04730132037308107	0.9419377031345731
Tcea1	40095	107.7718466258718	0.02067668241126518	0.9418624213458
Pex6	14078	16.803783268497305	0.04309118602681242	0.941860034374064
Trmt11	66524	13.353347959596409	-0.04661274213189272	0.941860034374064
Cep72	25799	3.2747640960713316	-0.09765210874136328	0.9418248698481992
Gm50232	5725	2.889714556854635	-0.10593948330107668	0.9416676856058164
Amdhd2	7933	23.31516441049291	0.04283818870027495	0.9416504773445484
Mrnip	25671	1.282425303170761	-0.16462543307620986	0.9416504773445484
Acox1	27157	171.69619635677384	-0.0148034985649984	0.94154597601863
Zfp938	16430	86.37641694460771	-0.02219810543436742	0.94154597601863
4933421O10Rik	4181	9.406222464873991	0.06531578034308219	0.9415062426956176
Cdk17	106196	138.1674275383563	0.0196124940706102	0.9415062426956176
Igf1	78777	42.79331897167229	0.03770378269128777	0.9415062426956176
Nedd1	37674	3.149769871001616	0.116402790044492	0.9415062426956176
Fbxo42	56149	25.140920721514185	0.03699001474858975	0.9414762421162544
Inpp4a	110871	54.694319170576186	-0.02982105845627189	0.9414554639253426
Pbrm1	102454	126.98289345605689	-0.02599433058376382	0.9414388582555782
Arnt	62852	33.38614696925596	0.03246780665821847	0.9414235332864844
Dusp22	51232	24.680757708441806	-0.04126505119986286	0.9413975156691016
Gm14303	170	388.2904560539323	0.10568504514861086	0.9413975156691016
Impact	37098	180.53731086208555	0.01888636342967698	0.9413858783564546
Mastl	40418	1.6559124196282178	0.15606023920813694	0.9413858783564546
Olfml3	15779	44.25294262839294	-0.03499477299415829	0.9413858783564546
Saxo2	15568	12.925991477451658	0.06206681120031371	0.9413858783564546
Tada2b	10615	2.1508962139979113	-0.1321118929356322	0.9413858783564546
Syne2	292792	13.105389025220177	0.04805491119476367	0.9413626281714962
Zcwpw2	164259	1.0570311773174517	0.18419312786021663	0.9413626281714962
Lingo3	11238	65.88158567961591	0.02349996020870828	0.9412866448947425
Scly	22737	17.09868729557459	-0.0461190409864214	0.9412866448947425
Gm14173	277	1.628462668437248	-0.16408010139880966	0.9412699820217564
Prkaa2	80016	28.06187468040728	0.03487185165319412	0.9412699820217564
Sf3b3	36548	81.13544505657019	0.02187158655688328	0.9412699820217564
A730009L09Rik	8767	1.1558650398272914	-0.15759234869898464	0.941040086035612
Acsm1	55489	3.574207165357716	0.1174266340765466	0.941040086035612
2010320O07Rik	19373	2.1925101280798627	-0.11656619617153614	0.9409333513211806
Acrbp	13578	19.88140654912834	-0.04472135411583657	0.9409333513211806
Apba1	190709	196.8410933112504	-0.01667771955474071	0.9409333513211806
Cerox1	4685	30.446880917149336	-0.03456048777655166	0.9409333513211806
Ppcdc	55029	20.6472489842217	-0.04192947798751097	0.9409333513211806
Ppfia4	36145	363.4944534092084	-0.01974368668991942	0.9409333513211806
Sarnp	60296	153.3427755048703	0.0180884876621432	0.9409333513211806
Xxylt1	126288	47.74618359340302	-0.03407251945183156	0.9409333513211806
D16Ertd472e	36370	22.525828920526127	-0.03809947055311834	0.9409197390407268
Jrk	7234	14.771283708283711	0.04531269168546944	0.9409034900503026
Dvl3	17028	40.215235606385946	0.02828468630339777	0.940451151707295
Arrb1	71305	370.911736878629	0.01743285254409646	0.9403559252618036
Bcl2l11	36509	11.420403342803978	0.05782265085547958	0.9403559252618036
Chchd1	1419	138.82519840988053	0.01704223808425961	0.9403559252618036
Cpne5	82611	64.90869069805916	-0.03322187440745921	0.9403559252618036
Eva1b	2131	5.813642401242799	0.07231925521549548	0.9403559252618036
Eya4	247822	7.334474267993169	0.06441349981486975	0.9403559252618036
Frk	127879	0.828851920541935	-0.2013792432782859	0.9403559252618036
Gm4149	275	137.4347906386756	0.28798357846389944	0.9403559252618036
Gm50012	4916	2.0635930236773095	0.13335809193657108	0.9403559252618036
Gpr171	5373	3.1771368341575608	-0.11833788326146474	0.9403559252618036
Pde7a	88214	52.12571629374886	-0.0282720578077315	0.9403559252618036
Prg4	16753	10.77563990066245	0.07809835852705067	0.9403559252618036
Rbm4	9608	7.648770961636107	-0.0666587628966622	0.9403559252618036
Rpl21-ps8	482	9.156743659677554	-0.4383379889592965	0.9403559252618036
Rpl3-ps2	1213	1.6567945696597772	-0.14869663480511086	0.9403559252618036
Slc37a4	6116	26.22914232377299	-0.03700600072356815	0.9403559252618036
Tasl	21145	1.005441128563553	-0.18025849477457279	0.9403559252618036
Tbc1d24	30131	75.5528510978375	-0.02438154204780865	0.9403559252618036
Trrap	92046	24.07187301684536	0.0420792740266069	0.9403559252618036
Atg10	288612	24.02617907864778	0.04055903057650002	0.9402017442548762
Gapvd1	80638	143.68594475175829	0.01555826321443368	0.9402017442548762
Gdpd3	9315	1.8014864038881928	0.14099449007544568	0.9402017442548762
Gm6402	413	5.922639916212842	0.14550459481857134	0.9402017442548762
Itih4	15877	11.28259176739576	0.08133656779089284	0.9402017442548762
Marveld1	4303	33.22718268793961	-0.03607311533705825	0.9402017442548762
Rps27a-ps2	466	19.98060375092763	0.1088692235147035	0.9402017442548762
Tm2d2	6049	78.72608794997478	0.02018337605434104	0.9402017442548762
Tmem72	37850	11.46128136655267	-0.0565153237410767	0.9402017442548762
Ttc16	18607	1.2780023057799483	-0.16644384077926402	0.9402017442548762
Wnk3	122074	12.542583800187296	0.05558761498206767	0.9402017442548762
Zfp74	23274	19.168590798460443	-0.04205159275073047	0.9402017442548762
Eepd1	122563	52.23430818857923	-0.02883988611906085	0.9400822796697368
Tcf4	345723	482.7276248232205	0.01739711202244088	0.9400822796697368
Ncoa4	19990	57.414582330505894	-0.02683620052950026	0.9397846184854836
Fam43b	2436	33.47592745419806	0.0371107893930973	0.93976080719647
Gm32122	32135	1.9978529351570145	0.12501609645990508	0.93976080719647
Kcnh1	319385	49.316922328205806	-0.02951275886090255	0.93976080719647
Mycl	6833	19.043693838119104	-0.04436320001929989	0.9397431009629788
Mzt1	11590	77.84423499630253	-0.02321644833356733	0.9397431009629788
Washc1	8958	41.952452622630986	0.02983912899534894	0.9397431009629788
Dync1i1	302400	476.9067304621324	-0.01584275757602776	0.9396198084052134
Ms4a7	15107	2.119671444561864	-0.12628401898738767	0.939585578371382
Gm5963	235	65.06567081711859	0.10294048659491756	0.9394822384696768
Cdk15	96087	1.0932518734712973	-0.17654928514484855	0.9394349292531688
Ngb	5008	14.349196261226734	-0.05347314031132151	0.9394349292531688
Tank	75586	15.93066861687971	-0.04484742842919161	0.9394349292531688
Pik3cb	103967	44.0747927550485	-0.02840140521064544	0.9389936020107512
Slc26a10	9252	4.089546644887237	0.08599156040429054	0.9389936020107512
Wbp1	2515	30.96287875577567	-0.03706714584103324	0.9389936020107512
Napb	38482	380.65459773113344	0.01870042335828767	0.9389760255603056
Polr2e	3846	83.70363623285324	-0.02355266163761524	0.9389760255603056
Gm48488	6180	1.234636082353373	-0.16728765744666618	0.938948848863188
Rcn3	9308	12.586406630766431	0.06113332367878309	0.9387534169727424
E430024P14Rik	65320	6.354204130567569	0.07603232943582702	0.9387505787044124
Aftph	56505	103.8645361367416	0.01921562274307969	0.9387382061429632
Tatdn3	17106	19.729501044296384	-0.04104419616716648	0.9387382061429632
Ccdc81	37481	2.330693824155526	0.13982832509907148	0.938651996111804
Srpx2	24020	3.0566782507885266	-0.09880033072871414	0.9385482640247562
E130307A14Rik	110595	39.34567483306501	-0.02841518177188223	0.9385403790537016
Msh2	51383	104.91882024885008	0.02164838168472456	0.9383037372044548
Zfp780b	20036	13.789509175063102	0.04916985898764246	0.9383037372044548
2500004C02Rik	4916	3.4075798397357375	0.10320539286544336	0.9383034281436006
Brip1os	103073	22.64454656446818	-0.03980370338937503	0.9383034281436006
Capn3	41346	11.699229306962309	-0.04992866499584527	0.9383034281436006
Cd164l2	12424	2.5565276528011736	-0.11576433155215958	0.9383034281436006
Clns1a	24162	100.43690745360024	-0.02047914632518596	0.9383034281436006
Cnrip1	27785	99.89837997080832	-0.02010745736020407	0.9383034281436006
Gm33594	3825	2.8445714706770593	0.10904655716757118	0.9383034281436006
Ktn1	91446	57.1127679021352	0.02918863051330155	0.9383034281436006
Lin7c	10150	101.94819241562558	-0.01928749695237262	0.9383034281436006
Pi4k2b	27766	4.64748682916429	0.096525544748082	0.9383034281436006
Plekhg5	42902	65.52346466640026	-0.02427609587052985	0.9383034281436006
Polr1has	7033	11.323314411291143	-0.05507602905565243	0.9383034281436006
Psip1	30779	88.024829356261435	0.02603149328255194	0.9383034281436006
Rbm5	30625	121.56535220269228	-0.02327750969971899	0.9383034281436006
Rps6	2752	22.55467751541603	-0.16587312599073875	0.9383034281436006
Yipf2	4146	0.8074559489273746	-0.22946839632418797	0.9383034281436006
Cdh19	89258	11.557852564008046	0.06846952335563837	0.9377923962009304
Disp1	135256	9.125324002119044	0.05796316478726232	0.9377923962009304
Gm16244	2422	1.0506423904543318	-0.2013276424341321	0.9377923962009304
Naxe	1975	189.0436694624735	-0.02027203894591004	0.9377923962009304
Pdcd6ip	56515	55.6555491322294	0.02610818481325722	0.9377923962009304
Tctn1	26612	8.937539660959354	-0.07144431784762678	0.937737436705618
Bola2	4397	111.31194998960854	0.03455236666207007	0.937693919808338
Esco1	43845	21.217182935628077	0.0393925976914779	0.9376763387607596
Dynll1	3889	684.1814726998548	-0.01744373856657238	0.9376591422429322
Oprl1	5969	50.47059316857292	-0.02718398020468675	0.9376591422429322
Scn3a	110509	29.88143000054256	0.03375477489460683	0.9376591422429322
Tor4a	3920	3.1665639689858187	0.1092148013784457	0.9376591422429322
2310074N15Rik	581	2.8004528951386187	-0.11212920882404728	0.93762333009973
1600012H06Rik	16386	21.67946658596885	-0.04091280001186996	0.9376144222377994
A430005L14Rik	4688	34.433342600719925	-0.0326038835674104	0.9376144222377994
Gm42912	19574	6.358274673830462	0.09034334491026208	0.9376144222377994
Kcnq2	59721	210.77775115426823	0.02922706557160572	0.9376144222377994
Pcdhb21	4704	1.2905938673997683	-0.196383264990336	0.9376144222377994
Xylt2	13664	20.277568527726583	0.0462635382323317	0.9376144222377994
Zc3h7a	39801	64.57372577233369	-0.02693693560157551	0.9376144222377994
Acsl1	65014	38.68753545389453	-0.03377593772961203	0.9374695373067068
Dpy30	24470	54.81091537212871	0.02920452655802833	0.9374695373067068
Gm29521	92120	2.6360031904160746	0.15744475666736094	0.9374695373067068
Psmc5	6966	405.59861260867183	-0.01846413482486945	0.9374695373067068
Sdhc	23438	326.93589144711177	-0.01346063126462234	0.9374695373067068
Gm15327	1898	1.037628681131506	0.18330023217787336	0.9374257758994056
Slc35a1	24181	34.30447462266953	0.03229391426403791	0.937252813051328
Tubb2b	3718	2668.653978090554	-0.02985086696708379	0.937252813051328
Armt1	22674	35.70488140256952	-0.03389125608900016	0.9372143955972596
Cept1	45542	49.42202183373028	0.02746411190724929	0.9372143955972596
Ddx19b	28563	32.908367896206485	0.03475726803727034	0.9372143955972596
Eif1ad	4785	75.18577956759461	0.02313401696383516	0.9372143955972596
Gm36001	1976	1.6404602865700588	-0.1566708827518561	0.9372143955972596
Pcmt1	51763	216.2953908862075	0.01577758450967421	0.9372143955972596
Pou3f4	2927	2.2804281951685774	-0.11886320120111088	0.9372143955972596
Tmem151a	14672	87.83479653404699	-0.04265548646509905	0.9372143955972596
Zfp946	32467	15.97111597992544	0.04665105115838936	0.9372143955972596
Gm10373	46093	1.3018453970557369	0.1692368828254232	0.9369509345558662
Slc7a6os	10218	10.137619505898796	0.06126697546570171	0.9368048355633144
Tspyl2	5573	49.70308200029635	0.03550762482127875	0.9368048355633144
Plppr1	280986	12.915164046096663	0.05223867326771742	0.9367954254647652
Cracdl	108408	171.2575912911944	0.0214809316834224	0.936691156946546
Prepl	26771	38.0139818866799	0.03463207979363494	0.936691156946546
Serpinb9	14707	7.597165737156885	-0.06618026567183358	0.936691156946546
Mrps31	18304	30.130518382161924	-0.03429402786862706	0.9366891573491696
2700097O09Rik	34449	18.230338729336054	-0.04334351748136105	0.9364645987911616
Usp22	23270	287.6662457957599	0.01690358631250405	0.9364645987911616
Enox2	278552	9.569046411439937	0.06405580036954585	0.936379990280352
Lrrc3	4961	16.89437039745906	0.04675402424165253	0.936379990280352
Lrrc58	20469	82.99559307401441	-0.02400173342405497	0.936379990280352
Pax3	95867	3.353800879796679	0.10700406635473972	0.936379990280352
Cers2	8808	59.218055559861085	-0.02699789836071109	0.9362616787716772
Ttc23	115502	3.0296565113685525	0.11643182060398016	0.9362194465157478
Ipo9	48187	93.35273381761014	0.02264187998780896	0.9360681956780758
Lingo2	1245100	15.298533396168876	-0.05026468959461908	0.9360681956780758
Pcif1	15150	48.139826189335864	-0.03049084463804481	0.9360681956780758
Stk32a	111099	7.392746472273786	0.0747274864492208	0.9360681956780758
Npy2r	9701	14.950267368073115	0.05567460784345187	0.9360058802816374
Plin5	5995	1.886385551141732	0.1415449015609829	0.9359503394743164
2210418O10Rik	13759	9.00427479841981	0.06812255199830371	0.9359280625561868
9630001P10Rik	6770	2.665320455818822	-0.11784814430150684	0.9359280625561868
A330023F24Rik	61529	5.1197904780797465	0.08766221244998498	0.9359280625561868
A430027H14Rik	1466	2.5490252868853243	-0.11742720081370785	0.9359280625561868
Apbb1ip	101559	21.57752220152415	-0.04377254621865225	0.9359280625561868
Atr	94184	13.743088052590874	0.0527543198872036	0.9359280625561868
Bud31	7716	11.491941104125404	-0.07337465904821801	0.9359280625561868
Cep112	435423	2.6673066766076996	-0.10699534672724122	0.9359280625561868
Cnot7	23307	76.80462540234005	-0.02594205673580778	0.9359280625561868
Copz1	27154	93.00431308466952	0.0209324262765199	0.9359280625561868
Cox17	5772	581.3702244056253	-0.01401750347270768	0.9359280625561868
D830030K20Rik	25863	1.4951027510276205	-0.238673270277896	0.9359280625561868
Efna5	277133	7.950223954099385	0.06780090174261845	0.9359280625561868
Ext1	282121	61.13906458492192	-0.02751647790715236	0.9359280625561868
Fnip1	80036	39.44990366236641	-0.03748858055165627	0.9359280625561868
Fry	379108	93.45421024451062	-0.02082984736179228	0.9359280625561868
Glod4	122738	20.563775310939352	-0.0422995972790328	0.9359280625561868
Gm10051	413	8.507245476232576	-0.703908616404954	0.9359280625561868
Gm11966	86	79.11254855296937	0.05208638305687418	0.9359280625561868
Gm29480	6594	1.1192481810282762	0.19437637709688851	0.9359280625561868
Gm34121	11108	1.2463367341028646	-0.16697086821264043	0.9359280625561868
Gm34934	16181	2.0909920113217013	-0.11983189824964624	0.9359280625561868
Gm37768	12626	2.9837397565430277	-0.11116543505245756	0.9359280625561868
Gm43532	3815	1.0378138520007736	0.1873713087374231	0.9359280625561868
Gsta1	12028	8.367825116302457	0.2679017292741534	0.9359280625561868
Mtif3	12227	16.18892861499987	-0.04901103630517207	0.9359280625561868
Prickle3	10926	1.5621683991280404	-0.14598194100988543	0.9359280625561868
Prr14	17148	29.173518413436692	-0.03642356962585674	0.9359280625561868
Pstpip2	92965	0.9174861144916976	0.18431017538177705	0.9359280625561868
Ptk7	65033	5.409800266711561	0.08814435745746305	0.9359280625561868
Rcn1	13028	41.57292766217119	-0.04032817822144661	0.9359280625561868
Rpf1	15473	19.698948980760186	-0.04344291965216297	0.9359280625561868
Scyl1	13068	36.117940985852854	-0.08226722945895194	0.9359280625561868
Shisa6	314239	39.90880280485	-0.03774157747980412	0.9359280625561868
Sprr1a	1943	32.01174757036685	0.07213329133513084	0.9359280625561868
Stambpl1	48104	6.563300104610872	-0.07567659088419898	0.9359280625561868
Tbc1d23	62642	29.840978255390425	-0.03357869943083182	0.9359280625561868
Tph2	106381	5.221659166349247	0.11901930946946476	0.9359280625561868
Trip11	79224	16.209690505047938	0.04708200346566968	0.9359280625561868
Zfp110	15816	16.22763184880208	0.04702418329097208	0.9359280625561868
Zfp598	12329	50.06185554102933	-0.02676737285124117	0.9359280625561868
Tfe3	12642	41.46317373700512	-0.03040560801826559	0.935733540893544
1110018N20Rik	4106	3.6782938040261417	-0.10116886604924166	0.9357054757055134
Casp2	17523	5.968814799231898	0.07589749531952047	0.9357054757055134
D130020L05Rik	6476	7.4948842485855405	0.06658113852965991	0.9357054757055134
Dlgap3	67818	143.46180801312838	-0.02356438599877682	0.9357054757055134
Frat1	2613	13.352465085286672	-0.05267614910835844	0.9357054757055134
Gtf3c1	66826	57.95835650450125	-0.02664378166215185	0.9357054757055134
Mgat3	41798	87.3707343995168	-0.02769191435821897	0.9357054757055134
Nck1	53841	9.919965721641804	-0.06056701362999237	0.9357054757055134
Pld3	21218	161.571414531317	-0.03567483207920342	0.9357054757055134
Pstk	23341	18.698515377705796	-0.0447565558610244	0.9357054757055134
Rad54l2	101112	25.067796651649317	-0.04950411820611445	0.9357054757055134
Tmco4	86283	6.110976620858222	-0.0943646454466681	0.9357054757055134
Tmem214	11168	50.156633477289446	-0.04105996085977118	0.9357054757055134
Wdr59	73295	18.526473048712504	-0.04423886166681556	0.9357054757055134
Arhgap27	32195	19.15036345061481	0.04991911181133043	0.935440462545672
Dennd1c	12609	3.4332849724885848	0.0937767559344738	0.935440462545672
Gm13828	362	1.1796534239586156	-0.19403076067365552	0.935440462545672
Sema4g	14296	19.75152201928919	-0.04563558848398866	0.935440462545672
Trdmt1	35654	11.527764709977664	-0.05549497567431244	0.935440462545672
2600014E21Rik	178977	1.779199801147435	0.13071734973828156	0.935439137436558
Aste1	16837	7.705497678309587	-0.06882246394143411	0.935439137436558
Cklf	14077	10.389226020070064	0.05869036567102566	0.935439137436558
Cops6	3575	82.82474664627345	0.02116784908441576	0.935439137436558
Gba2	11945	33.466166265312495	0.03944708126767661	0.935439137436558
Gm11739	7955	1.7772254397599687	0.14916444738912693	0.935439137436558
Gm26670	3306	1.7714010566511198	0.1387912717290537	0.935439137436558
Gm3800	553	1.036074549487523	0.21033366141576432	0.935439137436558
Ltb	1881	1.01384820033418	-0.19618751069486356	0.935439137436558
Nr0b2	3160	1.1824578959012426	-0.1769805308883106	0.935439137436558
Psen2	36434	44.388171415179386	-0.02859213422895873	0.935439137436558
Sp5	2806	1.7290566248754884	0.15758870546877565	0.935439137436558
Tram2	82930	1.903357609305908	-0.15534060400175503	0.935439137436558
Gm8893	4387	1.684364625171289	0.3938137416135952	0.9354008650087656
Mal2	31655	180.93295132508888	-0.02558862977071264	0.9354008650087656
Tex15	68844	1.936946654323732	0.14772798888747415	0.9354008650087656
Tmub2	4306	45.28891274223552	-0.03143721537415518	0.9354008650087656
Zfp932	13890	49.982326168622066	-0.03916823547536614	0.9354008650087656
Actr1a	18937	116.4052971534152	-0.02826179601563834	0.9353440243809578
Lonrf3	33988	1.4997389452711316	0.1719282318641128	0.9353440243809578
Slc52a2	5776	787.4388016556062	-0.03448546745487656	0.9353440243809578
St6galnac4	12603	40.1540428025736	0.03730302355463343	0.9353440243809578
Gm20635	13018	0.852403672698744	0.22518827384427728	0.9350797224084274
Pbdc1	37334	50.2783382762547	-0.02666747111810466	0.9350379786071776
Syt17	67505	45.01802145099117	-0.03149196445453187	0.935030895317838
Hapln4	7405	77.85267716117635	-0.02996803348873419	0.9349997656776792
9030407P20Rik	4134	9.40309641724301	0.06358442318562921	0.9349800545995288
Gm10516	14127	13.151263032590148	-0.05616643671869931	0.9349800545995288
Gm28784	4700	1.2945537042383206	0.1853955310034025	0.9349800545995288
mt-Td	69	104.6245185419676	-0.02618205150683383	0.9349800545995288
Fbxo16	57355	12.253841283434948	-0.05596329240350372	0.934926857188248
A530058N18Rik	54761	9.75453023998515	0.06618276954069442	0.9348723433683792
Cep162	65959	24.179416429720348	-0.04064914961790056	0.9348723433683792
Ctps2	131270	25.355044990107135	0.03766864782498144	0.9348723433683792
Mob3c	8093	12.253912354086482	-0.05335475741910508	0.9348723433683792
Mrpl57	3062	58.125752714630906	0.02632018380704877	0.9348723433683792
Ormdl3	6112	53.180451448389405	-0.03364444588124266	0.9348723433683792
Polr2i	1442	32.98776845525525	-0.04791727130927822	0.9348723433683792
Ppp4r4	81548	40.66437390118618	0.03286718377039167	0.9348723433683792
Ppp6r1	27524	94.65479381697308	0.02113004140400575	0.9348723433683792
Rnf138	26883	33.528374205765196	-0.03338915364996375	0.9348723433683792
Sdf4	20738	218.0932309339165	0.01742961923413023	0.9348723433683792
Tmem109	11341	93.79224619179242	0.02724950967528747	0.9348723433683792
Cenpv	14315	53.159383012036386	-0.03231444142350462	0.9347375948247272
Trim28	31921	139.69721762658142	-0.01853040642852983	0.9344627842393683
Cox15	19746	36.14540748902199	0.04068192103193519	0.9343787408695248
4930581F22Rik	14194	8.695177482818591	-0.06915214864452499	0.934286331217088
Epor	4609	7.905593927238403	-0.0671890748532936	0.934286331217088
Ggt1	24596	6.050676332593272	-0.08741259614321811	0.934286331217088
Gm20186	2297	2.099653999672398	-0.14594459860856285	0.934286331217088
Mthfs	167037	29.415926691138537	-0.06323375333680561	0.934286331217088
Plpp5	4850	11.620330735587414	0.05740388487654844	0.934286331217088
Ptch2	20026	3.8320824485130114	-0.10031993258201996	0.934286331217088
