FeatureID,FeatureName,microglia Average,microglia Log2 Fold Change,microglia P-Value
ENSMUSG00000040188,Scamp2,1.1765270702272552,2.981849837730276,2.8369838994448e-06
ENSMUSG00000030557,Mef2a,9.760597804123321,2.9702741225037776,2.9181704690286524e-06
ENSMUSG00000024222,Fkbp5,2.980894215459078,2.9615008271014895,3.551321110548285e-06
ENSMUSG00000017707,Serinc3,3.459581888425682,2.9557637314074077,3.6371727330794866e-06
ENSMUSG00000004508,Gab2,4.409418845808235,2.948908510071874,3.971313635015442e-06
ENSMUSG00000073411,H2-D1,1.04622063956593,2.9202698794706285,6.919013593648938e-06
ENSMUSG00000066406,Akap13,3.0756625286673147,2.8962509504577185,7.823180680493387e-06
ENSMUSG00000029723,Tsc22d4,2.2329783799690746,2.889348846762319,8.596661533200063e-06
ENSMUSG00000005142,Man2b1,1.3601406770682136,2.8921495179787007,8.624052735355132e-06
ENSMUSG00000079671,2610203C22Rik,1.1549888172253833,2.874369527000417,1.092235205267936e-05
ENSMUSG00000008398,Elk3,1.2669877328351176,2.8424485166745312,1.5880687109281812e-05
ENSMUSG00000031214,Ophn1,4.155267460386146,2.8311893101391505,1.6663976753546337e-05
ENSMUSG00000027763,Mbnl1,5.954250042367501,2.8284553484966732,1.701479616166959e-05
ENSMUSG00000017561,Crlf3,1.7322139976755515,2.8275906119354532,1.821991535244856e-05
ENSMUSG00000063849,Ppcdc,1.498523952605241,2.817521823066739,2.0697386604162226e-05
ENSMUSG00000055435,Maf,2.9017411356771987,2.8171145912254816,2.0962523211658677e-05
ENSMUSG00000032020,Ubash3b,2.111287250508498,2.8027060635993246,2.4736515180823605e-05
ENSMUSG00000032067,Pts,1.1275275446479966,2.7801940938827796,3.269330912848069e-05
ENSMUSG00000025283,Sat1,2.9410484474056147,2.7495947169639585,4.390997641988439e-05
ENSMUSG00000031925,Maml2,2.5350523783203287,2.742188091822976,4.8059215624400376e-05
ENSMUSG00000019944,Rhobtb1,1.070451174193036,2.741566132072889,5.0494595817721015e-05
ENSMUSG00000021242,Npc2,1.0036825898872328,2.726160360596734,5.9519655964798807e-05
ENSMUSG00000021639,Gtf2h2,1.5453696528843124,2.7222993858407554,5.976506909555338e-05
ENSMUSG00000071669,Snx29,3.8995007059889164,2.6854433247353446,8.466789778751827e-05
ENSMUSG00000039361,Picalm,3.315814049638187,2.6832087942535052,8.727802913550389e-05
ENSMUSG00000001995,Sipa1l2,1.2012960611794081,2.6689609808845023,0.00010730197942535895
ENSMUSG00000022971,Ifnar2,1.1216045250724818,2.598069797392198,0.0002209959142599554
ENSMUSG00000087475,4933406I18Rik,5.462100961274727,2.5827664044445755,0.00023783298094085355
ENSMUSG00000033713,Foxn3,5.781405562027478,2.573313949520024,0.00025963898821303535
ENSMUSG00000041225,Arhgap12,1.369832890919056,2.5691557794415,0.0002848289209750918
ENSMUSG00000004633,Chn2,2.585128816549681,2.53557916625412,0.00038540367649754937
ENSMUSG00000033209,Ttc28,1.9109814975910888,2.5073343801358683,0.0005002388449592914
ENSMUSG00000026737,Pip4k2a,3.644810864241781,2.4985240795341186,0.0005321690664946653
ENSMUSG00000015745,Plekho1,2.1193640953842,2.4994007270246525,0.0005326610828467371
ENSMUSG00000069662,Marcks,1.8065209705320098,2.491785650255706,0.0005768198273592901
ENSMUSG00000022807,Osbpl11,1.2642954512098834,2.4844157273093552,0.0006230542830568996
ENSMUSG00000016495,Plgrkt,1.5900615278631967,2.4803517902321257,0.0006376455681337964
ENSMUSG00000048490,Nrip1,2.886664358575888,2.4731034784493016,0.0006655436077488669
ENSMUSG00000053012,Krcc1,1.1269890883229499,2.471552876455785,0.0007023609473049795
ENSMUSG00000000149,Gna12,1.2632185385597898,2.467329637269682,0.0007240670369822517
ENSMUSG00000043831,Lysmd4,3.2549684849078986,2.429771641333208,0.0009720257310530572
ENSMUSG00000062078,Qk,8.477994837861846,2.424780501571713,0.0010125536179812745
ENSMUSG00000033705,Stard9,1.2680646454852111,2.426165758335758,0.0010360130086541914
ENSMUSG00000022799,Arhgap31,1.2691415581353047,2.4152456961683004,0.001175530413080444
ENSMUSG00000030691,Fchsd2,3.6081958341385985,2.3953855145168967,0.001297736605885873
ENSMUSG00000035891,Cerk,1.7004450744977904,2.3968891267644215,0.0013116766141774746
ENSMUSG00000026110,Mgat4a,1.8097517084822907,2.3745183167079973,0.0015753030619240537
ENSMUSG00000061143,Maml3,5.272025878533206,2.3686961076860586,0.0016195120013013141
ENSMUSG00000073468,Sft2d1,1.7192910458744284,2.338757025300933,0.002093877105228275
ENSMUSG00000041890,Git2,1.6417533350676894,2.315825691281546,0.0025209686266054634
ENSMUSG00000021720,Rnf180,1.8232131166084606,2.3058741959972604,0.002707642126238858
