FeatureID,FeatureName,microglia Average,microglia Log2 Fold Change,microglia P-Value
ENSMUSG00000068015,Lrch1,2.683127867708198,2.281415401940035,0.0032382878698907908
ENSMUSG00000034707,Gns,2.563052107222762,2.2693094069172752,0.0035402416938639697
ENSMUSG00000097589,Dleu2,6.508860057165704,2.264734613599215,0.003616038619086811
ENSMUSG00000085201,Nr6a1os,1.0941432524950951,2.2259917720701896,0.0050090196431502795
ENSMUSG00000037902,Sirpa,3.0428166928394598,2.196663338529575,0.0060150035240382265
ENSMUSG00000032870,Smap2,3.058970382590864,2.1747357513469505,0.006990844608943262
ENSMUSG00000021709,Erbin,1.0586051350420063,2.159519737280039,0.008107566207290464
ENSMUSG00000037926,Ssh2,7.132392481569896,2.1332037819914333,0.00921371368604353
ENSMUSG00000028382,Ptbp3,1.7909057371056527,2.127222951960994,0.009728829557892307
ENSMUSG00000014547,Wdfy2,1.1883731093782848,2.126951691676859,0.00988051290643709
ENSMUSG00000035158,Mitf,1.7182141332243348,2.1171845137687777,0.01046730747635825
ENSMUSG00000033790,Tubgcp5,1.3574483954429797,2.1161769950888596,0.010547816895570411
ENSMUSG00000038349,Plcl1,5.080873883141593,2.0946765631358364,0.012221450996367325
ENSMUSG00000035919,Bbs9,2.386976888932459,2.08781795443235,0.012593388869975911
ENSMUSG00000063253,Scoc,1.3628329586934476,2.087439195137006,0.012875036450605972
ENSMUSG00000027423,Snx5,1.0903740582197674,2.058074730025024,0.01547041888835599
ENSMUSG00000038400,Pmepa1,2.084364434256158,2.019536522777063,0.019317994614772016
ENSMUSG00000040957,Cables1,1.0252208428891048,1.9964675980928863,0.022541272038749696
ENSMUSG00000075595,Zfp652,2.368130917555821,1.9859402928144687,0.02347333451386858
ENSMUSG00000038623,Tm6sf1,1.7031373561230245,1.985671874794984,0.02367000795465302
ENSMUSG00000051864,Tbc1d22a,1.2917567237872702,1.9588681705498192,0.02776483201274647
ENSMUSG00000035133,Arhgap5,4.587109433073679,1.9039984384238333,0.03710096092064729
ENSMUSG00000035953,Pip4p1,1.5728309254616992,1.8986971571912115,0.03869021571287201
ENSMUSG00000030447,Cyfip1,2.274439516997678,1.8956875246196825,0.039040529142695506
ENSMUSG00000056216,Cebpg,1.0052979588623734,1.8908290631730267,0.04082551355340616
ENSMUSG00000036943,Rab8b,1.6993681618476968,1.882055190539342,0.04247208176353387
ENSMUSG00000025880,Smad7,1.003144133562186,1.8745758765967635,0.04481904460829902
ENSMUSG00000039621,Prex1,1.2971412870377381,1.8660677318608614,0.046366376817598434
ENSMUSG00000040940,Arhgef1,1.4726780490029947,1.829466318345939,0.055714556916745164
ENSMUSG00000030272,Camk1,1.7160603079241477,1.8279119308221419,0.05607169397480611
ENSMUSG00000020935,Dcakd,1.0548359407666787,1.811917061747963,0.06119722398900543
ENSMUSG00000030199,Etv6,2.584590360224634,1.8081938662235568,0.06167243781472913
ENSMUSG00000042410,Agps,1.0295284934894793,1.8093646763380162,0.06202301745220387
ENSMUSG00000022311,Csmd3,21.01325808495132,1.7917142183974386,0.0664537727717576
ENSMUSG00000039206,Daglb,1.067220436242755,1.7888114878927204,0.06854241025971189
ENSMUSG00000112437,Gm35188,5.588099741335678,1.7796078335196066,0.0705537822473027
ENSMUSG00000021224,Numb,5.968249906818717,1.7740525617133547,0.07210050743731578
ENSMUSG00000008496,Pou2f2,1.4791395249035562,1.7735656132271624,0.07257718397617292
ENSMUSG00000045078,Rnf216,1.9782885382219386,1.772410084373373,0.07260706071835143
ENSMUSG00000053819,Camk2d,2.5915902924502423,1.766504416693409,0.07478131665556864
ENSMUSG00000021978,Extl3,1.6229073636910514,1.7582476150363426,0.07811439954546752
ENSMUSG00000025860,Xiap,1.3149103457642826,1.7479836150966908,0.08185874984928211
ENSMUSG00000021939,Ctsb,2.175363553189067,1.7409073670166768,0.08405092537315323
ENSMUSG00000021218,Gdi2,1.6245227326661917,1.7384374297886134,0.08511801299052364
ENSMUSG00000040990,Sh3kbp1,1.857135865086409,1.7377741773177888,0.08532923621685636
ENSMUSG00000042328,Hps4,1.3019873939631594,1.7368495800312562,0.08591956193657065
ENSMUSG00000035967,Ints6l,1.433909193599625,1.7310798953823348,0.0881213467521458
ENSMUSG00000030766,Arhgap17,1.7009835308228374,1.727118201952119,0.08937464541282511
ENSMUSG00000044950,Pwwp2a,1.588984615213103,1.7245287434044687,0.0905931323682364
ENSMUSG00000034709,Ppp1r21,1.417755503848221,1.706424751936268,0.09883299311632916
ENSMUSG00000026074,Map4k4,1.9917499463481085,1.6991643530285703,0.10161500703045549
ENSMUSG00000024381,Bin1,2.348746489854136,1.6997982172550328,0.10161500703045549
ENSMUSG00000027660,Skil,1.0709896305180828,1.6992250469217962,0.10256811099857867
ENSMUSG00000045962,Wnk1,2.9076641552527134,1.6835341919897748,0.10799278378687702
ENSMUSG00000060579,Fhit,2.782742287841856,1.6769674500322758,0.11139718710710805
ENSMUSG00000019920,Lims1,1.8894432445892169,1.6744839674763432,0.11277906916586435
ENSMUSG00000026249,Serpine2,1.1749117012521149,1.658587633530272,0.12222633683041757
ENSMUSG00000053580,Tanc2,14.730549684305274,1.6423482926945967,0.12787773559629967
ENSMUSG00000053641,Dennd4a,4.711492844159489,1.6426396812041448,0.12800709969317325
ENSMUSG00000028163,Nfkb1,1.3197564526897037,1.6424048298049767,0.1291648186075536
ENSMUSG00000024776,Stambpl1,1.2077575370799696,1.6314077820901915,0.13572196003040016
ENSMUSG00000028565,Nfia,3.302352641512017,1.6228303627519336,0.13988408741993674
ENSMUSG00000040430,Pitpnc1,2.365438635930587,1.622216732976305,0.140794994823127
ENSMUSG00000017677,Wsb1,1.198603779554174,1.6190166375865498,0.14275650985095287
ENSMUSG00000007817,Zmiz1,1.3666021529687753,1.6171135848636924,0.14363693740897074
ENSMUSG00000032046,Abhd12,2.6179746523775353,1.6147293752740086,0.14410919933732433
ENSMUSG00000037706,Cd81,3.0223553524876814,1.6141408880866062,0.14458927503205063
ENSMUSG00000052681,Rap1b,1.2212189452061395,1.6100396291773338,0.1474250140259537
ENSMUSG00000035954,Dock4,8.141998091032644,1.594616151648196,0.15558422588673226
ENSMUSG00000024535,Snx24,1.975057800271658,1.590119727968192,0.15927520997795813
ENSMUSG00000022270,Retreg1,1.2023729738295017,1.5873083421108467,0.1617901359023046
ENSMUSG00000028788,Ptp4a2,1.3477561815921373,1.585069082534434,0.16297929794409907
ENSMUSG00000029050,Ski,1.286910616861849,1.5777713500518047,0.16773934204882027
ENSMUSG00000038740,Mvb12b,1.1248352630227627,1.563889161350797,0.17798807600324903
ENSMUSG00000041417,Pik3r1,2.618513108702582,1.5601251918565062,0.17934777332944052
ENSMUSG00000021477,Ctsl,1.5523695851099208,1.5552771829270402,0.18325656653713412
ENSMUSG00000022443,Myh9,1.1765270702272552,1.5501104004057031,0.1877993427869147
ENSMUSG00000003746,Man1a,1.3929865128960683,1.5487249511946675,0.1894625269539044
ENSMUSG00000021725,Parp8,1.3132949767891422,1.539110652498091,0.1952864881721528
ENSMUSG00000031709,Tbc1d9,1.4457552327506547,1.5354409514591767,0.19792554027694434
ENSMUSG00000057672,Pkn1,1.169527138001647,1.5341383377017865,0.19921098360041856
ENSMUSG00000022180,Slc7a8,1.6568301121689997,1.5317788930510294,0.20008584410371924
ENSMUSG00000022781,Pak2,1.599753741714039,1.5316011189189176,0.2002214338085553
ENSMUSG00000068798,Rap1a,1.3784481921198048,1.5272813910518068,0.20382587139363653
ENSMUSG00000027130,Slc12a6,2.644359012304829,1.5190595503208169,0.20891651224800883
ENSMUSG00000027087,Itgav,1.3251410159401718,1.5196246172265573,0.20989452073776368
ENSMUSG00000052512,Nav2,11.763655333297413,1.5138700844302542,0.21196990463858342
ENSMUSG00000032554,Trf,1.040836076315462,1.523532490177325,0.2124511643218134
ENSMUSG00000050708,Ftl1,1.1840654587779105,1.5118293558861478,0.2163711600399553
ENSMUSG00000045658,Pid1,2.763357860140171,1.5039209652641146,0.22061310950196852
ENSMUSG00000049659,Aftph,1.4872163697792582,1.48450908724051,0.23730531792154516
ENSMUSG00000030629,Zfand6,1.1684502253515534,1.4701647626228465,0.2502085405214637
ENSMUSG00000063972,Nr6a1,2.8855874459257946,1.4619745184237158,0.25567239844622025
ENSMUSG00000038773,Kdm3b,1.1738347886020213,1.4547463386483366,0.26255873620565096
ENSMUSG00000056515,Rab31,1.6826760157712461,1.4495028873656877,0.2682958330770096
ENSMUSG00000039191,Rbpj,1.2486802177835263,1.447613825987554,0.2693378885428918
ENSMUSG00000022587,Ly6e,1.8205208349832267,1.446047028800677,0.2699134972989659
ENSMUSG00000022378,Fam49b,3.842962791859003,1.438409643661605,0.2746020583899255
ENSMUSG00000034342,Cbl,1.1415274090992134,1.4352583782386021,0.2789875607791749
ENSMUSG00000049775,Tmsb4x,5.224103265604041,1.421833263674524,0.2893354033886632
ENSMUSG00000056608,Chd9,5.916019643289178,1.418998805765158,0.2915932014305157
ENSMUSG00000029616,Erp29,1.1765270702272552,1.4186480701763415,0.29433705009261313
ENSMUSG00000006333,Rps9,1.1856808277530508,1.413333832387928,0.29947734829654277
ENSMUSG00000033335,Dnm2,1.5556003230602016,1.4055862855067276,0.30488466707429723
ENSMUSG00000016534,Lamp2,1.3892173186207408,1.402178254632033,0.30875671668868065
ENSMUSG00000004207,Psap,2.6077439822016464,1.3898418435293463,0.3202079207757829
ENSMUSG00000022108,Itm2b,6.3704767816286765,1.3854219524017772,0.32392390023817935
ENSMUSG00000070372,Capza1,1.0898356018947206,1.3872354641615183,0.32415649004535885
ENSMUSG00000031129,Slc9a9,5.038335833462896,1.3778385449756079,0.3319017806500426
ENSMUSG00000023923,Tbc1d5,3.847270442459377,1.3749240413585977,0.33473766933191595
ENSMUSG00000000326,Comt,1.618599713090677,1.370919076569943,0.34020266234913277
ENSMUSG00000036503,Rnf13,1.7725982220540615,1.3641537254087928,0.34747131535607484
ENSMUSG00000022708,Zbtb20,4.05026847700202,1.3637040634534412,0.3478970920354655
ENSMUSG00000038271,Iffo1,1.2422187418829647,1.361530904556662,0.3502519556460788
ENSMUSG00000024544,Ldlrad4,6.898702436499586,1.3485931337473744,0.3627227886197184
ENSMUSG00000029629,Phf14,2.7057430333601635,1.3409977419622354,0.3708175799633415
ENSMUSG00000028149,Rap1gds1,3.962500096019392,1.3369205838211888,0.37457687372939097
ENSMUSG00000020134,Peli1,1.021990104938824,1.3281843414845191,0.3870721936419693
ENSMUSG00000114150,Gm46367,2.3912845395328333,1.3245969925770524,0.38837976533370855
ENSMUSG00000024052,Lpin2,2.03698027765204,1.3239852642075731,0.3891125313259265
ENSMUSG00000041992,Rapgef5,4.457879915062447,1.3229944984984376,0.3896438674907409
ENSMUSG00000037062,Sh3glb1,1.6336764901919874,1.3220973601873238,0.39192783354091126
ENSMUSG00000038910,Plcl2,4.081498943854735,1.31818508966128,0.3944930256709093
ENSMUSG00000023026,Dip2b,5.765790328601121,1.3143642879999915,0.3987257880693123
ENSMUSG00000030760,Acer3,1.479677981228603,1.298210432108747,0.4191124152530141
ENSMUSG00000091908,Gm17231,1.251910955733807,1.2973328839919964,0.42057897774690284
ENSMUSG00000054693,Adam10,1.6762145398706845,1.2962970752209007,0.42066436794493917
ENSMUSG00000039531,Zup1,1.2863721605368021,1.2950589678983349,0.42269880689966627
ENSMUSG00000037805,Rpl10a,1.043528357940696,1.2944895804967036,0.4250850748679547
ENSMUSG00000040249,Lrp1,1.9707501496712834,1.2863478922045313,0.4320406483657097
ENSMUSG00000038733,Wdr26,1.0973739904453759,1.2736784740666456,0.4483276936629107
ENSMUSG00000054640,Slc8a1,10.079902404876073,1.2705471841343292,0.4494002209931994
ENSMUSG00000025583,Rptor,1.8991354584400593,1.2596767155336237,0.4626800312459503
ENSMUSG00000059923,Grb2,1.329448666540546,1.2590167628840843,0.46434191358317484
ENSMUSG00000038481,Cdk19,1.2852952478867086,1.2581845381018761,0.4660854176904282
ENSMUSG00000015733,Capza2,1.5270621378327214,1.2559440277490963,0.4672418680293768
ENSMUSG00000042699,Dhx9,1.030066949814526,1.256058854307235,0.467629265212009
ENSMUSG00000006169,Clint1,1.3989095324715832,1.2511012891989233,0.4728506988739589
ENSMUSG00000041685,Fcho2,2.1430561736862592,1.2486573961904182,0.4747518023940235
ENSMUSG00000028478,Clta,1.8377514373847241,1.248430199468231,0.47510459786239506
ENSMUSG00000032846,Zswim6,2.237286030569449,1.2387754412767977,0.48618974055650926
ENSMUSG00000064357,mt-Atp6,1.992826858998202,1.241103188868333,0.48696199657328554
ENSMUSG00000020700,Map3k3,1.6864452100465737,1.2345286783606884,0.49145689984344976
ENSMUSG00000064354,mt-Co2,1.8959047204897783,1.22995889429706,0.49960171712496093
ENSMUSG00000025862,Stag2,1.2567570626592284,1.2249581229848632,0.5031498769420789
ENSMUSG00000035354,Uvrag,2.3552079657546976,1.2225635061771714,0.5049496394234054
ENSMUSG00000034892,Rps29,2.062826181254286,1.2214658493510775,0.5069467772888848
ENSMUSG00000035064,Eef2k,1.2260650521315608,1.2147350737297586,0.5161707353325087
ENSMUSG00000026473,Glul,1.447370601725795,1.210520519424746,0.5220034224767002
ENSMUSG00000039428,Tmem135,2.073595307755222,1.208599011076375,0.5220034224767002
ENSMUSG00000064351,mt-Co1,3.7530405855761875,1.2087970410890312,0.5251427071331606
ENSMUSG00000021686,Ap3b1,1.1043739226709843,1.2056946562918163,0.5266023955101956
ENSMUSG00000024238,Zeb1,2.517821775918831,1.2049291374213311,0.526653345652584
ENSMUSG00000004798,Ulk2,2.3772846750816163,1.1993103854330318,0.5332927982448699
ENSMUSG00000022415,Syngr1,1.5453696528843124,1.1982241558864843,0.5348997302291433
ENSMUSG00000041765,Ubac2,1.1092200295964054,1.1981483590048767,0.5354641674080294
ENSMUSG00000020590,Snx13,1.3170641710644697,1.1972126562744803,0.53617050983242
ENSMUSG00000058761,Rnf169,3.2291225813056523,1.1953249491272047,0.5371133759169224
ENSMUSG00000045128,Rpl18a,1.1194506997722946,1.1845997225289537,0.553895689758837
ENSMUSG00000005360,Slc1a3,1.4462936890757014,1.1768771338003075,0.565557895949608
ENSMUSG00000015090,Ptgds,5.33879446283901,1.1867601127246727,0.5716534768961601
ENSMUSG00000030315,Vgll4,1.1286044572980902,1.169909076756996,0.5716534768961601
ENSMUSG00000020719,Ddx5,6.7538576850619965,1.1623382642329185,0.577418898404587
ENSMUSG00000024081,Cebpz,1.2852952478867086,1.157016253850491,0.586554839600156
ENSMUSG00000029647,Pan3,2.3245159552270303,1.1467976287803439,0.5993612204266429
ENSMUSG00000025958,Creb1,1.2901413548121299,1.1363757147904963,0.6157935397784817
ENSMUSG00000007815,Rhoa,1.1463735160246344,1.1361438815321478,0.616398646170064
ENSMUSG00000038274,Fau,2.4548223858883556,1.1293703915700795,0.6241464214612722
ENSMUSG00000064358,mt-Co3,2.6077439822016464,1.1286521678724322,0.6269387280968053
ENSMUSG00000025314,Ptprj,4.03519169990071,1.1156879857671909,0.6414654153851751
ENSMUSG00000022255,Mtdh,2.9771250211837503,1.1107101970524909,0.6482754273613628
ENSMUSG00000031591,Asah1,1.212065187680344,1.11119425304202,0.6493864961680231
ENSMUSG00000027540,Ptpn1,1.6627531317445146,1.108988325601382,0.6513119074121223
ENSMUSG00000064363,mt-Nd4,1.3929865128960683,1.1107310695337018,0.6552377175742641
ENSMUSG00000027364,Usp50,1.075835737443504,1.1027379863337874,0.6603121935207972
ENSMUSG00000039759,Thap3,1.2885259858369895,1.1018510089217008,0.6608830966966547
ENSMUSG00000028796,Phc2,1.5270621378327214,1.093374735891353,0.6722076402494614
ENSMUSG00000034480,Diaph2,4.9187985293025065,1.0910466458766308,0.6734763374363946
ENSMUSG00000019998,Stx7,1.0149901727132156,1.0915456876674776,0.6759205935569729
ENSMUSG00000031137,Fgf13,2.1872095923400967,1.089690801346097,0.6795813766733775
ENSMUSG00000027940,Tpm3,1.5195237492820661,1.0847786547984517,0.6851438005573125
ENSMUSG00000032479,Map4,1.9901345773729682,1.0839459757844765,0.685838707013921
ENSMUSG00000025898,Cwf19l2,1.1528349919251961,1.0834182735900648,0.6870229590797605
ENSMUSG00000043004,Gng2,1.4882932824293518,1.0825310950069431,0.687735531642844
ENSMUSG00000028277,Ube2j1,1.1162199618220139,1.081148768127828,0.6900156534310293
ENSMUSG00000021666,Gfm2,1.013913260063122,1.0801514356634243,0.6911762367374658
ENSMUSG00000064370,mt-Cytb,1.6896759479968544,1.0801520218923573,0.6946286232007782
ENSMUSG00000004980,Hnrnpa2b1,4.148805984485584,1.07549394373105,0.6951338455217384
ENSMUSG00000038127,Ccdc50,1.3213718216648442,1.0706882941386269,0.704002977674084
ENSMUSG00000031447,Lamp1,1.6649069570447017,1.0680398473112422,0.707648054196753
ENSMUSG00000028530,Jak1,1.3703713472441028,1.0669387783488524,0.7089427716933768
ENSMUSG00000028173,Wls,1.0892971455696738,1.0655590459800526,0.7110292887207144
ENSMUSG00000090386,Mir99ahg,7.138315501145411,1.0631790336026625,0.7110292887207144
ENSMUSG00000035901,Dennd5a,1.1059892916461247,1.064342331305824,0.7113397379253403
ENSMUSG00000022855,Senp2,1.1566041862005236,1.0630188839543449,0.7129862368235037
ENSMUSG00000031627,Irf2,1.8232131166084606,1.0537685801928813,0.7235214114032669
ENSMUSG00000064341,mt-Nd1,1.1792193518524894,1.056194509546888,0.7244340039557823
ENSMUSG00000056476,Med12l,2.096748929732234,1.0513115407558047,0.7258390826050116
ENSMUSG00000027598,Itch,1.8991354584400593,1.050481799873574,0.7267277252411133
ENSMUSG00000026872,Zeb2,6.376399801204191,1.0479089852680878,0.728520835950775
ENSMUSG00000027630,Tbl1xr1,1.3359101424411077,1.0454763044663251,0.7333296873958827
ENSMUSG00000042082,Arsb,1.5717540128116056,1.0438891647934856,0.7345548905854401
ENSMUSG00000028514,Usp24,1.2556801500091348,1.0355297739292857,0.7475967677300457
ENSMUSG00000057335,Cep170,1.166296400051366,1.0297743484842197,0.7540029511790348
ENSMUSG00000053436,Mapk14,1.2669877328351176,1.0208348953763593,0.7640773359350833
ENSMUSG00000003429,Rps11,1.0661435235926615,1.0214454033403269,0.764686603538348
ENSMUSG00000055024,Ep300,1.1108353985715458,1.0204242592630173,0.7647611015190983
ENSMUSG00000029550,Sppl3,1.45329362130131,1.0142554939833857,0.7718473379868045
ENSMUSG00000070738,Dgkd,1.7036758124480713,1.0100070678765212,0.7770528051284594
ENSMUSG00000025290,Rps24,1.4936778456798196,1.0105400878818176,0.7773477718696417
ENSMUSG00000067288,Rps28,1.0693742615429422,1.0098146618589685,0.7788406633240184
ENSMUSG00000060636,Rpl35a,1.3224487343149378,1.0075242934111928,0.7811561592024602
ENSMUSG00000035248,Tut7,1.2594493442844623,1.000028636021218,0.7896482435028364
ENSMUSG00000020460,Rps27a,1.420986241798502,0.9987878745733729,0.7916693240384779
ENSMUSG00000025809,Itgb1,1.2061421681048292,0.9983210623081689,0.7919492567942229
ENSMUSG00000021262,Evl,1.174373244927068,0.9966367097530582,0.7942795477960626
ENSMUSG00000059005,Hnrnpa3,1.5717540128116056,0.9957366769525158,0.7950890139479515
ENSMUSG00000039844,Rapgef1,1.0618358729922872,0.9890040308416779,0.8046101760493565
ENSMUSG00000030451,Herc2,2.9550483118568316,0.9868601043936446,0.8056408736472147
ENSMUSG00000030744,Rps3,1.0273746681892921,0.9875743577971922,0.8070754309187027
ENSMUSG00000060938,Rpl26,1.048912921191164,0.9871294640691797,0.8076702345520809
ENSMUSG00000023010,Tmbim6,1.3213718216648442,0.9766392794790957,0.8195055370695835
ENSMUSG00000021983,Atp8a2,3.4364282664486696,0.9720235726975428,0.8247175741157923
ENSMUSG00000027751,Supt20,1.5286775068078617,0.9611659542148967,0.8389812292348512
ENSMUSG00000047804,Akap10,1.1700655943266938,0.9601869484112968,0.8399988820380212
ENSMUSG00000041841,Rpl37,1.6999066181727436,0.9530743330001377,0.8507156841095653
ENSMUSG00000021738,Atxn7,1.1366813021737923,0.9520609997564672,0.8514530712741942
ENSMUSG00000049517,Rps23,1.1302198262732306,0.9522951294364028,0.8517368970174913
ENSMUSG00000037742,Eef1a1,2.151133018561961,0.9494473115614256,0.8529971013830404
ENSMUSG00000097039,Pvt1,1.1032970100208908,0.9498331120870575,0.8536403302424935
ENSMUSG00000022141,Nipbl,2.1904403302903774,0.9415543994581651,0.8611002729688182
ENSMUSG00000039159,Ube2h,1.653599374218719,0.9399309154434907,0.8633900687578321
ENSMUSG00000028081,Rps3a1,1.3450638999669033,0.940336645878241,0.8638458897021213
ENSMUSG00000062006,Rpl34,1.01929782331359,0.9410067748060281,0.8638458897021213
ENSMUSG00000032624,Eml4,1.5130622733815045,0.9371599666346888,0.865805694938758
ENSMUSG00000030213,Atf7ip,1.2750645777108194,0.9365252384356779,0.8671008373032835
ENSMUSG00000058835,Abi1,1.6331380338669406,0.9338457263412943,0.869960954097448
ENSMUSG00000101970,1810026B05Rik,1.0844510386442527,0.9324024491990806,0.8720020261471616
ENSMUSG00000020166,Cnot2,1.637445684467315,0.9297961604087358,0.8741959492108458
ENSMUSG00000022961,Son,7.566388279557616,0.9286187578618808,0.8741959492108458
ENSMUSG00000039001,Rps21,1.7898288244555591,0.9272658185795241,0.8774427462422233
ENSMUSG00000007892,Rplp1,2.5275139897696732,0.9171908354447498,0.8887123765083256
