ensembl_gene_id	Gene	log2FC	padj	gene_biotype
ENSG00000169641	LUZP1	 3.25e-01	2.60e-01	protein_coding
ENSG00000121864	ZNF639	 5.68e-01	5.44e-02	protein_coding
ENSG00000100403	ZC3H7B	 4.23e-01	1.57e-03	protein_coding
ENSG00000064115	TM7SF3	-2.72e-01	1.15e-01	protein_coding
ENSG00000184988	TMEM106A	-7.54e-02	9.01e-01	protein_coding
ENSG00000169239	CA5B	 1.82e-01	6.95e-01	protein_coding
ENSG00000162851	TFB2M	-2.46e-01	3.02e-01	protein_coding
ENSG00000162852	CNST	-3.52e-01	2.34e-01	protein_coding
ENSG00000196911	KPNA5	 6.15e-02	9.16e-01	protein_coding
ENSG00000147164	SNX12	-1.76e-02	9.58e-01	protein_coding
ENSG00000188917	TRMT2B	-3.53e-02	9.04e-01	protein_coding
ENSG00000267469	AC005944.1	-1.65e-02	9.81e-01	lncRNA
ENSG00000186312	CA5BP1	 1.15e-01	7.37e-01	transcribed_unprocessed_pseudogene
ENSG00000163933	RFT1	-8.77e-02	6.91e-01	protein_coding
ENSG00000100519	PSMC6	-5.83e-01	3.46e-02	protein_coding
ENSG00000004487	KDM1A	 1.62e-01	3.20e-01	protein_coding
ENSG00000178950	GAK	 3.88e-01	5.56e-02	protein_coding
ENSG00000151116	UEVLD	-4.45e-01	1.25e-01	protein_coding
ENSG00000162687	KCNT2	 1.75e-01	6.81e-01	protein_coding
ENSG00000163935	SFMBT1	-6.09e-01	7.42e-03	protein_coding
ENSG00000149182	ARFGAP2	-1.98e-01	3.16e-01	protein_coding
ENSG00000143653	SCCPDH	-3.56e-01	6.94e-02	protein_coding
ENSG00000270964	AC016355.1	 5.21e-02	9.23e-01	lncRNA
ENSG00000141424	SLC39A6	 6.94e-02	8.99e-01	protein_coding
ENSG00000116251	RPL22	 1.53e-01	5.45e-01	protein_coding
ENSG00000125124	BBS2	-4.11e-01	2.94e-02	protein_coding
ENSG00000160695	VPS11	-1.53e-01	5.50e-01	protein_coding
ENSG00000100429	HDAC10	 4.29e-01	1.48e-01	protein_coding
ENSG00000076650	GPATCH1	-1.50e-01	6.92e-01	protein_coding
ENSG00000158286	RNF207	-2.20e-01	5.34e-01	protein_coding
ENSG00000228474	OST4	 3.36e-01	8.93e-02	protein_coding
ENSG00000260475	AL353719.1	-5.08e-02	9.32e-01	lncRNA
ENSG00000100401	RANGAP1	-2.39e-01	1.53e-01	protein_coding
ENSG00000153207	AHCTF1	-2.37e-01	3.24e-01	protein_coding
ENSG00000092820	EZR	-1.62e-01	3.44e-01	protein_coding
ENSG00000084693	AGBL5	-2.05e-01	1.72e-01	protein_coding
ENSG00000179029	TMEM107	 1.99e-01	3.66e-01	protein_coding
ENSG00000134748	PRPF38A	-2.34e-01	1.63e-01	protein_coding
ENSG00000134759	ELP2	-1.45e-01	7.24e-01	protein_coding
ENSG00000169155	ZBTB43	-6.47e-01	4.96e-02	protein_coding
ENSG00000004975	DVL2	 7.66e-02	7.59e-01	protein_coding
ENSG00000104324	CPQ	-4.89e-02	9.32e-01	protein_coding
ENSG00000102384	CENPI	 2.41e-02	9.62e-01	protein_coding
ENSG00000177125	ZBTB34	-6.56e-02	9.01e-01	protein_coding
ENSG00000106028	SSBP1	-1.64e-01	4.79e-01	protein_coding
ENSG00000157326	DHRS4	-2.71e-01	1.00e-01	protein_coding
ENSG00000204856	FAM216A	-1.14e-01	7.11e-01	protein_coding
ENSG00000006282	SPATA20	-1.63e-01	5.51e-01	protein_coding
ENSG00000229180	AC006001.3	-1.49e-01	7.28e-01	transcribed_unprocessed_pseudogene
ENSG00000101577	LPIN2	-2.01e-01	4.61e-01	protein_coding
ENSG00000100749	VRK1	-3.19e-01	1.63e-01	protein_coding
ENSG00000104325	DECR1	 4.08e-02	9.18e-01	protein_coding
ENSG00000183579	ZNRF3	 5.40e-01	2.62e-02	protein_coding
ENSG00000144659	SLC25A38	-7.70e-03	9.81e-01	protein_coding
ENSG00000135424	ITGA7	-4.14e-02	9.50e-01	protein_coding
ENSG00000184271	AC139768.1	 2.02e-01	6.88e-01	protein_coding
ENSG00000086827	ZW10	 9.36e-02	8.55e-01	protein_coding
ENSG00000065154	OAT	-3.93e-01	7.14e-02	protein_coding
ENSG00000087263	OGFOD1	-6.91e-02	8.58e-01	protein_coding
ENSG00000111231	GPN3	-2.11e-01	5.41e-01	protein_coding
ENSG00000132361	CLUH	 4.14e-01	3.46e-02	protein_coding
ENSG00000144810	COL8A1	 1.25e-01	7.94e-01	protein_coding
ENSG00000142875	PRKACB	-7.67e-02	8.93e-01	protein_coding
ENSG00000141956	PRDM15	 1.02e-01	8.37e-01	protein_coding
ENSG00000148300	REXO4	-4.51e-01	9.17e-04	protein_coding
ENSG00000203879	GDI1	 5.64e-02	8.71e-01	protein_coding
ENSG00000036549	AC118549.1	-1.97e-02	9.73e-01	protein_coding
ENSG00000147364	FBXO25	-1.63e-01	5.57e-01	protein_coding
ENSG00000262050	AC005696.1	-1.71e-01	7.15e-01	lncRNA
ENSG00000129667	RHBDF2	 6.56e-01	1.56e-03	protein_coding
ENSG00000167005	NUDT21	-1.69e-01	4.01e-01	protein_coding
ENSG00000142856	ITGB3BP	-7.23e-02	8.94e-01	protein_coding
ENSG00000185115	NSMCE3	-1.11e-01	6.41e-01	protein_coding
ENSG00000233695	GAS6-AS1	 1.03e-01	8.53e-01	lncRNA
ENSG00000187630	DHRS4L2	-1.08e-01	7.13e-01	protein_coding
ENSG00000183087	GAS6	-4.00e-01	1.90e-01	protein_coding
ENSG00000137073	UBAP2	 4.96e-01	2.54e-03	protein_coding
ENSG00000186187	ZNRF1	 7.62e-02	8.03e-01	protein_coding
ENSG00000160323	ADAMTS13	-1.75e-01	7.30e-01	protein_coding
ENSG00000116830	TTF2	-2.87e-01	2.93e-01	protein_coding
ENSG00000119599	DCAF4	-3.33e-02	9.46e-01	protein_coding
ENSG00000184986	TMEM121	-1.31e-01	7.96e-01	protein_coding
ENSG00000114268	PFKFB4	-1.03e-01	8.27e-01	protein_coding
ENSG00000197472	ZNF695	-1.27e-01	7.77e-01	protein_coding
ENSG00000214194	SMIM30	 1.61e-01	6.27e-01	protein_coding
ENSG00000129951	PLPPR3	 5.18e-01	4.58e-02	protein_coding
ENSG00000184481	FOXO4	 4.92e-01	5.38e-03	protein_coding
ENSG00000147689	FAM83A	 5.70e-01	8.41e-07	protein_coding
ENSG00000116237	ICMT	 3.02e-01	9.21e-02	protein_coding
ENSG00000103091	WDR59	-1.26e-03	9.97e-01	protein_coding
ENSG00000188295	ZNF669	 4.05e-01	2.82e-01	protein_coding
ENSG00000025423	HSD17B6	-1.91e-01	7.07e-01	protein_coding
ENSG00000020129	NCDN	 3.37e-01	3.83e-02	protein_coding
ENSG00000226944	AL031847.1	-3.82e-02	9.53e-01	lncRNA
ENSG00000225077	LINC00337	-8.68e-02	8.40e-01	lncRNA
ENSG00000215256	DHRS4-AS1	-2.69e-01	2.76e-01	lncRNA
ENSG00000198018	ENTPD7	-5.87e-02	9.02e-01	protein_coding
ENSG00000147162	OGT	-2.35e-01	2.04e-01	protein_coding
ENSG00000170545	SMAGP	 1.15e-01	6.92e-01	protein_coding
ENSG00000119929	CUTC	-4.66e-01	2.96e-02	protein_coding
ENSG00000196418	ZNF124	 3.01e-01	2.37e-01	protein_coding
ENSG00000007341	ST7L	 8.49e-02	7.83e-01	protein_coding
ENSG00000125845	BMP2	 5.90e-01	4.17e-04	protein_coding
ENSG00000152291	TGOLN2	 1.10e-01	6.64e-01	protein_coding
ENSG00000198056	PRIM1	 3.53e-03	9.95e-01	protein_coding
ENSG00000165802	NSMF	-2.85e-01	8.22e-02	protein_coding
ENSG00000152894	PTPRK	 1.08e-01	6.59e-01	protein_coding
ENSG00000172354	GNB2	 1.62e-02	9.68e-01	protein_coding
ENSG00000227671	AL390728.4	 3.35e-01	4.19e-01	transcribed_unprocessed_pseudogene
ENSG00000104320	NBN	 1.45e-01	7.58e-01	protein_coding
ENSG00000145632	PLK2	 1.21e-01	7.54e-01	protein_coding
ENSG00000162714	ZNF496	-1.74e-01	4.28e-01	protein_coding
ENSG00000183597	TANGO2	-1.13e-01	6.29e-01	protein_coding
ENSG00000102181	CD99L2	 3.62e-01	1.06e-02	protein_coding
ENSG00000106266	SNX8	-4.98e-01	3.43e-03	protein_coding
ENSG00000014919	COX15	 1.88e-01	3.40e-01	protein_coding
ENSG00000121350	PYROXD1	-3.01e-01	4.74e-01	protein_coding
ENSG00000111237	VPS29	-2.85e-01	1.92e-01	protein_coding
ENSG00000110435	PDHX	-4.00e-02	9.18e-01	protein_coding
ENSG00000139218	SCAF11	-2.78e-01	3.05e-01	protein_coding
ENSG00000183283	DAZAP2	 1.82e-01	2.34e-01	protein_coding
ENSG00000074219	TEAD2	-2.31e-01	3.40e-01	protein_coding
ENSG00000198879	SFMBT2	-1.02e-02	9.86e-01	protein_coding
ENSG00000196544	BORCS6	-5.56e-01	4.70e-05	protein_coding
ENSG00000278996	FP671120.2	 4.25e-01	5.11e-02	lncRNA
ENSG00000134278	SPIRE1	-5.26e-01	7.64e-02	protein_coding
ENSG00000166557	TMED3	-2.86e-01	9.71e-02	protein_coding
ENSG00000106263	EIF3B	-2.12e-01	1.23e-01	protein_coding
ENSG00000278993	AC002350.1	 2.89e-02	9.67e-01	TEC
ENSG00000280614	FP236383.2	 2.87e-01	4.20e-01	lncRNA
ENSG00000079739	PGM1	 5.88e-03	9.85e-01	protein_coding
ENSG00000103671	TRIP4	-2.04e-01	4.70e-01	protein_coding
ENSG00000197498	RPF2	 1.08e-01	8.47e-01	protein_coding
ENSG00000135048	CEMIP2	-3.65e-01	1.92e-01	protein_coding
ENSG00000164975	SNAPC3	-3.72e-01	1.97e-01	protein_coding
ENSG00000223573	TINCR	-1.83e-01	6.99e-01	protein_coding
ENSG00000125629	INSIG2	 3.90e-02	9.47e-01	protein_coding
ENSG00000147010	SH3KBP1	-1.20e-01	7.57e-01	protein_coding
ENSG00000165244	ZNF367	-3.02e-01	2.77e-01	protein_coding
ENSG00000164713	BRI3	 2.71e-01	1.03e-01	protein_coding
ENSG00000124541	RRP36	-1.93e-01	2.16e-01	protein_coding
ENSG00000116489	CAPZA1	-8.10e-02	8.50e-01	protein_coding
ENSG00000149089	APIP	-2.02e-01	6.14e-01	protein_coding
ENSG00000004700	RECQL	-5.79e-01	5.22e-02	protein_coding
ENSG00000134253	TRIM45	-2.67e-01	4.83e-01	protein_coding
ENSG00000102096	PIM2	 4.71e-01	4.33e-03	protein_coding
ENSG00000130762	ARHGEF16	-1.87e-01	4.03e-01	protein_coding
ENSG00000101624	CEP76	-1.79e-01	6.23e-01	protein_coding
ENSG00000006453	BAIAP2L1	 2.08e-01	1.92e-01	protein_coding
ENSG00000132017	DCAF15	-1.76e-01	3.96e-01	protein_coding
ENSG00000168028	RPSA	-1.05e-01	7.00e-01	protein_coding
ENSG00000241058	NSUN6	 2.28e-01	5.63e-01	protein_coding
ENSG00000090013	BLVRB	-4.06e-01	1.69e-02	protein_coding
ENSG00000127993	RBM48	 3.23e-01	3.48e-01	protein_coding
ENSG00000134909	ARHGAP32	 2.00e-01	6.41e-01	protein_coding
ENSG00000131876	SNRPA1	 5.00e-02	8.57e-01	protein_coding
ENSG00000000971	CFH	 4.03e-02	9.40e-01	protein_coding
ENSG00000186787	SPIN2B	-1.43e-01	6.99e-01	protein_coding
ENSG00000198870	STKLD1	-3.28e-01	3.91e-01	protein_coding
ENSG00000130600	H19	 2.52e-01	1.75e-01	lncRNA
ENSG00000128789	PSMG2	 9.24e-02	7.66e-01	protein_coding
ENSG00000164985	PSIP1	-2.09e-01	4.82e-01	protein_coding
ENSG00000234851	RPL23AP42	 1.63e-01	5.70e-01	processed_pseudogene
ENSG00000269888	AC112491.1	 2.89e-01	4.88e-01	lncRNA
ENSG00000189319	FAM53B	-2.16e-01	4.80e-01	protein_coding
ENSG00000014914	MTMR11	-3.72e-01	2.34e-01	protein_coding
ENSG00000137942	FNBP1L	 8.87e-02	8.82e-01	protein_coding
ENSG00000015568	RGPD5	-2.54e-01	5.72e-01	protein_coding
ENSG00000115107	STEAP3	 4.48e-01	3.91e-03	protein_coding
ENSG00000196531	NACA	-1.68e-01	4.86e-01	protein_coding
ENSG00000113013	HSPA9	-3.69e-01	5.94e-03	protein_coding
ENSG00000163507	CIP2A	-1.82e-01	6.75e-01	protein_coding
ENSG00000171132	PRKCE	 8.28e-02	8.73e-01	protein_coding
ENSG00000260552	AC023043.1	 2.22e-01	5.55e-01	lncRNA
ENSG00000115459	ELMOD3	-1.65e-01	6.30e-01	protein_coding
ENSG00000107902	LHPP	-1.08e-01	7.35e-01	protein_coding
ENSG00000178999	AURKB	 1.38e-01	5.30e-01	protein_coding
ENSG00000203791	EEF1AKMT2	 9.10e-02	8.37e-01	protein_coding
ENSG00000152944	MED21	 1.02e-01	8.26e-01	protein_coding
ENSG00000144115	THNSL2	 6.90e-02	8.92e-01	protein_coding
ENSG00000142687	KIAA0319L	-1.61e-02	9.76e-01	protein_coding
ENSG00000184428	TOP1MT	-2.17e-01	2.84e-01	protein_coding
ENSG00000198162	MAN1A2	-9.91e-03	9.81e-01	protein_coding
ENSG00000146830	GIGYF1	 1.52e-03	9.97e-01	protein_coding
ENSG00000074800	ENO1	-3.51e-01	2.19e-03	protein_coding
ENSG00000151729	SLC25A4	-2.04e-01	3.29e-01	protein_coding
ENSG00000072840	EVC	-4.36e-01	1.47e-01	protein_coding
ENSG00000122482	ZNF644	 4.03e-01	2.92e-01	protein_coding
ENSG00000029993	HMGB3	-2.50e-01	1.77e-01	protein_coding
ENSG00000198876	DCAF12	 4.24e-01	2.05e-03	protein_coding
ENSG00000196850	PPTC7	 1.39e-01	7.27e-01	protein_coding
ENSG00000198919	DZIP3	-2.95e-01	4.94e-01	protein_coding
ENSG00000169299	PGM2	-5.26e-01	5.64e-02	protein_coding
ENSG00000100360	IFT27	-3.04e-01	5.98e-02	protein_coding
ENSG00000166816	LDHD	-3.95e-01	1.23e-01	protein_coding
ENSG00000103042	SLC38A7	-1.85e-01	5.74e-01	protein_coding
ENSG00000083544	TDRD3	 8.86e-02	8.57e-01	protein_coding
ENSG00000109762	SNX25	 8.82e-02	8.42e-01	protein_coding
ENSG00000101901	ALG13	 2.80e-01	4.51e-01	protein_coding
ENSG00000071859	FAM50A	-6.66e-01	6.67e-07	protein_coding
ENSG00000099256	PRTFDC1	 3.24e-01	3.22e-01	protein_coding
ENSG00000126953	TIMM8A	 3.14e-02	9.33e-01	protein_coding
ENSG00000186132	C2orf76	 3.40e-01	3.63e-01	protein_coding
ENSG00000128908	INO80	 2.19e-02	9.72e-01	protein_coding
ENSG00000136261	BZW2	-2.30e-01	2.56e-01	protein_coding
ENSG00000172336	POP7	-3.75e-01	4.20e-03	protein_coding
ENSG00000183508	TENT5C	-1.67e-01	4.73e-01	protein_coding
ENSG00000132300	PTCD3	-3.41e-02	9.37e-01	protein_coding
ENSG00000109919	MTCH2	-2.41e-02	9.37e-01	protein_coding
ENSG00000224597	SVIL-AS1	 2.90e-01	3.86e-01	transcribed_unprocessed_pseudogene
ENSG00000101986	ABCD1	 4.95e-01	8.30e-03	protein_coding
ENSG00000114698	PLSCR4	 2.27e-01	5.63e-01	protein_coding
ENSG00000106477	CEP41	-1.44e-01	7.28e-01	protein_coding
ENSG00000197892	KIF13B	-3.14e-01	3.83e-01	protein_coding
ENSG00000164323	CFAP97	 1.86e-01	7.14e-01	protein_coding
ENSG00000130254	SAFB2	 1.71e-01	4.32e-01	protein_coding
ENSG00000103257	SLC7A5	 9.74e-01	6.59e-20	protein_coding
ENSG00000160801	PTH1R	-1.28e-01	8.18e-01	protein_coding
ENSG00000167600	CYP2S1	 5.63e-01	8.51e-02	protein_coding
ENSG00000245975	AC090515.2	-7.02e-02	9.07e-01	lncRNA
ENSG00000137764	MAP2K5	 4.17e-01	1.54e-02	protein_coding
ENSG00000151503	NCAPD3	 4.13e-02	8.80e-01	protein_coding
ENSG00000100207	TCF20	 9.35e-02	7.95e-01	protein_coding
ENSG00000182057	OGFRP1	 1.04e-01	8.55e-01	lncRNA
ENSG00000165861	ZFYVE1	 2.09e-03	9.97e-01	protein_coding
ENSG00000183762	KREMEN1	 4.57e-01	3.40e-02	protein_coding
ENSG00000285331	AC090517.5	-9.56e-02	8.21e-01	lncRNA
ENSG00000174373	RALGAPA1	 8.72e-02	8.55e-01	protein_coding
ENSG00000160633	SAFB	 2.34e-01	1.55e-01	protein_coding
ENSG00000121542	SEC22A	 1.92e-02	9.72e-01	protein_coding
ENSG00000197894	ADH5	-5.04e-01	1.21e-04	protein_coding
ENSG00000264522	OTUD7B	-3.48e-01	9.49e-02	protein_coding
ENSG00000150316	CWC15	-9.91e-02	7.86e-01	protein_coding
ENSG00000105612	DNASE2	-2.03e-01	2.48e-01	protein_coding
ENSG00000099282	TSPAN15	-2.79e-01	3.60e-01	protein_coding
ENSG00000105875	WDR91	-9.58e-02	8.50e-01	protein_coding
ENSG00000211455	STK38L	-3.72e-02	9.50e-01	protein_coding
ENSG00000130699	TAF4	 5.33e-01	3.77e-02	protein_coding
ENSG00000260369	AC120024.1	-1.06e-01	8.34e-01	lncRNA
ENSG00000171246	NPTX1	 6.59e-02	8.57e-01	protein_coding
ENSG00000203711	C6orf99	 2.12e-01	6.61e-01	lncRNA
ENSG00000213722	DDAH2	-2.43e-01	3.86e-01	protein_coding
ENSG00000137871	ZNF280D	 1.88e-01	6.24e-01	protein_coding
ENSG00000065485	PDIA5	 1.05e-01	7.78e-01	protein_coding
ENSG00000065361	ERBB3	-2.84e-01	4.69e-01	protein_coding
ENSG00000121741	ZMYM2	-1.52e-01	6.93e-01	protein_coding
ENSG00000076604	TRAF4	 1.27e-01	5.67e-01	protein_coding
ENSG00000115365	LANCL1	-4.26e-01	6.59e-02	protein_coding
ENSG00000130827	PLXNA3	-4.94e-01	1.77e-01	protein_coding
ENSG00000272831	AC027644.3	-2.54e-01	3.19e-01	lncRNA
ENSG00000180921	FAM83H	 1.02e+00	9.76e-13	protein_coding
ENSG00000203499	IQANK1	 6.88e-01	3.73e-02	protein_coding
ENSG00000196976	LAGE3	-1.18e-01	6.85e-01	protein_coding
ENSG00000068308	OTUD5	 6.49e-02	7.65e-01	protein_coding
ENSG00000065328	MCM10	-2.16e-01	5.31e-01	protein_coding
ENSG00000243335	KCTD7	 3.90e-02	9.40e-01	protein_coding
ENSG00000122515	ZMIZ2	 3.78e-01	1.46e-01	protein_coding
ENSG00000163931	TKT	-2.27e-01	3.32e-01	protein_coding
ENSG00000151502	VPS26B	-1.59e-01	4.58e-01	protein_coding
ENSG00000042445	RETSAT	 6.95e-02	7.93e-01	protein_coding
ENSG00000154710	RABGEF1	-1.39e-01	6.91e-01	protein_coding
ENSG00000081377	CDC14B	 2.08e-02	9.68e-01	protein_coding
ENSG00000053900	ANAPC4	-3.16e-02	9.60e-01	protein_coding
ENSG00000175137	SH3BP5L	 2.98e-02	9.16e-01	protein_coding
ENSG00000178028	DMAP1	-3.64e-01	1.77e-02	protein_coding
ENSG00000130956	HABP4	-2.89e-01	3.56e-01	protein_coding
ENSG00000149596	JPH2	 1.58e-01	5.25e-01	protein_coding
ENSG00000260261	AC124944.3	 5.65e-01	3.20e-02	transcribed_unprocessed_pseudogene
ENSG00000128573	FOXP2	 5.30e-01	8.25e-02	protein_coding
ENSG00000197321	SVIL	-1.06e-01	7.80e-01	protein_coding
ENSG00000008277	ADAM22	 1.15e-01	8.21e-01	protein_coding
ENSG00000171161	ZNF672	-7.58e-04	9.98e-01	protein_coding
ENSG00000103496	STX4	-1.84e-01	4.73e-01	protein_coding
ENSG00000122203	KIAA1191	 1.90e-01	3.58e-01	protein_coding
ENSG00000213719	CLIC1	-4.42e-01	1.08e-03	protein_coding
ENSG00000185716	MOSMO	-2.03e-01	6.58e-01	protein_coding
ENSG00000018699	TTC27	-4.43e-01	7.48e-02	protein_coding
ENSG00000160131	VMA21	 2.46e-01	3.68e-01	protein_coding
ENSG00000144840	RABL3	-1.86e-01	7.07e-01	protein_coding
ENSG00000132294	EFR3A	-2.37e-02	9.60e-01	protein_coding
ENSG00000070476	ZXDC	 1.99e-02	9.62e-01	protein_coding
ENSG00000176208	ATAD5	 1.74e-01	7.10e-01	protein_coding
ENSG00000185100	ADSSL1	 2.51e-02	9.48e-01	protein_coding
ENSG00000063854	HAGH	-5.30e-01	5.28e-06	protein_coding
ENSG00000076864	RAP1GAP	 4.24e-01	1.73e-01	protein_coding
ENSG00000132823	OSER1	-2.64e-01	1.10e-01	protein_coding
ENSG00000153767	GTF2E1	-1.18e-01	7.79e-01	protein_coding
ENSG00000072506	HSD17B10	-5.00e-01	6.20e-03	protein_coding
ENSG00000066279	ASPM	-9.01e-02	8.55e-01	protein_coding
ENSG00000171163	ZNF692	-7.11e-02	8.08e-01	protein_coding
ENSG00000182287	AP1S2	 1.72e-01	7.20e-01	protein_coding
ENSG00000170515	PA2G4	-2.22e-01	1.11e-01	protein_coding
ENSG00000204410	MSH5	 2.07e-02	9.54e-01	protein_coding
ENSG00000204588	LINC01123	 8.49e-02	8.07e-01	lncRNA
ENSG00000108846	ABCC3	-1.83e-01	7.04e-01	protein_coding
ENSG00000137692	DCUN1D5	-4.04e-01	2.14e-02	protein_coding
ENSG00000180185	FAHD1	-2.62e-01	3.44e-01	protein_coding
ENSG00000136371	MTHFS	-3.97e-01	1.37e-02	protein_coding
ENSG00000135945	REV1	-1.64e-01	6.74e-01	protein_coding
ENSG00000165591	FAAH2	-2.76e-01	1.82e-01	protein_coding
ENSG00000106086	PLEKHA8	-4.33e-01	1.65e-01	protein_coding
ENSG00000102178	UBL4A	-2.95e-01	5.76e-02	protein_coding
ENSG00000180190	TDRP	-4.27e-01	2.82e-01	protein_coding
ENSG00000259642	ST20-AS1	 2.87e-01	3.91e-01	lncRNA
ENSG00000180953	ST20	 3.21e-02	9.57e-01	protein_coding
ENSG00000259332	ST20-MTHFS	 4.00e-02	9.52e-01	protein_coding
ENSG00000185485	SDHAP1	-4.01e-01	2.40e-01	transcribed_unprocessed_pseudogene
ENSG00000164815	ORC5	-2.88e-01	3.98e-01	protein_coding
ENSG00000044090	CUL7	 9.39e-02	7.31e-01	protein_coding
ENSG00000158411	MITD1	-1.15e-01	7.88e-01	protein_coding
ENSG00000072803	FBXW11	 2.55e-01	3.60e-01	protein_coding
ENSG00000112695	COX7A2	 2.56e-01	1.66e-01	protein_coding
ENSG00000165995	CACNB2	-8.35e-03	9.90e-01	protein_coding
ENSG00000204852	TCTN1	 2.88e-01	4.54e-01	protein_coding
ENSG00000159720	ATP6V0D1	 7.19e-02	7.93e-01	protein_coding
ENSG00000180357	ZNF609	-4.72e-01	1.27e-02	protein_coding
ENSG00000184634	MED12	 9.75e-01	1.14e-05	protein_coding
ENSG00000103415	HMOX2	-5.50e-01	1.42e-05	protein_coding
ENSG00000105738	SIPA1L3	 5.86e-01	3.87e-02	protein_coding
ENSG00000185220	PGBD2	-8.16e-02	8.91e-01	protein_coding
ENSG00000164332	UBLCP1	-9.60e-02	8.57e-01	protein_coding
ENSG00000165660	ABRAXAS2	 3.17e-01	4.52e-01	protein_coding
ENSG00000247595	SPTY2D1OS	 6.98e-02	9.04e-01	protein_coding
ENSG00000137171	KLC4	-3.92e-01	9.44e-03	protein_coding
ENSG00000040633	PHF23	-3.03e-01	4.28e-02	protein_coding
ENSG00000168297	PXK	-1.70e-01	7.46e-01	protein_coding
ENSG00000143365	RORC	-6.02e-02	8.43e-01	protein_coding
ENSG00000179119	SPTY2D1	-3.81e-01	2.30e-01	protein_coding
ENSG00000234545	FAM133B	 1.54e-01	7.22e-01	protein_coding
ENSG00000185414	MRPL30	 2.62e-01	1.44e-01	protein_coding
ENSG00000100664	EIF5	 1.02e-01	7.25e-01	protein_coding
ENSG00000106080	FKBP14	-4.44e-02	9.45e-01	protein_coding
ENSG00000130363	RSPH3	-1.57e-01	7.53e-01	protein_coding
ENSG00000172530	BANP	 1.59e-01	5.83e-01	protein_coding
ENSG00000023041	ZDHHC6	-1.95e-02	9.67e-01	protein_coding
ENSG00000198455	ZXDB	-1.93e-01	6.08e-01	protein_coding
ENSG00000082515	MRPL22	 4.48e-02	8.98e-01	protein_coding
ENSG00000149527	PLCH2	 4.09e-02	9.50e-01	protein_coding
ENSG00000111711	GOLT1B	 1.58e-01	7.54e-01	protein_coding
ENSG00000167601	AXL	 4.37e-01	6.12e-03	protein_coding
ENSG00000170214	ADRA1B	 2.80e-01	3.67e-01	protein_coding
ENSG00000174173	TRMT10C	-5.66e-03	9.94e-01	protein_coding
ENSG00000122678	POLM	 7.41e-02	8.59e-01	protein_coding
ENSG00000097046	CDC7	 2.53e-01	5.27e-01	protein_coding
ENSG00000162591	MEGF6	-2.85e-02	9.57e-01	protein_coding
ENSG00000149657	LSM14B	-2.55e-02	9.32e-01	protein_coding
ENSG00000168298	HIST1H1E	-6.42e-01	3.04e-03	protein_coding
ENSG00000136631	VPS45	 7.99e-02	8.75e-01	protein_coding
ENSG00000186897	C1QL4	-1.50e-01	6.23e-01	protein_coding
ENSG00000196866	HIST1H2AD	-2.37e-01	3.42e-01	protein_coding
ENSG00000136193	SCRN1	-2.10e-01	3.92e-01	protein_coding
ENSG00000282988	AL031777.3	 2.02e-02	9.70e-01	protein_coding
ENSG00000137936	BCAR3	 1.44e-01	6.62e-01	protein_coding
ENSG00000104812	GYS1	 2.87e-01	1.08e-01	protein_coding
ENSG00000158373	HIST1H2BD	-2.46e-02	9.57e-01	protein_coding
ENSG00000158106	RHPN1	-8.58e-02	8.81e-01	protein_coding
ENSG00000197409	HIST1H3D	-3.62e-01	1.63e-01	protein_coding
ENSG00000277224	HIST1H2BF	 1.05e-01	7.68e-01	protein_coding
ENSG00000274290	HIST1H2BE	 3.67e-01	3.62e-01	protein_coding
ENSG00000081154	PCNP	 1.20e-01	6.67e-01	protein_coding
ENSG00000223891	OSER1-DT	-1.07e-01	8.08e-01	lncRNA
ENSG00000178401	DNAJC22	-2.62e-01	4.20e-01	protein_coding
ENSG00000104714	ERICH1	 2.51e-01	4.45e-01	protein_coding
ENSG00000153406	NMRAL1	-2.95e-01	1.31e-01	protein_coding
ENSG00000198205	ZXDA	-2.14e-01	6.21e-01	protein_coding
ENSG00000101150	TPD52L2	-1.70e-01	3.13e-01	protein_coding
ENSG00000270049	AC009061.2	 6.55e-02	9.01e-01	lncRNA
ENSG00000130758	MAP3K10	-2.51e-02	9.54e-01	protein_coding
ENSG00000105810	CDK6	 2.91e-01	3.59e-01	protein_coding
ENSG00000092010	PSME1	-5.68e-02	8.50e-01	protein_coding
ENSG00000273420	AC008738.7	-2.09e-01	6.73e-01	lncRNA
ENSG00000130881	LRP3	-3.49e-01	1.89e-01	protein_coding
ENSG00000132781	MUTYH	-5.90e-01	2.86e-05	protein_coding
ENSG00000175029	CTBP2	 5.76e-02	8.56e-01	protein_coding
ENSG00000140262	TCF12	 3.73e-02	9.23e-01	protein_coding
ENSG00000184990	SIVA1	-2.71e-01	1.53e-01	protein_coding
ENSG00000048162	NOP16	-4.63e-01	6.27e-03	protein_coding
ENSG00000135250	SRPK2	-1.46e-01	6.91e-01	protein_coding
ENSG00000100908	EMC9	-2.73e-01	2.13e-01	protein_coding
ENSG00000182957	SPATA13	-9.00e-01	9.98e-05	protein_coding
ENSG00000140848	CPNE2	-1.64e-02	9.72e-01	protein_coding
ENSG00000019995	ZRANB1	-1.44e-01	6.08e-01	protein_coding
ENSG00000249456	AL731577.2	-6.77e-02	8.89e-01	lncRNA
ENSG00000278834	AC073508.3	 1.54e-01	6.57e-01	lncRNA
