GeneID	Enrichment	Cluster	Expressed_4wpi_main	log2FC_4wpi_main	Pval_4wpi_main	FDR_4wpi_main	Expressed_8wpi_main	log2FC_8wpi_main	Pval_8wpi_main	FDR_8wpi_main	Expressed_12wpi_main	log2FC_12wpi_main	Pval_12wpi_main	FDR_12wpi_main	Expressed_14wpi_main	log2FC_14wpi_main	Pval_14wpi_main	FDR_14wpi_main	Expressed_16wpi_main	log2FC_16wpi_main	Pval_16wpi_main	FDR_16wpi_main	Expressed_18wpi_main	log2FC_18wpi_main	Pval_18wpi_main	FDR_18wpi_main	Expressed_20wpi_main	log2FC_20wpi_main	Pval_20wpi_main	FDR_20wpi_main	Expressed_term_main	log2FC_term_main	Pval_term_main	FDR_term_main	Expressed_8wpi_val	log2FC_8wpi_val	Pval_8wpi_val	FDR_8wpi_val	Expressed_term_val	log2FC_term_val	Pval_term_val	FDR_term_val	Expressed_8wpi_ko	log2FC_8wpi_ko	Pval_8wpi_ko	FDR_8wpi_ko	Expressed_8wpi_ip	log2FC_8wpi_ip	Pval_8wpi_ip	FDR_8wpi_ip	Expressed_term_ip	log2FC_term_ip	Pval_term_ip	FDR_term_ip	Expressed_8wpi_old	log2FC_8wpi_old	Pval_8wpi_old	FDR_8wpi_old	Expressed_term_young	log2FC_term_young	Pval_term_young	FDR_term_young	Expressed_term_old	log2FC_term_old	Pval_term_old	FDR_term_old	Expressed_8wpi_saline	log2FC_8wpi_saline	Pval_8wpi_saline	FDR_8wpi_saline	Expressed_8wpi_plasma	log2FC_8wpi_plasma	Pval_8wpi_plasma	FDR_8wpi_plasma	Expressed_term_saline	log2FC_term_saline	Pval_term_saline	FDR_term_saline	Expressed_term_plasma	log2FC_term_plasma	Pval_term_plasma	FDR_term_plasma
0610009D07Rik	_NE	NA	TRUE	-0.05436	0.7387	0.9959	TRUE	0.2118	0.07067	0.2409	TRUE	-0.04266	0.7205	0.9106	TRUE	0.1227	0.4189	0.8304	TRUE	0.4415	0.00435	0.1085	TRUE	0.1743	0.3529	0.9313	TRUE	-0.2803	0.1214	0.4894	TRUE	0.2479	0.1809	0.4009	TRUE	0.1254	0.3686	0.6752	TRUE	0.08725	0.5498	0.7578	TRUE	0.02667	0.8489	1	TRUE	-0.06084	0.6199	0.9999	TRUE	0.09535	0.409	0.5973	TRUE	0.1975	0.09678	0.2488	TRUE	0.02008	0.8778	0.9284	TRUE	0.1117	0.3878	0.5353	TRUE	0.1873	0.05275	0.1996	TRUE	0.006429	0.943	1	TRUE	0.0618	0.586	0.7715	TRUE	0.02306	0.9014	0.9503
0610009L18Rik	_NE	NA	TRUE	0.05312	0.8808	0.9983	TRUE	-0.1614	0.5926	0.7754	TRUE	-0.01642	0.9573	0.9893	TRUE	-0.1897	0.6011	0.8953	TRUE	-0.003658	0.9918	0.9972	TRUE	-0.174	0.6937	0.9825	TRUE	0.1467	0.7157	0.9146	TRUE	0.3334	0.361	0.6063	TRUE	-0.4583	0.1478	0.4437	TRUE	0.107	0.739	0.8697	TRUE	-0.1835	0.5327	1	TRUE	-0.2113	0.5076	0.9999	TRUE	0.1531	0.6039	0.76	TRUE	-0.2042	0.4977	0.6941	TRUE	0.5365	0.06035	0.1469	TRUE	0.2771	0.3208	0.467	TRUE	-0.0809	0.6932	0.8405	TRUE	0.1161	0.6134	1	TRUE	-0.04194	0.8821	0.9468	TRUE	0.4753	0.1105	0.2409
0610009O20Rik	_NE	NA	TRUE	0.11	0.483	0.9959	TRUE	-0.1781	0.1331	0.3449	TRUE	0.1191	0.2905	0.6793	TRUE	0.007119	0.9564	0.9926	TRUE	-0.1718	0.2153	0.6135	TRUE	0.01748	0.9231	0.9971	TRUE	0.1485	0.3586	0.7342	TRUE	-0.02134	0.9035	0.9593	TRUE	-0.2173	0.05748	0.2768	TRUE	-0.1426	0.3187	0.5629	TRUE	0.1028	0.3186	1	TRUE	-0.04192	0.6866	0.9999	TRUE	0.01775	0.8664	0.9303	TRUE	-0.3349	0.002152	0.01696	TRUE	-0.06636	0.5872	0.7345	TRUE	0.03009	0.8115	0.8815	TRUE	-0.06286	0.4561	0.6745	TRUE	-0.06767	0.3521	1	TRUE	-0.07295	0.5097	0.7152	TRUE	-0.02	0.889	0.9433
0610010B08Rik	_NE	NA	TRUE	0.3873	0.4503	0.9959	TRUE	0.4304	0.1542	0.3737	TRUE	-0.1569	0.6275	0.8743	TRUE	-0.3554	0.4468	0.8417	TRUE	-0.364	0.4726	0.7937	FALSE	-0.06674	0.9569	NA	FALSE	0.2086	0.8126	NA	FALSE	-0.427	0.7126	NA	FALSE	-0.5569	0.3036	NA	TRUE	-0.1763	0.1544	0.3658	FALSE	0	1	NA	FALSE	-0.3905	0.6646	NA	FALSE	-1.423	0.1483	NA	FALSE	0.1628	0.8452	NA	FALSE	-1.443	0.2742	NA	FALSE	-0.6383	0.5238	NA	TRUE	-0.2344	0.4842	0.6975	TRUE	-0.1051	0.7383	1	TRUE	-0.6844	0.05006	0.1666	TRUE	-0.7837	0.0438	0.1221
0610010F05Rik	_NE	NA	TRUE	-0.2452	0.1055	0.9959	TRUE	0.2357	0.04541	0.1856	TRUE	-0.02332	0.8433	0.9572	TRUE	-0.08283	0.5733	0.8846	TRUE	0.07908	0.6017	0.8551	TRUE	-0.08238	0.6901	0.9825	TRUE	-0.2158	0.2226	0.621	TRUE	-0.009004	0.9632	0.9855	TRUE	0.1362	0.2484	0.5658	TRUE	0.1592	0.2394	0.4776	TRUE	0.1546	0.1992	1	TRUE	-0.06697	0.5321	0.9999	TRUE	-0.03128	0.7699	0.8713	TRUE	0.3022	0.001664	0.0139	TRUE	-0.2614	0.03749	0.102	TRUE	-0.1142	0.3654	0.5132	TRUE	0.1194	0.1571	0.3755	TRUE	-0.1343	0.254	1	TRUE	-0.3279	0.01463	0.06845	TRUE	-0.3167	0.03714	0.108
0610010K14Rik	_NE	NA	TRUE	0.2538	0.2325	0.9959	TRUE	-0.287	0.113	0.314	TRUE	0.06984	0.6671	0.8894	TRUE	0.05621	0.7545	0.9434	TRUE	-0.2287	0.2354	0.6339	TRUE	-0.04769	0.8393	0.9927	TRUE	0.2614	0.2223	0.621	TRUE	0.1638	0.4394	0.6769	TRUE	-0.1996	0.2252	0.5438	TRUE	-0.1481	0.3966	0.6331	TRUE	0.03122	0.8095	1	TRUE	-0.05291	0.7444	0.9999	TRUE	0.02585	0.858	0.9254	TRUE	-0.3332	0.0449	0.1485	TRUE	0.1016	0.5634	0.7173	TRUE	0.1699	0.2714	0.4135	TRUE	-0.1141	0.2459	0.4786	TRUE	0.05596	0.524	1	TRUE	0.02484	0.8651	0.9381	TRUE	0.302	0.1024	0.228
0610010O12Rik	_NE	4	TRUE	0.302	0.1883	0.9959	TRUE	-0.5387	0.001052	0.01685	TRUE	0.4613	0.002665	0.06608	TRUE	0.07869	0.69	0.9235	TRUE	-0.4705	0.01593	0.218	TRUE	-0.2924	0.2388	0.8767	TRUE	0.5325	0.02868	0.2474	TRUE	-0.08429	0.6636	0.8355	TRUE	-0.06246	0.7177	0.887	TRUE	-0.2245	0.2317	0.4698	TRUE	-0.1709	0.2258	1	TRUE	-0.03041	0.8732	0.9999	TRUE	0.3873	0.01036	0.03793	TRUE	-0.7957	1.248e-07	4.552e-06	TRUE	0.3121	0.07308	0.1707	TRUE	0.02961	0.8835	0.9301	TRUE	-0.2541	0.09061	0.2754	TRUE	-0.1261	0.2668	1	TRUE	0.3314	0.02428	0.09858	TRUE	0.581	0.02396	0.07702
0610011F06Rik	_NE	NA	TRUE	0.04627	0.8386	0.9983	TRUE	-0.2206	0.1548	0.3746	TRUE	0.253	0.1064	0.4672	TRUE	0.13	0.4809	0.8547	TRUE	-0.1283	0.504	0.8094	TRUE	-0.2186	0.3393	0.9223	TRUE	0.1086	0.6152	0.8705	TRUE	-0.1016	0.6286	0.814	TRUE	-0.03387	0.8444	0.9402	TRUE	-0.2242	0.2306	0.4683	TRUE	-0.1939	0.1546	1	TRUE	0.1623	0.2903	0.9999	TRUE	0.06619	0.6478	0.7899	TRUE	-0.3857	0.01303	0.06281	TRUE	-0.1741	0.3531	0.5305	TRUE	-0.06533	0.7137	0.8135	TRUE	-0.1172	0.3733	0.6043	TRUE	-0.0426	0.6498	1	TRUE	-0.2434	0.05516	0.1781	TRUE	-0.1886	0.3926	0.5772
0610011L14Rik	_NE	NA	TRUE	-0.009674	0.9498	0.9991	TRUE	-0.0005542	0.9961	0.9986	TRUE	0.0221	0.8225	0.9496	TRUE	0.1893	0.1536	0.6707	TRUE	0.05242	0.6976	0.895	TRUE	-0.05184	0.7679	0.9896	TRUE	-0.002104	0.9892	0.9972	TRUE	-0.03794	0.8333	0.9257	TRUE	0.03975	0.7248	0.8895	TRUE	-0.1601	0.2889	0.5319	TRUE	-0.1133	0.2656	1	TRUE	0.07619	0.447	0.9999	TRUE	-0.118	0.2357	0.4138	TRUE	-0.1881	0.06637	0.193	TRUE	-0.04024	0.7368	0.8394	TRUE	-0.157	0.1976	0.3261	TRUE	-0.03141	0.678	0.8306	TRUE	-0.05399	0.4502	1	TRUE	-0.0923	0.3833	0.6105	TRUE	-0.009149	0.9494	0.973
0610012G03Rik	_NE	NA	TRUE	0.1741	0.3529	0.9959	TRUE	0.06469	0.6355	0.8046	TRUE	0.2661	0.0546	0.3497	TRUE	0.1685	0.3227	0.7794	TRUE	0.06437	0.7176	0.9032	TRUE	0.00643	0.9775	0.9978	TRUE	0.3346	0.09402	0.437	TRUE	0.02313	0.9103	0.9626	TRUE	-0.17	0.3252	0.6389	TRUE	-0.1856	0.3528	0.5948	TRUE	-0.05542	0.6277	1	TRUE	-0.002496	0.9861	0.9999	TRUE	-0.2163	0.104	0.2286	TRUE	-0.05271	0.7107	0.8483	TRUE	-0.2263	0.1726	0.3227	TRUE	-0.1063	0.4715	0.6156	TRUE	0.1236	0.1894	0.4162	TRUE	-0.1057	0.2348	1	TRUE	-0.1021	0.383	0.6104	TRUE	-0.01238	0.9393	0.9689
0610012H03Rik	_NE	NA	FALSE	1.804	0.2842	NA	FALSE	2.825	0.09351	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	1.805	0.2826	NA	FALSE	-3.579	0.03605	NA	FALSE	0	1	NA	FALSE	-3.012	0.08798	NA	FALSE	-1.958	0.2185	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	1.074	0.4635	NA	FALSE	2.361	0.1805	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	-2.022	0.125	NA	FALSE	1.857	0.1512	NA	FALSE	2.331	0.1375	NA	FALSE	-1.189	0.3083	NA
0610030E20Rik	_NE	NA	TRUE	-0.09504	0.5452	0.9959	TRUE	0.3674	0.001533	0.02203	TRUE	-0.03344	0.7631	0.926	TRUE	-0.0338	0.8174	0.9615	TRUE	0.0836	0.5701	0.8429	TRUE	0.3774	0.05952	0.582	TRUE	-0.0178	0.9261	0.9803	TRUE	0.2186	0.2738	0.5178	TRUE	0.1919	0.1403	0.4346	TRUE	0.03144	0.8422	0.9253	TRUE	0.02789	0.8172	1	TRUE	-0.03413	0.7693	0.9999	TRUE	0.1529	0.1676	0.3241	TRUE	0.04292	0.7386	0.8631	TRUE	0.2586	0.05423	0.1352	TRUE	0.1911	0.1436	0.255	TRUE	0.1752	0.04065	0.1717	TRUE	0.09473	0.2936	1	TRUE	0.02697	0.8041	0.9077	TRUE	-0.1216	0.4542	0.6335
0610031J06Rik	_NE	1	TRUE	0.1447	0.3609	0.9959	TRUE	0.01275	0.9149	0.9633	TRUE	-0.006008	0.9594	0.9899	TRUE	0.02969	0.8301	0.9645	TRUE	0.1181	0.442	0.7759	TRUE	0.2206	0.2023	0.8451	TRUE	0.3803	0.01992	0.2064	TRUE	0.7494	7.691e-05	0.0008669	TRUE	0.05551	0.669	0.8603	TRUE	0.4774	0.0008264	0.006984	TRUE	-0.02304	0.832	1	TRUE	0.08857	0.442	0.9999	TRUE	0.6403	1.112e-09	1.612e-08	TRUE	-0.116	0.2948	0.506	TRUE	0.7384	2.907e-07	3.325e-06	TRUE	1.018	2.488e-14	4.018e-13	TRUE	0.03548	0.7141	0.8543	TRUE	-0.06338	0.41	1	TRUE	0.4736	0.0001198	0.001285	TRUE	0.5113	0.001949	0.0105
0610031O16Rik	_NE	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	1.985	0.2131	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	1.458e-15	1	NA	FALSE	-1.888e-15	1	NA	FALSE	1.65e-15	1	NA	FALSE	-1.23e-16	1	NA
0610037L13Rik	_NE	NA	TRUE	-0.03457	0.8415	0.9983	TRUE	0.08151	0.5276	0.7314	TRUE	-0.01275	0.9142	0.9788	TRUE	-0.03129	0.8249	0.9626	TRUE	-0.01162	0.9358	0.9795	TRUE	0.07845	0.6766	0.9825	TRUE	-0.07614	0.6502	0.8854	TRUE	-0.08556	0.6542	0.8294	TRUE	-0.1822	0.165	0.4686	TRUE	-0.2271	0.1308	0.3277	TRUE	0.06942	0.5412	1	TRUE	0.1397	0.2184	0.9954	TRUE	-0.2942	0.008158	0.03119	TRUE	-0.08007	0.4901	0.6874	TRUE	-0.007403	0.9601	0.9781	TRUE	-0.02766	0.829	0.8936	TRUE	0.03167	0.7175	0.8563	TRUE	0.08288	0.3035	1	TRUE	-0.05021	0.6488	0.8155	TRUE	-0.05893	0.6883	0.8155
0610037P05Rik	_NE	NA	TRUE	0.0005509	0.9973	0.9999	TRUE	0.2288	0.04361	0.1818	TRUE	-0.04828	0.6625	0.8881	TRUE	0.2371	0.1012	0.6188	TRUE	0.2914	0.05421	0.3807	TRUE	0.05295	0.7707	0.9896	TRUE	-0.09668	0.5612	0.8448	TRUE	0.1363	0.4553	0.6885	TRUE	-0.1405	0.3184	0.6334	TRUE	0.004197	0.9773	0.9915	TRUE	0.08082	0.4371	1	TRUE	0.06408	0.5663	0.9999	TRUE	-0.1575	0.159	0.3118	TRUE	0.03294	0.766	0.8789	TRUE	-0.02766	0.8434	0.9086	TRUE	0.07319	0.5649	0.6978	TRUE	0.03446	0.684	0.8345	TRUE	0.06703	0.3655	1	TRUE	-0.04655	0.6577	0.8214	TRUE	-0.0643	0.7021	0.8248
0610038B21Rik	_NE	NA	FALSE	-1.455	0.1288	NA	FALSE	1.068	0.111	NA	FALSE	0.3645	0.7273	NA	FALSE	1.277	0.1755	NA	FALSE	-1.637	0.08164	NA	FALSE	1.671	0.2629	NA	FALSE	3.143	0.1122	NA	FALSE	-0.5633	0.6585	NA	FALSE	-0.3747	0.5379	NA	FALSE	-0.1248	0.8339	NA	FALSE	1.262	0.3499	NA	FALSE	-2.886	0.01477	NA	FALSE	-0.6178	0.5317	NA	FALSE	0.2485	0.8248	NA	FALSE	0.009372	0.9902	NA	FALSE	-1.253	0.3181	NA	FALSE	0.5426	0.4026	NA	FALSE	1.097	0.1713	NA	FALSE	-0.3023	0.708	NA	FALSE	0.8559	0.3077	NA
0610038L08Rik	_NE	NA	FALSE	-2.799	0.1109	NA	FALSE	1.991	0.2249	NA	FALSE	0.2266	0.893	NA	FALSE	-2.656	0.1175	NA	FALSE	1.875	0.2735	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	3.744	0.0222	NA	TRUE	0.2553	0.3012	0.6193	TRUE	-0.1487	0.6038	0.7935	FALSE	-2.663	0.1167	NA	FALSE	-0.1246	0.9438	NA	FALSE	-1.758	0.2955	NA	FALSE	0	1	NA	FALSE	-1.777	0.2883	NA	FALSE	0	1	NA	FALSE	1.324	0.2789	NA	FALSE	-1.972	0.1309	NA	FALSE	0.4113	0.7875	NA	FALSE	-1.23e-16	1	NA
0610039K10Rik	_NE	NA	FALSE	-2.811	0.11	NA	FALSE	-2.585	0.1404	NA	FALSE	0	1	NA	FALSE	1.836	0.2711	NA	FALSE	-0.9158	0.5702	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	2.829	0.09052	NA	TRUE	0.2288	0.165	0.4686	TRUE	0.2851	0.1342	0.3337	FALSE	1.907	0.2417	NA	FALSE	-0.8478	0.5669	NA	FALSE	-2.476	0.152	NA	FALSE	0	1	NA	FALSE	-1.794	0.2861	NA	FALSE	2.767	0.09648	NA	FALSE	-0.6072	0.6459	NA	FALSE	-2.065	0.1133	NA	FALSE	0.9207	0.4717	NA	FALSE	0.5092	0.6958	NA
0610040B10Rik	_NE	NA	TRUE	-0.01116	0.9795	0.9991	TRUE	-0.2682	0.4518	0.675	TRUE	-0.01598	0.9711	0.9937	TRUE	-0.4119	0.377	0.8112	TRUE	-0.4012	0.3118	0.6922	TRUE	0.01261	0.9823	0.9978	TRUE	0.05102	0.9401	0.9839	TRUE	1.349	0.01404	0.06444	FALSE	-0.4324	0.4005	NA	TRUE	1.096	0.03699	0.1397	TRUE	0.1525	0.7067	1	TRUE	-1.2	0.002833	0.1766	TRUE	0.2635	0.4092	0.5976	TRUE	0.2678	0.5009	0.6963	TRUE	1.099	0.005524	0.02214	TRUE	0.7445	0.02754	0.06795	TRUE	0.2153	0.4704	0.686	TRUE	0.08204	0.7475	1	TRUE	0.2445	0.4541	0.6708	TRUE	0.6933	0.07224	0.1761
0610040F04Rik	_NE	NA	TRUE	0.8071	0.09393	0.9959	TRUE	0.2484	0.4271	0.6564	TRUE	-0.6587	0.09461	0.4464	TRUE	-0.1636	0.6802	0.9216	TRUE	0.03146	0.9326	0.9787	TRUE	0.1851	0.6938	0.9825	TRUE	-0.5509	0.2123	0.6117	TRUE	0.6159	0.2047	0.4329	TRUE	0.0253	0.8992	0.9628	TRUE	-0.1329	0.4832	0.7078	TRUE	0.2116	0.6603	1	TRUE	-0.2016	0.5882	0.9999	TRUE	0.3876	0.2101	0.3825	TRUE	0.09434	0.7679	0.8798	TRUE	0.3626	0.2382	0.4051	TRUE	0.3892	0.2465	0.3848	TRUE	-0.2346	0.3837	0.6135	TRUE	0.1089	0.7068	1	TRUE	0.2263	0.4738	0.6864	TRUE	0.104	0.7317	0.845
0610040J01Rik	_NE	1	TRUE	0.1441	0.6468	0.9959	TRUE	0.003349	0.9885	0.9952	TRUE	-0.09425	0.7014	0.9035	TRUE	-0.2077	0.4506	0.8434	TRUE	-0.187	0.4777	0.7965	TRUE	0.4283	0.2141	0.859	TRUE	0.5735	0.06789	0.3773	TRUE	1.118	0.0002292	0.002199	TRUE	0.02381	0.9248	0.9733	TRUE	0.7745	0.005238	0.03172	TRUE	0.2507	0.3098	1	TRUE	0.3142	0.22	0.9954	TRUE	0.4138	0.05586	0.1442	TRUE	-0.009609	0.9713	0.9879	TRUE	1.2	2.965e-07	3.381e-06	TRUE	0.9533	3.174e-05	0.0001762	TRUE	0.06799	0.706	0.8492	TRUE	0.08396	0.6452	1	TRUE	0.8134	0.0002084	0.002086	TRUE	0.7672	0.0009243	0.005703
0610043K17Rik	_NE	NA	TRUE	-0.05215	0.9283	0.9991	TRUE	0.03648	0.9361	0.974	TRUE	-0.3084	0.5493	0.8426	TRUE	-1.099	0.03125	0.4733	TRUE	-0.05518	0.9054	0.9718	TRUE	0.1067	0.8451	0.9927	TRUE	0.229	0.6716	0.8961	TRUE	-0.07126	0.8962	0.9567	FALSE	0.5376	0.377	NA	FALSE	-0.04282	0.9354	NA	FALSE	-0.05548	0.9291	NA	TRUE	-0.04788	0.9113	0.9999	TRUE	-0.8028	0.03051	0.09013	TRUE	0.4356	0.2503	0.4586	TRUE	-0.08648	0.8634	0.9204	TRUE	0.003947	0.9924	0.9957	TRUE	-0.1213	0.6968	0.8429	TRUE	-0.0716	0.823	1	TRUE	0.233	0.5325	0.7317	TRUE	-0.04414	0.9091	0.9538
0910001L09Rik	_NE	NA	TRUE	0.2742	0.1395	0.9959	TRUE	-0.3026	0.04517	0.1852	TRUE	0.1726	0.1922	0.5882	TRUE	0.1272	0.4088	0.8247	TRUE	-0.1096	0.5174	0.8174	TRUE	0.03916	0.8603	0.9928	TRUE	0.2622	0.1578	0.5424	TRUE	0.1394	0.4671	0.6978	TRUE	-0.2984	0.07543	0.3156	TRUE	-0.07299	0.6379	0.8147	TRUE	0.0878	0.4322	1	TRUE	-0.00833	0.9566	0.9999	TRUE	0.1042	0.4117	0.5998	TRUE	-0.4759	0.0003924	0.004554	TRUE	-0.0146	0.9259	0.9581	TRUE	0.1799	0.2316	0.3672	TRUE	-0.237	0.03212	0.1493	TRUE	-0.06447	0.5497	1	TRUE	0.02304	0.8485	0.9296	TRUE	0.2322	0.2384	0.417
100043387	_NE	NA	TRUE	-0.3644	0.2551	0.9959	TRUE	0.02844	0.8827	0.9462	TRUE	-0.3866	0.04377	0.313	TRUE	-0.2564	0.3936	0.82	TRUE	-0.2691	0.332	0.7068	TRUE	-0.1465	0.6714	0.9825	TRUE	-0.4746	0.1109	0.4688	TRUE	-0.4642	0.2474	0.4865	TRUE	-0.09408	0.6067	0.8281	TRUE	-0.0532	0.7842	0.8943	TRUE	0.1157	0.6474	1	TRUE	0.1264	0.4929	0.9999	TRUE	-0.3001	0.05692	0.1461	TRUE	0.3873	0.02009	0.08446	TRUE	-0.239	0.2385	0.4055	TRUE	-0.2194	0.247	0.3854	TRUE	0.02609	0.8313	0.9202	TRUE	0.1506	0.1951	1	TRUE	-0.2117	0.2155	0.4408	TRUE	-0.4636	0.03711	0.1079
1100001G20Rik	_NE	NA	FALSE	1.861	0.2768	NA	FALSE	0	1	NA	FALSE	-2.533	0.1464	NA	FALSE	-1.957	0.2409	NA	FALSE	1.875	0.2735	NA	FALSE	0	1	NA	FALSE	-2.348	0.1857	NA	FALSE	2.004	0.2183	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	-0.8294	0.574	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	0	1	NA	FALSE	1.458e-15	1	NA	FALSE	1.359	0.253	NA	FALSE	0.4368	0.7755	NA	FALSE	-1.23e-16	1	NA
1110001A16Rik	_NE	NA	TRUE	-0.1088	0.6337	0.9959	TRUE	0.1382	0.3737	0.611	TRUE	0.05645	0.749	0.9216	TRUE	0.1724	0.429	0.8324	TRUE	0.463	0.03808	0.3312	TRUE	0.1216	0.6055	0.9825	TRUE	-0.1403	0.5178	0.824	TRUE	0.2933	0.245	0.4837	TRUE	0.02786	0.8654	0.9493	TRUE	0.0708	0.6907	0.8443	TRUE	0.1105	0.5375	1	TRUE	0.1056	0.5412	0.9999	TRUE	0.04934	0.761	0.8658	TRUE	0.1304	0.4413	0.6456	TRUE	0.115	0.5553	0.7102	TRUE	0.5546	0.001298	0.00494	TRUE	-0.02381	0.8393	0.9246	TRUE	0.1144	0.3664	1	TRUE	0.1064	0.4566	0.6728	TRUE	-0.08891	0.611	0.7591
1110001J03Rik	_NE	NA	TRUE	0.4238	0.1474	0.9959	TRUE	-0.4157	0.0359	0.1621	TRUE	0.2349	0.2513	0.6465	TRUE	0.2175	0.3706	0.8084	TRUE	-0.3106	0.2447	0.6398	TRUE	-0.04429	0.8911	0.9957	TRUE	0.1348	0.6296	0.8761	TRUE	-0.2403	0.4077	0.6496	TRUE	-0.1524	0.4861	0.7584	TRUE	-0.4596	0.06415	0.205	TRUE	-0.004902	0.9739	1	TRUE	0.03851	0.8562	0.9999	TRUE	-0.2715	0.1748	0.3342	TRUE	-0.338	0.1391	0.3167	TRUE	-0.06448	0.7809	0.8689	TRUE	-0.1833	0.3719	0.5197	TRUE	-0.002878	0.986	0.9947	TRUE	-0.1244	0.4458	1	TRUE	-0.1373	0.4279	0.6488	TRUE	-0.1405	0.5066	0.6777
1110002B05Rik	_NE	1	TRUE	0.1018	0.5854	0.9959	TRUE	0.4186	0.0008605	0.01484	TRUE	-0.04672	0.7445	0.9201	TRUE	-0.09058	0.5635	0.8792	TRUE	0.2027	0.1862	0.5858	TRUE	0.3095	0.1251	0.7583	TRUE	-0.1067	0.5582	0.843	TRUE	0.5309	0.005551	0.03115	TRUE	0.2791	0.1128	0.3888	TRUE	0.235	0.1353	0.3354	TRUE	0.01072	0.938	1	TRUE	0.1324	0.3109	0.9999	TRUE	0.3752	0.001754	0.008484	TRUE	0.1846	0.1717	0.3609	TRUE	0.4628	0.0005582	0.003197	TRUE	0.6132	7.21e-07	5.468e-06	TRUE	0.437	0.0001154	0.003982	TRUE	0.02125	0.8637	1	TRUE	0.2854	0.01689	0.07603	TRUE	0.3191	0.04296	0.1203
1110002L01Rik	_NE	NA	TRUE	-0.068	0.743	0.9959	TRUE	0.08409	0.5771	0.7655	TRUE	-0.1179	0.4772	0.8052	TRUE	-0.03952	0.8357	0.9665	TRUE	0.2684	0.1462	0.5375	TRUE	0.2093	0.3695	0.9383	TRUE	-0.01809	0.9323	0.9825	TRUE	-0.1351	0.5918	0.7911	TRUE	-0.08285	0.4451	0.7297	TRUE	-0.2671	0.04637	0.1638	TRUE	-0.02646	0.8826	1	TRUE	0.2101	0.1948	0.9879	TRUE	-0.3453	0.02899	0.08654	TRUE	0.1281	0.3863	0.5954	TRUE	0.04006	0.8228	0.8963	TRUE	0.01759	0.9154	0.9499	TRUE	0.1273	0.3563	0.5871	TRUE	0.06711	0.5271	1	TRUE	-0.2638	0.0931	0.2551	TRUE	-0.4203	0.05978	0.1531
1110002N22Rik	_NE	NA	TRUE	-0.001539	0.9958	0.9998	TRUE	0.1928	0.3395	0.5805	TRUE	-0.3058	0.1575	0.5483	TRUE	0.08574	0.7512	0.943	TRUE	0.1746	0.4978	0.8061	TRUE	0.2048	0.5034	0.9739	TRUE	-0.4457	0.1329	0.5079	TRUE	0.1575	0.6077	0.8019	TRUE	0.2291	0.3466	0.6572	TRUE	0.2299	0.3993	0.6358	TRUE	0.04378	0.8643	1	TRUE	0.01446	0.9496	0.9999	TRUE	0.1405	0.5276	0.6999	TRUE	-0.07008	0.7574	0.8743	TRUE	-0.02292	0.9192	0.954	TRUE	-0.06764	0.7438	0.8347	TRUE	0.03114	0.8604	0.9353	TRUE	0.02575	0.8959	1	TRUE	-0.1199	0.569	0.7602	TRUE	-0.008736	0.9675	0.9826
1110003E01Rik	_NE	NA	TRUE	-0.07314	0.585	0.9959	TRUE	0.08994	0.388	0.6243	TRUE	-0.00613	0.9423	0.9856	TRUE	0.08899	0.431	0.8338	TRUE	0.1148	0.3402	0.7118	TRUE	0.0414	0.7868	0.9896	TRUE	-0.04672	0.7325	0.9213	TRUE	0.05541	0.7037	0.8565	TRUE	0.0104	0.925	0.9733	TRUE	0.02814	0.8163	0.9112	TRUE	-0.001705	0.9852	1	TRUE	-0.0008881	0.9922	0.9999	TRUE	0.08325	0.3403	0.5299	TRUE	-0.03115	0.7114	0.8489	TRUE	0.0941	0.3996	0.5741	TRUE	0.02295	0.8335	0.8962	TRUE	0.1211	0.09883	0.2891	TRUE	-0.002101	0.9717	1	TRUE	0.03498	0.7152	0.8569	TRUE	-0.01831	0.8827	0.9393
