FeatureID,FeatureName,oligodendrocyte Average,oligodendrocyte Log2 Fold Change,oligodendrocyte P-Value
ENSMUSG00000105255,Gm42413,1.9159064368833365,4.483081311265059,5.710828381726067e-40
ENSMUSG00000075284,Wipf1,2.020916672039849,4.429025253399883,1.5861147072856651e-38
ENSMUSG00000039682,Lap3,1.1678411000739397,4.423892839676964,3.770831478249947e-38
ENSMUSG00000017734,Dbndd2,5.8076493943504435,4.374031796481066,2.584590968324396e-37
ENSMUSG00000074892,B3galt5,1.4892360622196288,4.376239543092477,8.92271069259109e-37
ENSMUSG00000047216,Cdh19,3.4305995258075743,4.3308751768894815,5.071619740758184e-36
ENSMUSG00000015714,Cers2,1.2245890554362973,4.339238068120468,7.166818176604459e-36
ENSMUSG00000038668,Lpar1,1.34842688325976,4.317586397548367,3.1394774173478506e-35
ENSMUSG00000041235,Chd7,1.7880909486372787,4.270584302154287,2.423072726876289e-34
ENSMUSG00000028677,Rnf220,7.636842834021205,4.259974944351421,2.6410491906780073e-34
ENSMUSG00000027695,Pld1,1.0312747588981723,4.281540051284059,2.744930368884338e-34
ENSMUSG00000040624,Plekhg1,3.1020447749012137,4.251685969316906,5.953836323125137e-34
ENSMUSG00000033904,Ccp110,2.635332618650048,4.236456719298905,1.590774287513823e-33
ENSMUSG00000043456,Zfp536,12.242178071301884,4.226734134615923,1.9585090259121545e-33
ENSMUSG00000024593,Megf10,1.1670455679894205,4.178013422124392,7.365332833583329e-32
ENSMUSG00000062078,Qk,24.04973044709487,4.1521089350941995,9.711032550308499e-32
ENSMUSG00000089941,Gm16168,4.452858254414531,4.149459577522079,1.8345549143480392e-31
ENSMUSG00000074457,S100a16,1.0644219290864654,4.154533066613854,2.926546329416487e-31
ENSMUSG00000030685,Kctd13,3.357410574031823,4.123426859734577,7.435083784943312e-31
ENSMUSG00000020486,Sept4,8.235878493664037,4.114899891460085,8.88393879527332e-31
ENSMUSG00000023999,Kif6,1.1238216580638865,4.101685002601099,8.734934939286432e-30
ENSMUSG00000021097,Clmn,3.885643878152461,4.074458275908413,9.94585343027894e-30
ENSMUSG00000045404,Kcnk13,1.3675196532882168,4.087480521659458,1.2333975690434397e-29
ENSMUSG00000030168,Adipor2,5.631041271587218,4.046051673572719,3.8306007904953955e-29
ENSMUSG00000046240,Hepacam,3.1192813033991262,3.991267244011347,6.961152662345113e-28
ENSMUSG00000030064,Frmd4b,4.078427819967573,3.980071603853178,1.277387541917703e-27
ENSMUSG00000064373,Selenop,1.708272562823869,3.96795323484644,3.1836482522997125e-27
ENSMUSG00000062591,Tubb4a,10.42173548456083,3.94830595126158,4.496336047605748e-27
ENSMUSG00000027882,Stxbp3,2.9097911878091143,3.9319988633133156,1.3098489857817352e-26
ENSMUSG00000045625,Pigz,1.1219654165333421,3.9447809837633128,1.4922391308937783e-26
ENSMUSG00000066043,Phactr4,1.432488106857271,3.935032659540446,1.652185496286536e-26
ENSMUSG00000049807,Arhgap23,5.246799274764525,3.8729521750179714,1.8513698439073143e-25
ENSMUSG00000037754,Ppp1r16b,5.581983459708544,3.8611440919727293,3.319863786536693e-25
ENSMUSG00000035469,Rcbtb1,3.437228959845233,3.859396322660346,3.7001279615168765e-25
ENSMUSG00000020604,Arsg,1.1686366321584587,3.8711916341767116,4.447996723401069e-25
ENSMUSG00000074794,Arrdc3,1.4059703707066367,3.8498294956425743,9.342273937633472e-25
ENSMUSG00000021143,Pacs2,1.4696129374681592,3.8427609978669697,1.2195307928259082e-24
ENSMUSG00000008734,Gprc5b,1.6061792786439264,3.839120073855978,1.2707709546766035e-24
ENSMUSG00000056515,Rab31,7.593088569372658,3.8144262666095194,2.6514613838662763e-24
