FeatureID,FeatureName,oligodendrocyte Average,oligodendrocyte Log2 Fold Change,oligodendrocyte P-Value
ENSMUSG00000047368,Abhd17b,4.775313926006246,2.9618446782035117,1.0962496128899934e-11
ENSMUSG00000018427,Ypel2,3.6329298526369147,2.9599127961479024,1.1800234073034681e-11
ENSMUSG00000038633,Degs1,1.631371127987029,2.954788222430424,1.4912804422932943e-11
ENSMUSG00000055013,Agap1,5.574558493586367,2.940148753385304,1.9093564010730195e-11
ENSMUSG00000040606,Kazn,1.3752097967719008,2.9396773451875085,2.2695387103371933e-11
ENSMUSG00000040234,Tm7sf3,1.3250912754472017,2.9193870154953387,3.647342894970428e-11
ENSMUSG00000025351,Cd63,1.4080917895986875,2.9025615011239188,5.6584847597039165e-11
ENSMUSG00000034663,Bmp2k,1.1344287525241403,2.900712676415647,6.110835469230949e-11
ENSMUSG00000028691,Prdx1,2.7891354883237276,2.8921525604691762,6.3772536157477e-11
ENSMUSG00000041112,Elmo1,8.44881591495363,2.885457161635146,7.326560018221746e-11
ENSMUSG00000026748,Plxdc2,5.7182846235228055,2.884838463084847,7.897119886270118e-11
ENSMUSG00000023805,Synj2,1.7257742686832878,2.882670026890087,8.446153291104334e-11
ENSMUSG00000028347,Tmeff1,2.9063438821095318,2.8646384184783993,1.2168654608980804e-10
ENSMUSG00000021957,Tkt,1.823094360356116,2.836359892615347,2.3957797199069883e-10
ENSMUSG00000024661,Fth1,19.697904767414254,2.832319001464186,2.413952401947619e-10
ENSMUSG00000032020,Ubash3b,2.020916672039849,2.7873145653910116,7.647179859767525e-10
ENSMUSG00000031447,Lamp1,5.131712299870772,2.778686478722536,7.996736252800688e-10
ENSMUSG00000076432,Ywhaq,4.495286632255546,2.776688045432505,8.448579271664986e-10
ENSMUSG00000026608,Kctd3,1.733729589528478,2.7760146314248333,9.335708960163625e-10
ENSMUSG00000075254,Heg1,1.2755031088455153,2.778264619822969,1.047321555692971e-09
ENSMUSG00000020570,Sypl,1.7599821483176061,2.758935124086765,1.3345095860097976e-09
ENSMUSG00000061436,Hipk2,3.807946911231102,2.7523069338838844,1.4269290835637923e-09
ENSMUSG00000033577,Myo6,3.815106699991773,2.752685976487177,1.4286994954575516e-09
ENSMUSG00000026737,Pip4k2a,4.154003367996881,2.742314299300419,1.7899140507622762e-09
ENSMUSG00000050840,Cdh20,4.5080151456078505,2.722676099244471,2.7334494676142343e-09
ENSMUSG00000036503,Rnf13,4.282084033604446,2.7146328030098257,3.1313585434997072e-09
ENSMUSG00000029554,Mad1l1,1.0336613551517295,2.7197790764628462,3.3460230322386134e-09
ENSMUSG00000047976,Kcna1,4.550708700810372,2.6979346328337352,4.497842131556779e-09
ENSMUSG00000019970,Sgk1,4.327164185060524,2.6870766004057884,5.712707120178692e-09
ENSMUSG00000025915,Sgk3,2.7156813591864704,2.6877725352195956,5.892246450909477e-09
ENSMUSG00000029723,Tsc22d4,1.8750691232113594,2.673302375671415,7.843346126776221e-09
ENSMUSG00000035168,Tanc1,1.215042670422069,2.6729153256251252,8.508596823030411e-09
ENSMUSG00000033308,Dpyd,2.0301978796925706,2.6682012025658146,9.392791619415641e-09
ENSMUSG00000049690,Nckap5,1.9623124751469467,2.665535716002069,9.820005196982666e-09
ENSMUSG00000081534,Slc48a1,2.4178871822148458,2.6570244350862247,1.0502514109062724e-08
ENSMUSG00000030203,Dusp16,1.234400617812032,2.6539360368359146,1.2039853548875381e-08
ENSMUSG00000031441,Atp11a,1.3216439697476192,2.6517161985975872,1.2325415891131593e-08
ENSMUSG00000026238,Ptma,5.222402957505942,2.638005221775381,1.4764825774829299e-08
ENSMUSG00000019899,Lama2,1.6639879434523095,2.6438223928201365,1.4780718497122629e-08
ENSMUSG00000001833,Sept7,11.782625703811389,2.6255959892829086,1.8240368816462266e-08
ENSMUSG00000026442,Nfasc,7.083948035280478,2.620473678621522,2.0540041571044887e-08
ENSMUSG00000036046,5031439G07Rik,2.780914990117031,2.621782669397504,2.0592475051254876e-08
ENSMUSG00000034648,Lrrn1,1.177387485088168,2.6179347876624277,2.4574270372520583e-08
ENSMUSG00000034157,Cipc,2.7334482424073956,2.611499406169784,2.5031887241109377e-08
ENSMUSG00000108621,Gm37494,1.0562014308797687,2.6090314402879353,2.898042857332433e-08
ENSMUSG00000032186,Tmod2,5.4188993823821425,2.5971843164897392,3.20632045937431e-08
ENSMUSG00000054364,Rhob,1.2155730251450816,2.5835501378059176,4.649595415934491e-08
ENSMUSG00000079564,Gm11149,2.5260795457094343,2.5304386767763254,1.152284283959883e-07
ENSMUSG00000020576,Nbas,3.3651007175155074,2.516347862085585,1.448823519344231e-07
ENSMUSG00000031990,Jam3,2.085089593524384,2.5064438754556115,1.7662015777747097e-07
ENSMUSG00000009828,Ick,1.049306819480604,2.498966959113425,2.1490983299731193e-07
ENSMUSG00000034488,Edil3,16.403341228059436,2.4880253510052484,2.312968711566051e-07
ENSMUSG00000023495,Pcbp4,1.1246171901484054,2.491118718909305,2.506501934365654e-07
ENSMUSG00000045071,E130308A19Rik,1.800023929905064,2.4855299737871683,2.5840969520245173e-07
ENSMUSG00000051234,Rnf7,1.0721120725701494,2.479365733678738,3.0924840933565125e-07
ENSMUSG00000034210,Efcab14,1.5226484097694282,2.474191864702705,3.166712966102261e-07
ENSMUSG00000043154,Ppp2r3a,6.3045917698133325,2.462627177547707,3.623546249580097e-07
ENSMUSG00000084925,1810062O18Rik,1.0068784416395888,2.4634743695875825,4.01814927896038e-07
ENSMUSG00000023827,Agpat4,3.199099689212536,2.457106875778366,4.0464628244733337e-07
ENSMUSG00000068798,Rap1a,2.5210411758408138,2.456538856368287,4.1330060211646453e-07
ENSMUSG00000025702,March8,1.3980150498614463,2.444938651554225,5.215301601602639e-07
ENSMUSG00000028967,Errfi1,1.601140908775306,2.425977636827882,7.440951061046798e-07
ENSMUSG00000031833,Mast3,7.441937473314042,2.4135253045240437,8.221494460650827e-07
ENSMUSG00000019927,Ube2d1,2.1903650060424025,2.407934151528182,9.338067649299185e-07
ENSMUSG00000032118,Fez1,3.529775859010947,2.3945599191505584,1.1382311802004048e-06
ENSMUSG00000023923,Tbc1d5,7.478531949201917,2.3908413623575413,1.1854570329599375e-06
ENSMUSG00000034574,Daam1,3.278652897664439,2.387545174799759,1.2691056319874357e-06
ENSMUSG00000030310,Slc6a1,2.4969100359437366,2.386343874999507,1.3350995977208507e-06
ENSMUSG00000028385,Snx30,2.1354732922105892,2.3837688009190927,1.3684176520246637e-06
ENSMUSG00000021112,Mpp5,1.074763846185213,2.374688140412174,1.6718520723558534e-06
ENSMUSG00000020231,Dip2a,2.6324156676734782,2.368993476937284,1.7129771467298814e-06
ENSMUSG00000020331,Hcn2,2.0697093065570162,2.362704825258989,1.926035397200694e-06
ENSMUSG00000036745,Ttll7,7.182859191122344,2.358944084951362,1.944274637192472e-06
ENSMUSG00000052040,Klf13,3.1855756437757123,2.3577310984966497,2.0290204323080307e-06
ENSMUSG00000022799,Arhgap31,1.1686366321584587,2.327013731839533,3.6527636931931124e-06
ENSMUSG00000022790,Igsf11,1.4375264767258917,2.309324350714487,4.450546103516485e-06
ENSMUSG00000032050,Rdx,1.8697655759812326,2.3056331656908977,4.564457884877545e-06
ENSMUSG00000034377,Tulp4,5.170693372012204,2.2987215348972425,4.85420249408615e-06
ENSMUSG00000040268,Plekha1,3.2874037505941485,2.2835220998607886,6.167425466920392e-06
ENSMUSG00000054619,Mettl7a1,2.076073563233168,2.2828389650503267,6.363638972715729e-06
ENSMUSG00000075590,Nrbp2,1.2253845875208162,2.282152857928144,6.622911553746806e-06
ENSMUSG00000022708,Zbtb20,7.337987947603556,2.2715334470937654,7.406917178315576e-06
ENSMUSG00000040265,Dnm3,9.684807596934702,2.2646004769254824,7.932288358969016e-06
ENSMUSG00000027533,Fabp5,1.4669611638530957,2.2692811722301807,7.980080940906517e-06
ENSMUSG00000008348,Ubc,2.6456745357487956,2.2660307898312704,8.013274985260891e-06
ENSMUSG00000030638,Sh3gl3,1.431692574772752,2.267869400917765,8.04090450348168e-06
ENSMUSG00000087259,2610035D17Rik,2.2505602671043428,2.2640915578462963,8.27821180912876e-06
ENSMUSG00000025790,Slco3a1,2.577523953841665,2.254455685095617,9.581041168752325e-06
ENSMUSG00000032087,Dscaml1,6.0492259706827225,2.249503073182043,1.0055854274113274e-05
ENSMUSG00000037736,Limch1,5.264035803262438,2.2247072930136658,1.3991121635823364e-05
ENSMUSG00000018171,Vmp1,7.215741183949131,2.220746750530665,1.455200660825496e-05
ENSMUSG00000032064,Dixdc1,2.4489129335110884,2.206734187945225,1.8034236357519914e-05
ENSMUSG00000028412,Slc44a1,5.112884707203822,2.2032306995386377,1.8546269710348675e-05
ENSMUSG00000035891,Cerk,1.4544978278622978,2.195882867863383,2.1430559921335185e-05
ENSMUSG00000033713,Foxn3,4.3640238383099055,2.18602819009711,2.333592883500748e-05
ENSMUSG00000061175,Fnip2,1.6197033240807501,2.184089839085204,2.4763899254646838e-05
ENSMUSG00000037996,Slc24a2,25.532867429999854,2.178956059363755,2.5152537813640077e-05
ENSMUSG00000072235,Tuba1a,6.519385432633471,2.174361956184451,2.69938512277547e-05
ENSMUSG00000021969,Zdhhc20,3.5881148785423425,2.1721009329981067,2.793456630133928e-05
ENSMUSG00000025812,Pard3,2.21449614593948,2.1715001172307784,2.8577516350546058e-05
ENSMUSG00000104283,Gm37459,3.1057572579623027,2.1704821559331586,2.9373602243826957e-05
ENSMUSG00000047712,Ust,1.0230542606914756,2.1783096303727065,2.9583830574357e-05
ENSMUSG00000104093,A330015K06Rik,3.7236205102720845,2.1688107616626935,2.9643109734386776e-05
ENSMUSG00000022744,Cldnd1,1.0349872419592612,2.1646181548743546,3.2715073513001365e-05
ENSMUSG00000026074,Map4k4,2.6440834715797576,2.1462023181119814,3.913836935666451e-05
ENSMUSG00000022462,Slc38a2,4.898886576468202,2.1406692530415117,4.289963196144233e-05
ENSMUSG00000034579,Pla2g3,1.0596487365793512,2.132373125821499,4.891948541556969e-05
ENSMUSG00000039361,Picalm,2.229876432906848,2.1222716958351393,5.3111800240267586e-05
ENSMUSG00000004633,Chn2,1.9167019689678555,2.1203464913627137,5.553520124539743e-05
ENSMUSG00000043733,Ptpn11,2.1662338661453253,2.1150810133984637,5.776362396086156e-05
ENSMUSG00000017132,Cyth1,2.206010470371277,2.1104956850138947,6.0883818803786885e-05
ENSMUSG00000030616,Sytl2,2.6509780829789222,2.1076289997198145,6.311243161762282e-05
ENSMUSG00000004070,Hmox2,1.3232350339166572,2.102926756076288,6.845532764357158e-05
ENSMUSG00000036402,Gng12,1.3192573734940622,2.101454758391135,7.021278254033406e-05
ENSMUSG00000015305,Sash1,1.1999275608162072,2.102321843387334,7.03828470254049e-05
ENSMUSG00000037679,Inf2,1.3388804982455316,2.096166130180351,7.39682344400962e-05
ENSMUSG00000034751,Mast4,16.863423950272942,2.0901230125963237,7.563782945294678e-05
ENSMUSG00000031605,Klhl2,5.115271303457378,2.0757421921229575,9.061106964280482e-05
ENSMUSG00000026842,Abl1,1.2126560741685117,2.068915177948667,0.00010291832269129558
ENSMUSG00000052331,Ankrd44,1.1039333559509106,2.065279535819546,0.00011053399863198926
ENSMUSG00000006800,Sulf2,1.5451884854974673,2.0619990404834945,0.00011053399863198926
ENSMUSG00000026872,Zeb2,12.39836753722912,2.0508204196377147,0.00011987896065405245
ENSMUSG00000004032,Gstm5,1.1633330849283319,2.0470221599220175,0.0001333089699809024
ENSMUSG00000027164,Traf6,1.0355175966822738,2.0426036192426884,0.00013843969235169038
ENSMUSG00000022270,Retreg1,1.600345376690787,2.0345826584590654,0.00014886322048073626
ENSMUSG00000041889,Shisa4,3.904471470819411,2.03045653157711,0.00015227334229924317
ENSMUSG00000061451,Tmem151a,2.0047408529879616,2.0234193591802074,0.0001679349449976543
ENSMUSG00000037656,Slc20a2,1.5213225229618963,2.0117464640619276,0.00019201341480892117
ENSMUSG00000042105,Inpp5f,1.6276586449259405,2.009296704043764,0.0001973478714797231
ENSMUSG00000029580,Actb,10.925572471422885,2.003194587228976,0.00020598336033500367
ENSMUSG00000025137,Pcyt2,2.5231625947328644,2.0036134817613225,0.00020771302263257875
ENSMUSG00000006205,Htra1,1.465635277045564,1.9989755288076672,0.00022911001264707545
ENSMUSG00000024413,Npc1,1.1354894619701656,1.9962379665559857,0.0002301150967623791
ENSMUSG00000020532,Acaca,3.818819183052862,1.981924592534637,0.0002607215870317565
ENSMUSG00000021451,Sema4d,1.7141064647770086,1.9807247379973651,0.0002673989333973686
ENSMUSG00000027238,Frmd5,15.000022630967862,1.9758183839885766,0.0002752777125561838
ENSMUSG00000031608,Galnt7,1.3712321363493056,1.9752901853261493,0.000287857198848268
ENSMUSG00000039959,Hip1,1.5595080630188098,1.9705029095651727,0.0003005637190516767
ENSMUSG00000098243,Gm4258,5.728891717983059,1.9658849944906505,0.0003058296647849985
ENSMUSG00000021981,Cab39l,1.6570933320531447,1.967474414419209,0.0003099449806325881
ENSMUSG00000045962,Wnk1,3.4571172619582087,1.9633457998394173,0.0003163119127620396
ENSMUSG00000025558,Dock9,3.547277564870366,1.950529540348103,0.00036193972989335553
ENSMUSG00000005873,Reep5,3.1248500279907594,1.9474584082089879,0.0003730660801947066
ENSMUSG00000033208,S100b,1.0363131287667928,1.9417112336198186,0.00042034643217274485
ENSMUSG00000026490,Cdc42bpa,8.15871188146569,1.9325245858840419,0.00043104295173090163
ENSMUSG00000041362,Shtn1,3.309413471599175,1.9310195342222927,0.0004418820480935638
ENSMUSG00000034135,Sik3,5.757265695664238,1.9294025073809777,0.00044607426236419544
ENSMUSG00000014547,Wdfy2,1.0235846154144883,1.9306856651879545,0.00045902217812594966
ENSMUSG00000033653,Vps8,2.153770530154527,1.9272963471381641,0.0004621615755260763
ENSMUSG00000022472,Desi1,2.1940774891034915,1.9253783384138994,0.0004696775322733687
ENSMUSG00000069670,Nkain2,58.259731500305314,1.91723070985834,0.0005023690154460427
ENSMUSG00000046897,Zfp740,1.0866968274529982,1.9165097559644801,0.0005255791942166391
ENSMUSG00000029426,Scarb2,1.1726142925810539,1.915696249611382,0.0005291186582838168
ENSMUSG00000030849,Fgfr2,11.065055763575222,1.907302946400945,0.0005528947338519041
ENSMUSG00000059070,Rpl18,1.5671982065024939,1.9094305210565357,0.000560263468703344
ENSMUSG00000002985,Apoe,11.003799793067257,1.9086424697749496,0.0005738976631591812
ENSMUSG00000021830,Txndc16,1.9283697728741347,1.9030548622351078,0.0005861319646496899
ENSMUSG00000050708,Ftl1,1.5215877003234026,1.9039029685150959,0.0005910533286479494
ENSMUSG00000032382,Snx1,1.430897042688233,1.9024706906769544,0.0005926680530736124
ENSMUSG00000030774,Pak1,6.064075902927078,1.8973781112923054,0.0006092076403487039
ENSMUSG00000036529,Sbf1,1.5547348705116957,1.887117426181188,0.0006896117584400109
ENSMUSG00000037957,Wdr20,1.3587688003585074,1.8694798250209184,0.0008139320682876687
ENSMUSG00000039542,Ncam1,8.89643530117634,1.8648935629361711,0.0008300463741531441
ENSMUSG00000001036,Epn2,3.2518699841522984,1.8651881755693582,0.0008408627249688543
ENSMUSG00000035093,Secisbp2l,2.0641405819653826,1.8635029277469544,0.0008555444677584627
ENSMUSG00000002015,Bcap31,1.0161596492923108,1.860631613576037,0.0008979479717605779
ENSMUSG00000059921,Unc5c,8.969889430313597,1.8539678184373456,0.0009231953001495985
ENSMUSG00000023010,Tmbim6,2.368033838251653,1.853713359303213,0.0009324491058708946
ENSMUSG00000021248,Tmed10,1.981140067813897,1.844416026617579,0.0010233429294629107
ENSMUSG00000022051,Bnip3l,1.3534652531283806,1.843926208356366,0.001044462594516743
ENSMUSG00000035158,Mitf,1.4006668234765098,1.837935577774804,0.001101657171535271
ENSMUSG00000025730,Rab40c,1.592655233207103,1.8358304622903068,0.0011083928653994556
ENSMUSG00000041926,Rnpep,1.045594336419515,1.8295805222895294,0.0011932469182646206
ENSMUSG00000087625,4930419G24Rik,5.350218445752,1.8254540817378744,0.0012076720799771932
ENSMUSG00000027674,Pex5l,19.61702567215482,1.8149105063783546,0.0013163159433041422
ENSMUSG00000054752,Fsd1l,1.3616857513350773,1.810954244151377,0.0013961260422352237
ENSMUSG00000018411,Mapt,10.999026600560143,1.8076797271854166,0.0014004681398164884
ENSMUSG00000111846,Gm47271,1.33463766046143,1.8056680343116616,0.0014675833641195407
ENSMUSG00000032537,Ephb1,2.368033838251653,1.8034742983074081,0.0014763485692452663
ENSMUSG00000025026,Add3,1.7366465405050477,1.8035967467495801,0.0014831108223568982
ENSMUSG00000019843,Fyn,2.5329741571085993,1.788072949424787,0.0016927646057442755
ENSMUSG00000020640,Itsn2,2.2919279354993325,1.7841291843945724,0.0017365867991687733
ENSMUSG00000060032,H2afj,1.3661937664806851,1.7840894063711383,0.0017648470203169364
ENSMUSG00000026991,Pkp4,2.947976727866028,1.7774822405571906,0.0018393496271631286
ENSMUSG00000019978,Epb41l2,1.1068503069274804,1.7826702088317727,0.0018543142603758987
ENSMUSG00000035901,Dennd5a,1.7597169709560998,1.7651609938697033,0.002062071503270859
ENSMUSG00000060743,H3f3a,1.7469884576037953,1.7648488961876012,0.0020737690999421284
ENSMUSG00000043153,Crppa,1.0103257473391711,1.764348367356932,0.0021105124680896926
ENSMUSG00000022108,Itm2b,8.099842507211282,1.7585808526348448,0.0021530057400448617
ENSMUSG00000020827,Mink1,2.028871992885039,1.754322814453779,0.0022577756262451947
ENSMUSG00000021552,Gkap1,1.241295229211197,1.7533143757027467,0.002305956919623085
ENSMUSG00000068290,Ddrgk1,1.231218489473956,1.7445006973317385,0.002489169105797372
ENSMUSG00000012609,Ttll5,2.0397442647067994,1.732602851924774,0.002704890781187239
ENSMUSG00000053907,Mat2a,2.693671638181444,1.7318901682334162,0.0027068959813423277
ENSMUSG00000031748,Gnao1,5.554670191473391,1.7275121995346168,0.00279460672029222
ENSMUSG00000034858,Fam214a,1.6547067357995875,1.7282354053537796,0.002815284597838589
ENSMUSG00000032340,Neo1,2.626581765720339,1.7261061482907554,0.002837580313979047
ENSMUSG00000027598,Itch,2.9601748864953197,1.7202939267088138,0.0029657452466137716
ENSMUSG00000027223,Mapk8ip1,1.467756695937615,1.71891334434238,0.0030498083120833056
ENSMUSG00000014496,Ankrd28,3.0765877481966046,1.7084607699852654,0.003267912713646682
ENSMUSG00000020458,Rtn4,10.58720615814079,1.7058305977305255,0.0033144082400948303
ENSMUSG00000030259,Rassf8,1.3163404225174924,1.7014742389947237,0.0034954109601784385
ENSMUSG00000028552,Eps15,1.57038033484057,1.699277716403825,0.0035436508325672584
ENSMUSG00000007867,Ift43,1.170492873689003,1.689994708268471,0.00384739436364165
ENSMUSG00000068923,Syt11,4.8477073456974775,1.682293243426136,0.004002730785721566
ENSMUSG00000025060,Slk,1.7080073854623627,1.6735026865816995,0.0043282245224999846
ENSMUSG00000036019,Tmtc2,3.282630558087034,1.6637468463313194,0.004647407445564112
ENSMUSG00000022514,Il1rap,3.5520507573774798,1.6629730752689365,0.004652450104824691
ENSMUSG00000032518,Rpsa,2.428759454036606,1.664820556330239,0.004654949072308123
ENSMUSG00000012848,Rps5,1.2895575090053515,1.652546618848839,0.005158220911605587
ENSMUSG00000018567,Gabarap,1.0874923595375174,1.6487492861406012,0.005325276656156959
ENSMUSG00000021917,Spcs1,1.0095302152546521,1.635762359402181,0.005896709029889444
ENSMUSG00000038127,Ccdc50,1.9159064368833365,1.6326027918478738,0.005898152081578804
ENSMUSG00000033392,Clasp2,5.94421573552621,1.6308052876436812,0.005917090448236214
ENSMUSG00000033769,Exoc6b,5.7824575450073405,1.6255361834011546,0.006149620364013075
ENSMUSG00000037742,Eef1a1,3.3669569590460515,1.6229185081438038,0.006331021282250294
ENSMUSG00000029106,Add1,2.6101407693069456,1.6061963067691283,0.007179555576316874
ENSMUSG00000036053,Fmnl2,3.953529282698085,1.6048117566694247,0.007242551661793153
ENSMUSG00000024535,Snx24,1.9705329733536434,1.6044305014437867,0.007314038359141446
ENSMUSG00000006333,Rps9,1.330660000038835,1.5999125647545922,0.007601350100991427
ENSMUSG00000024077,Strn,1.430101510603714,1.5979291251950651,0.007652878678562884
ENSMUSG00000024222,Fkbp5,1.1776526624496744,1.6006549575484763,0.007688401622728114
ENSMUSG00000028565,Nfia,3.195387206151447,1.592033613318383,0.007956761700922688
ENSMUSG00000027422,Rrbp1,1.2463335990798174,1.5924466361627763,0.008009350086073301
ENSMUSG00000040351,Ankib1,1.888593168648183,1.5776303660945856,0.008808208764636179
ENSMUSG00000028538,St3gal3,1.763694631378695,1.5768965525003573,0.008879951361847369
ENSMUSG00000098145,Gm26936,1.076354910354251,1.5745904890443865,0.009115714093674045
ENSMUSG00000061028,Clasrp,1.4560888920313357,1.5725737707364729,0.00918133500918057
ENSMUSG00000052713,Zfp608,1.333842128376911,1.5726784987251698,0.009215118773004505
ENSMUSG00000022174,Dad1,1.1834865644028139,1.5725445361087693,0.009272161991409565
ENSMUSG00000032412,Atp1b3,1.7944552053134308,1.567725443306211,0.009488080066501545
ENSMUSG00000063296,Tmem117,1.2322791989199813,1.569146222518455,0.009506036856275026
ENSMUSG00000070733,Fryl,2.3969381706558446,1.56586340377695,0.009571028174530585
ENSMUSG00000032228,Tcf12,4.109453571263815,1.556682862605292,0.01018284788599908
ENSMUSG00000038740,Mvb12b,1.1076458390119994,1.558003045995608,0.010250696470367585
ENSMUSG00000030744,Rps3,1.491092303750173,1.5488825017448997,0.010937829700128951
ENSMUSG00000054162,Spock3,3.1866363532217377,1.5463555839580343,0.011048088205499854
ENSMUSG00000111593,Gm48742,1.326151984893227,1.5451721250061758,0.011202303080036844
ENSMUSG00000043716,Rpl7,1.0082043284471205,1.544832618232314,0.011332242539698006
ENSMUSG00000075702,Selenom,1.0893486010680618,1.5371481270970024,0.011916468420866256
ENSMUSG00000028328,Tmod1,1.3810436987250403,1.5277921307802798,0.012603533856408288
ENSMUSG00000043067,Dpy19l1,1.4812807413744384,1.5218139366469448,0.013127236259003522
ENSMUSG00000028832,Stmn1,6.555449553798334,1.5179445121755806,0.013339393531994752
ENSMUSG00000066687,Zbtb16,3.7774515146578724,1.5178869692243635,0.013367151278105676
ENSMUSG00000029838,Ptn,7.078114133327338,1.5156796992880524,0.013591707414725405
ENSMUSG00000058070,Eml1,1.470938824275691,1.5157969665459818,0.013647860325034403
ENSMUSG00000045128,Rpl18a,1.388468664847218,1.5157915453132382,0.013749308099792282
ENSMUSG00000028849,Map7d1,1.292209282620415,1.5067569080176175,0.014519561538767883
ENSMUSG00000019054,Fis1,1.1397322997542672,1.5068244721904445,0.014584947301421432
ENSMUSG00000075701,Selenos,1.2569406935400713,1.5037076719095042,0.014805787905934436
ENSMUSG00000042439,Zfp532,1.610422116428028,1.5024531479187897,0.014825886049993794
ENSMUSG00000020642,Rnf144a,1.0137730530387536,1.503338571983241,0.014864231693120447
ENSMUSG00000007815,Rhoa,1.4558237146698294,1.5015498929814608,0.014964466392081153
ENSMUSG00000071076,Jund,1.5290126664455803,1.500652119004942,0.015042700128349618
ENSMUSG00000020460,Rps27a,1.979549003644859,1.499354684624216,0.015160194147284665
ENSMUSG00000032479,Map4,2.5822971463487794,1.480523026589662,0.017012156396769895
ENSMUSG00000037712,Fermt2,1.5870865086154697,1.4813666405935648,0.017026534211624884
ENSMUSG00000021180,Rps6ka5,1.2948610562354785,1.4803987770724232,0.017152775014300767
ENSMUSG00000034755,Pcdh11x,2.648326309363859,1.4798299171993394,0.017183246932708233
ENSMUSG00000022801,Lrch3,1.6117480032355598,1.4787992389598572,0.017264752965363683
ENSMUSG00000063077,Kif1b,6.76175754105027,1.4679451488409023,0.018381447550793625
ENSMUSG00000016534,Lamp2,1.4340791710263092,1.463923021973741,0.019095264252498065
ENSMUSG00000030432,Rpl28,1.8071837186657354,1.4586061276532885,0.019794386873011386
ENSMUSG00000063317,Usp31,1.1307162694630515,1.447265002275342,0.021316289339279506
ENSMUSG00000034265,Zdhhc14,2.8893725309731257,1.445308039167884,0.02134583541581978
ENSMUSG00000034709,Ppp1r21,1.1739401793885855,1.4444208532765863,0.0216931720546071
ENSMUSG00000057614,Gnai1,2.851982523000731,1.4414068121019674,0.021916014943613598
ENSMUSG00000022781,Pak2,1.487114643327578,1.4394119823224247,0.02231622151888472
ENSMUSG00000000374,Trappc10,1.3189921961325557,1.4317256114285999,0.023421584448156722
ENSMUSG00000055817,Mta3,1.4059703707066367,1.4302120266650413,0.02362671998146189
ENSMUSG00000028822,Tmem50a,1.423206899204549,1.4223314579306403,0.024827706253187348
ENSMUSG00000075706,Gpx4,1.8519986927603076,1.4180146658095123,0.02541323061310704
ENSMUSG00000052146,Rps10,1.6960744041945772,1.4177877294582812,0.025467906957454562
ENSMUSG00000033335,Dnm2,1.5430670666054167,1.4080630375425935,0.026882438091741827
ENSMUSG00000042682,Selenok,2.30518680357465,1.4056297205363684,0.027257897303245862
ENSMUSG00000062929,Cfl2,2.2505602671043428,1.4050393807731096,0.027286968779365813
ENSMUSG00000037747,Phyhipl,1.9437500598415025,1.3991909991062246,0.02827985548152415
ENSMUSG00000030629,Zfand6,1.098099453997771,1.3932104105504581,0.0294805135224479
ENSMUSG00000028059,Arhgef2,1.1999275608162072,1.3913161509255942,0.029769359150622832
ENSMUSG00000039601,Rcan2,3.367222136407558,1.3886215696349788,0.029980478017975504
ENSMUSG00000041966,Dcaf17,1.4133953368288144,1.3786115735310707,0.03185970872678543
ENSMUSG00000019889,Ptprk,7.005190358913094,1.3733265982546774,0.03255639395655461
ENSMUSG00000022048,Dpysl2,3.053517317745553,1.3624486282403898,0.03464591426085479
ENSMUSG00000020153,Ndufs7,1.169697341604484,1.3644587625817455,0.03466100266795218
ENSMUSG00000025362,Rps26,1.1333680430781148,1.3613448824388166,0.03538023182014806
ENSMUSG00000022452,Smdt1,1.1296555600170262,1.356253173603707,0.03630256091392831
ENSMUSG00000060938,Rpl26,1.3370242567149873,1.35512647930921,0.0364575128285057
ENSMUSG00000060126,Tpt1,2.4290246313981125,1.3536609063498928,0.036505757571969534
ENSMUSG00000031765,Mt1,2.071830725449067,1.3549753454412246,0.036584778958913176
ENSMUSG00000071866,Ppia,5.740824699250845,1.3445918980555722,0.03814690550717229
ENSMUSG00000064357,mt-Atp6,2.1248661977503356,1.348420517848204,0.03817774233019006
ENSMUSG00000027303,Ptpra,2.4621718015864054,1.3423228061486185,0.03863119928733657
ENSMUSG00000033307,Mif,1.4513156995242216,1.3427194139113587,0.038892427633081976
ENSMUSG00000020163,Uqcr11,1.1755312435576235,1.3433182053843788,0.03890446586215158
ENSMUSG00000026987,Baz2b,3.944248075045363,1.3396745771919047,0.039124851443912145
ENSMUSG00000063316,Rpl27,1.0970387445517458,1.3350692148562846,0.04071526961291211
ENSMUSG00000056856,Jakmip3,1.574092817901659,1.3273908529540421,0.0421024904707583
ENSMUSG00000022471,Xrcc6,1.7111895138004387,1.32422120130426,0.042833810906575655
ENSMUSG00000003380,Rabac1,1.817525635764483,1.3239639985353495,0.0429284122404718
ENSMUSG00000037369,Kdm6a,1.484728047074021,1.321823282756073,0.04339573251702247
ENSMUSG00000040990,Sh3kbp1,1.3826347628940785,1.318070505070612,0.044385419032693045
ENSMUSG00000043259,Fam13c,1.6584192188606763,1.316487268919415,0.04463732320636232
ENSMUSG00000060279,Ap2a1,1.0808629254998587,1.3162291703215798,0.04489799767358293
ENSMUSG00000040722,Scamp5,1.3762705062179261,1.312069375084311,0.04569888795973557
ENSMUSG00000036916,Zfp280c,1.5072681228020601,1.3109944921239367,0.045873302585908556
ENSMUSG00000064354,mt-Co2,1.9893605660205937,1.313264349598095,0.04604544613650502
