FeatureID,FeatureName,astrocyte Average,astrocyte Log2 Fold Change,astrocyte P-Value
ENSMUSG00000028691,Prdx1,1.9048090815093963,2.4234690412228077,4.9566375270187414e-17
ENSMUSG00000024104,Washc2,1.1908873074614352,2.4095930224322393,9.13400187209868e-17
ENSMUSG00000029838,Ptn,11.777493346847766,2.402162522533914,1.0361806628262091e-16
ENSMUSG00000029636,Wasf3,2.9177329946123454,2.401531802038096,1.081322352554913e-16
ENSMUSG00000036585,Fgf1,1.4332602535135848,2.398125537335253,1.4136728142183576e-16
ENSMUSG00000112437,Gm35188,7.644842569830173,2.393653529139092,1.42275010816843e-16
ENSMUSG00000067567,Hdac8,5.91445140276952,2.3855767906077823,1.9398025809855134e-16
ENSMUSG00000039960,Rhou,2.32465299415479,2.3880635445916596,1.9528235769392482e-16
ENSMUSG00000019856,Fam184a,2.556783442689904,2.3847405058218554,2.119439237858553e-16
ENSMUSG00000058254,Tspan7,15.315291383452934,2.3813902521462174,2.2132668125600806e-16
ENSMUSG00000036192,Rorb,11.040427467833428,2.3747793161709376,3.026517540476858e-16
