gene	log2FoldChange	pvalue	padj	baseMean	is_astro	neg_log10p
Foxb1	-1.029936912223045	0.01948584345292317	0.1838630837995355	1.910610029044601	FALSE	1.710280790845256
Foxc1	0.10833134792654275	0.48582873383406766	0.8273471463721712	15.339499075220749	FALSE	0.31351680287682254
Foxc2	-0.7633117781092158	0.01287849823438375	0.1442898891746064	4.837926842033579	FALSE	1.8901347772359804
Foxd1	0.3379751063588711	0.4123712654990239	0.7798053820074627	2.953743404148527	FALSE	0.3847116044699656
Foxd2	-0.5912634708339357	0.10059115926001336	0.4424445386284791	2.3978042308966474	FALSE	0.9974401868080158
Foxd2os	-0.8438056117000903	0.11908014611331758	0.4766670612361771	1.0558540960836662	FALSE	0.9241606411384417
Foxf1	0.25774270662650406	0.6299589072312995	0.895665296575037	1.3152838330639172	FALSE	0.20068777903014365
Foxf2	-0.07801101289134423	0.7773247099589452	0.9448933817523748	4.52502390249251	FALSE	0.10939752652036017
Foxg1	0.05211035037097956	0.5748699798971677	0.87250813731796	78.5648117696209	FALSE	0.24043036991623695
Foxj1	0.0126656156594566	0.9281167027793796	0.9877376185838126	51.26106822281463	FALSE	0.0323974115112324
Foxj2	0.14747897329991785	0.1887016175992912	0.5782157806911244	56.20487706034058	FALSE	0.7242243769339821
Foxj3	0.02626042989943194	0.7211458042460983	0.926389597683944	112.6802835901125	FALSE	0.14197691894529074
Foxk1	0.00708478250309246	0.9243882760032006	0.9864640699798772	66.50273692950418	FALSE	0.03414557130565486
Foxk2	0.117769917153715	0.10758915164888522	0.4547480702027691	97.10370088197732	FALSE	0.9682315169274928
Foxl2	-0.6934480925062185	0.17581320554846264	0.5609768084656008	1.6646439157849258	FALSE	0.754948507638599
Foxm1	1.064556300734956	0.02043267718523075	0.1894239881644465	2.0938622019201034	FALSE	1.6896747263387182
Foxn2	0.10843890725018392	0.6219159433377754	0.8935210432794586	8.444475665867406	FALSE	0.2062683095398042
Foxn3	-0.09206690695631928	0.10196140544294265	0.4453522902345532	290.74447033484705	FALSE	0.9915641868168552
Foxo1	0.3021961104039396	0.00252118958696484	0.04792521371813437	61.812185493583534	TRUE	2.5983944952688756
Foxo3	0.18348206609208756	0.05793297961054662	0.3387541144453609	61.36779441684768	FALSE	1.237074134281181
Foxo4	-0.20807567379853123	0.01896349470580259	0.18084646582204095	54.74099419233216	FALSE	1.7220816252474749
Foxo6	-0.08680060158335356	0.5246567965160797	0.8483191758472116	18.337215862630124	FALSE	0.2801246968216277
Foxp1	-0.05964097960034854	0.3871947994707224	0.7636704687478852	159.51842304900123	FALSE	0.4120704844636849
Foxp2	-0.18068306035541248	0.1048047770748634	0.44938344216378984	34.43779028484544	FALSE	0.9796189214556325
Foxp4	-0.01832089298256862	0.8664289630527802	0.9722148449587504	36.56965330806876	FALSE	0.06226703851135824
Foxq1	-0.44303212128150354	0.04405405114007735	0.29304844689335097	8.255675714639404	FALSE	1.3560141483896566
Foxr2	0.7672854748822528	0.2691829461746886	0.6685852382850171	0.8241719175213789	FALSE	0.5699524578835556
Foxred1	-0.04376713794080641	0.6651946880031224	0.9093067663480284	46.1291601546185	FALSE	0.1770512275525531
Foxred2	-0.19862403807607193	0.06603630377935756	0.35934260811385965	29.043437185787823	FALSE	1.1802172433007188
Foxs1	0.06452167006010064	0.923024792060212	0.986123725048934	1.00086898966472	FALSE	0.03478663384912103
